,city,region_name,province,Electricity_count,Kerosene (Gaas)_count,Liquified Petroleum Gas (LPG)_count,Oil (vegetable animal and others)_count,Solar panel_count,Solar lamp_count,Others_count,None_count,Not Reported_count,year
1890,SANTO TOMAS,REGION I (Ilocos Region),PANGASINAN,3237.0,129.0,1.0,1.0,1.0,,4.0,1.0,,2015
1899,SISON,REGION I (Ilocos Region),PANGASINAN,10111.0,496.0,2.0,1.0,2.0,7.0,33.0,7.0,,2015
1908,SUAL,REGION I (Ilocos Region),PANGASINAN,7151.0,654.0,5.0,4.0,5.0,4.0,32.0,4.0,,2015
1917,TAYUG,REGION I (Ilocos Region),PANGASINAN,9191.0,735.0,12.0,1.0,8.0,29.0,47.0,16.0,,2015
1926,UMINGAN,REGION I (Ilocos Region),PANGASINAN,15917.0,1230.0,11.0,21.0,13.0,39.0,14.0,16.0,,2015
1935,URBIZTONDO,REGION I (Ilocos Region),PANGASINAN,9983.0,570.0,21.0,1.0,,13.0,24.0,6.0,,2015
1944,CITY OF URDANETA,REGION I (Ilocos Region),PANGASINAN,28521.0,1494.0,10.0,9.0,22.0,107.0,111.0,20.0,,2015
1953,VILLASIS,REGION I (Ilocos Region),PANGASINAN,13521.0,929.0,23.0,3.0,6.0,25.0,50.0,74.0,,2015
1962,LAOAC,REGION I (Ilocos Region),PANGASINAN,6973.0,411.0,11.0,4.0,,11.0,12.0,7.0,,2015
1971,BASCO (Capital),REGION II (Cagayan Valley),BATANES,2305.0,9.0,2.0,,,,7.0,4.0,,2015
1980,ITBAYAT,REGION II (Cagayan Valley),BATANES,812.0,5.0,,1.0,10.0,,1.0,2.0,,2015
1989,IVANA,REGION II (Cagayan Valley),BATANES,365.0,2.0,,,,,2.0,2.0,,2015
1998,MAHATAO,REGION II (Cagayan Valley),BATANES,442.0,,,,,,,1.0,,2015
2007,SABTANG,REGION II (Cagayan Valley),BATANES,416.0,6.0,,,,,9.0,,,2015
2016,UYUGAN,REGION II (Cagayan Valley),BATANES,355.0,,,,,,2.0,1.0,,2015
2025,ABULUG,REGION II (Cagayan Valley),CAGAYAN,6729.0,643.0,3.0,1.0,8.0,18.0,3.0,,,2015
2034,ALCALA,REGION II (Cagayan Valley),CAGAYAN,8506.0,711.0,3.0,,6.0,22.0,,,,2015
2043,ALLACAPAN,REGION II (Cagayan Valley),CAGAYAN,6851.0,893.0,1.0,3.0,5.0,13.0,1.0,,,2015
2052,AMULUNG,REGION II (Cagayan Valley),CAGAYAN,9302.0,1335.0,1.0,1.0,17.0,30.0,11.0,,,2015
2061,APARRI,REGION II (Cagayan Valley),CAGAYAN,12524.0,1044.0,14.0,1.0,285.0,107.0,3.0,,,2015
2070,BAGGAO,REGION II (Cagayan Valley),CAGAYAN,16484.0,2596.0,13.0,1.0,188.0,269.0,79.0,,,2015
2079,BALLESTEROS,REGION II (Cagayan Valley),CAGAYAN,7307.0,989.0,22.0,,8.0,20.0,4.0,,,2015
2088,BUGUEY,REGION II (Cagayan Valley),CAGAYAN,6410.0,323.0,1.0,,1.0,9.0,10.0,,,2015
2097,CALAYAN,REGION II (Cagayan Valley),CAGAYAN,1766.0,704.0,2.0,1.0,854.0,554.0,23.0,,,2015
2106,CAMALANIUGAN,REGION II (Cagayan Valley),CAGAYAN,5113.0,356.0,5.0,,1.0,1.0,6.0,,,2015
2115,CLAVERIA,REGION II (Cagayan Valley),CAGAYAN,6819.0,384.0,9.0,2.0,18.0,23.0,3.0,,,2015
2124,ENRILE,REGION II (Cagayan Valley),CAGAYAN,7327.0,176.0,8.0,1.0,1.0,11.0,19.0,,,2015
2133,GATTARAN,REGION II (Cagayan Valley),CAGAYAN,11037.0,1402.0,66.0,17.0,153.0,171.0,28.0,,,2015
2142,GONZAGA,REGION II (Cagayan Valley),CAGAYAN,7944.0,613.0,11.0,1.0,5.0,15.0,14.0,,,2015
2151,IGUIG,REGION II (Cagayan Valley),CAGAYAN,5910.0,263.0,1.0,,,5.0,,,,2015
2160,LAL-LO,REGION II (Cagayan Valley),CAGAYAN,9359.0,866.0,2.0,1.0,10.0,15.0,18.0,,,2015
2169,LASAM,REGION II (Cagayan Valley),CAGAYAN,8362.0,591.0,5.0,18.0,6.0,40.0,4.0,,,2015
2178,PAMPLONA,REGION II (Cagayan Valley),CAGAYAN,4755.0,472.0,2.0,,7.0,9.0,3.0,,,2015
2187,PEÑABLANCA,REGION II (Cagayan Valley),CAGAYAN,9663.0,977.0,5.0,1.0,20.0,37.0,36.0,,,2015
2196,PIAT,REGION II (Cagayan Valley),CAGAYAN,5096.0,415.0,,,4.0,10.0,,,,2015
2205,RIZAL,REGION II (Cagayan Valley),CAGAYAN,3067.0,784.0,1.0,1.0,52.0,138.0,,,,2015
2214,SANCHEZ-MIRA,REGION II (Cagayan Valley),CAGAYAN,5093.0,474.0,2.0,1.0,12.0,43.0,,,,2015
2223,SANTA ANA,REGION II (Cagayan Valley),CAGAYAN,6889.0,830.0,1.0,,14.0,72.0,15.0,,,2015
2232,SANTA PRAXEDES,REGION II (Cagayan Valley),CAGAYAN,790.0,159.0,,,18.0,13.0,,,,2015
2241,SANTA TERESITA,REGION II (Cagayan Valley),CAGAYAN,3911.0,318.0,4.0,,12.0,17.0,8.0,13.0,,2015
2250,SANTO NIÑO (FAIRE),REGION II (Cagayan Valley),CAGAYAN,5982.0,623.0,2.0,,17.0,10.0,7.0,,,2015
2259,SOLANA,REGION II (Cagayan Valley),CAGAYAN,18179.0,797.0,18.0,1.0,1.0,8.0,8.0,,,2015
2268,TUAO,REGION II (Cagayan Valley),CAGAYAN,12729.0,812.0,5.0,,1.0,9.0,1.0,,,2015
2277,TUGUEGARAO CITY (Capital),REGION II (Cagayan Valley),CAGAYAN,33126.0,289.0,78.0,5.0,4.0,18.0,4.0,,,2015
2286,ALICIA,REGION II (Cagayan Valley),ISABELA,17449.0,330.0,9.0,11.0,7.0,7.0,36.0,15.0,,2015
2295,ANGADANAN,REGION II (Cagayan Valley),ISABELA,8966.0,871.0,,,9.0,15.0,23.0,22.0,,2015
2304,AURORA,REGION II (Cagayan Valley),ISABELA,8254.0,183.0,7.0,,1.0,3.0,12.0,16.0,,2015
2313,BENITO SOLIVEN,REGION II (Cagayan Valley),ISABELA,6391.0,454.0,1.0,1.0,18.0,37.0,39.0,,,2015
2322,BURGOS,REGION II (Cagayan Valley),ISABELA,5597.0,124.0,2.0,1.0,,9.0,7.0,4.0,,2015
2331,CABAGAN,REGION II (Cagayan Valley),ISABELA,9955.0,162.0,6.0,,,16.0,21.0,2.0,,2015
2340,CABATUAN,REGION II (Cagayan Valley),ISABELA,9477.0,150.0,3.0,1.0,,6.0,35.0,2.0,,2015
2349,CITY OF CAUAYAN,REGION II (Cagayan Valley),ISABELA,29877.0,641.0,11.0,6.0,10.0,16.0,53.0,9.0,,2015
2358,CORDON,REGION II (Cagayan Valley),ISABELA,10012.0,267.0,2.0,3.0,6.0,34.0,24.0,5.0,,2015
2367,DINAPIGUE,REGION II (Cagayan Valley),ISABELA,613.0,247.0,2.0,,133.0,177.0,51.0,8.0,,2015
2376,DIVILACAN,REGION II (Cagayan Valley),ISABELA,10.0,502.0,1.0,,500.0,187.0,100.0,10.0,,2015
2385,ECHAGUE,REGION II (Cagayan Valley),ISABELA,18043.0,753.0,8.0,9.0,20.0,13.0,19.0,9.0,,2015
2394,GAMU,REGION II (Cagayan Valley),ISABELA,6655.0,103.0,3.0,2.0,5.0,9.0,12.0,2.0,,2015
2403,ILAGAN City (Capital),REGION II (Cagayan Valley),ISABELA,33427.0,1122.0,13.0,9.0,16.0,30.0,35.0,17.0,,2015
2412,JONES,REGION II (Cagayan Valley),ISABELA,10065.0,511.0,4.0,3.0,16.0,15.0,30.0,6.0,,2015
2421,LUNA,REGION II (Cagayan Valley),ISABELA,4542.0,84.0,3.0,,1.0,,10.0,6.0,,2015
2430,MACONACON,REGION II (Cagayan Valley),ISABELA,571.0,158.0,1.0,,91.0,62.0,92.0,2.0,,2015
2439,DELFIN ALBANO (MAGSAYSAY),REGION II (Cagayan Valley),ISABELA,6505.0,114.0,,1.0,,1.0,11.0,5.0,,2015
2448,MALLIG,REGION II (Cagayan Valley),ISABELA,7411.0,167.0,,,1.0,1.0,3.0,8.0,,2015
2457,NAGUILIAN,REGION II (Cagayan Valley),ISABELA,7207.0,198.0,,1.0,1.0,,6.0,,,2015
2466,PALANAN,REGION II (Cagayan Valley),ISABELA,1198.0,1647.0,3.0,1.0,253.0,593.0,123.0,8.0,,2015
2475,QUEZON,REGION II (Cagayan Valley),ISABELA,5613.0,215.0,2.0,,9.0,21.0,12.0,2.0,,2015
2484,RAMON,REGION II (Cagayan Valley),QUIRINO,12916.0,235.0,5.0,7.0,135.0,16.0,32.0,1.0,,2015
2493,REINA MERCEDES,REGION II (Cagayan Valley),QUIRINO,6196.0,59.0,4.0,3.0,,2.0,2.0,4.0,,2015
2502,ROXAS,REGION II (Cagayan Valley),QUIRINO,13807.0,378.0,5.0,3.0,6.0,10.0,14.0,3.0,,2015
2511,SAN AGUSTIN,REGION II (Cagayan Valley),QUIRINO,5279.0,317.0,2.0,2.0,6.0,6.0,10.0,4.0,,2015
2520,SAN GUILLERMO,REGION II (Cagayan Valley),QUIRINO,4012.0,561.0,,2.0,6.0,17.0,2.0,1.0,,2015
2529,SAN ISIDRO,REGION II (Cagayan Valley),QUIRINO,5733.0,66.0,21.0,2.0,,,9.0,,,2015
2538,SAN MANUEL,REGION II (Cagayan Valley),QUIRINO,7236.0,339.0,4.0,8.0,6.0,1.0,15.0,4.0,,2015
2547,SAN MARIANO,REGION II (Cagayan Valley),QUIRINO,8325.0,2901.0,1.0,4.0,544.0,324.0,118.0,3.0,,2015
2556,SAN MATEO,REGION II (Cagayan Valley),QUIRINO,15418.0,206.0,4.0,2.0,1.0,4.0,15.0,14.0,,2015
2565,SAN PABLO,REGION II (Cagayan Valley),QUIRINO,4900.0,173.0,1.0,,40.0,7.0,10.0,3.0,,2015
2574,SANTA MARIA,REGION II (Cagayan Valley),QUIRINO,4718.0,134.0,3.0,1.0,1.0,1.0,1.0,1.0,,2015
2583,CITY OF SANTIAGO,REGION II (Cagayan Valley),QUIRINO,29954.0,355.0,18.0,7.0,7.0,16.0,74.0,41.0,,2015
2592,SANTO TOMAS,REGION II (Cagayan Valley),QUIRINO,4852.0,112.0,4.0,1.0,2.0,,3.0,6.0,,2015
2601,TUMAUINI,REGION II (Cagayan Valley),QUIRINO,15030.0,450.0,10.0,4.0,1.0,8.0,27.0,11.0,,2015
2610,AMBAGUIO,REGION II (Cagayan Valley),NUEVA VIZCAYA,820.0,319.0,,,125.0,1889.0,383.0,,,2015
2619,ARITAO,REGION II (Cagayan Valley),NUEVA VIZCAYA,7937.0,539.0,,2.0,22.0,38.0,24.0,,,2015
2628,BAGABAG,REGION II (Cagayan Valley),NUEVA VIZCAYA,8411.0,434.0,3.0,,16.0,23.0,23.0,,,2015
2637,BAMBANG,REGION II (Cagayan Valley),NUEVA VIZCAYA,12862.0,503.0,1.0,,32.0,26.0,35.0,,,2015
2646,BAYOMBONG (Capital),REGION II (Cagayan Valley),NUEVA VIZCAYA,15153.0,464.0,14.0,2.0,36.0,28.0,64.0,,,2015
2655,DIADI,REGION II (Cagayan Valley),NUEVA VIZCAYA,3703.0,554.0,9.0,,55.0,52.0,67.0,1.0,,2015
2664,DUPAX DEL NORTE,REGION II (Cagayan Valley),NUEVA VIZCAYA,5902.0,362.0,1.0,1.0,218.0,106.0,22.0,34.0,,2015
2673,DUPAX DEL SUR,REGION II (Cagayan Valley),NUEVA VIZCAYA,3836.0,458.0,5.0,2.0,155.0,18.0,55.0,2.0,,2015
2682,KASIBU,REGION II (Cagayan Valley),NUEVA VIZCAYA,5318.0,1233.0,15.0,1.0,1593.0,176.0,107.0,5.0,,2015
2691,KAYAPA,REGION II (Cagayan Valley),NUEVA VIZCAYA,3286.0,698.0,8.0,3.0,219.0,313.0,1011.0,6.0,,2015
2700,QUEZON,REGION II (Cagayan Valley),NUEVA VIZCAYA,4374.0,488.0,1.0,,55.0,45.0,24.0,4.0,,2015
2709,SANTA FE,REGION II (Cagayan Valley),NUEVA VIZCAYA,3186.0,368.0,,,73.0,75.0,56.0,,,2015
2718,SOLANO,REGION II (Cagayan Valley),NUEVA VIZCAYA,16121.0,319.0,1.0,4.0,9.0,18.0,40.0,2.0,,2015
2727,VILLAVERDE,REGION II (Cagayan Valley),NUEVA VIZCAYA,4168.0,190.0,1.0,23.0,11.0,44.0,14.0,1.0,,2015
2736,ALFONSO CASTANEDA,REGION II (Cagayan Valley),NUEVA VIZCAYA,1284.0,332.0,4.0,2.0,6.0,80.0,77.0,2.0,,2015
2745,AGLIPAY,REGION II (Cagayan Valley),QUIRINO,5690.0,754.0,1.0,,44.0,54.0,29.0,5.0,,2015
2754,CABARROGUIS (Capital),REGION II (Cagayan Valley),QUIRINO,6222.0,555.0,2.0,,33.0,25.0,10.0,2.0,,2015
2763,DIFFUN,REGION II (Cagayan Valley),QUIRINO,10640.0,1372.0,5.0,1.0,131.0,86.0,43.0,5.0,,2015
2772,MADDELA,REGION II (Cagayan Valley),QUIRINO,7961.0,855.0,3.0,1.0,18.0,45.0,25.0,6.0,,2015
2781,SAGUDAY,REGION II (Cagayan Valley),QUIRINO,3755.0,209.0,3.0,,,6.0,11.0,1.0,,2015
2790,NAGTIPUNAN,REGION II (Cagayan Valley),QUIRINO,3201.0,665.0,3.0,1.0,811.0,153.0,63.0,1.0,,2015
2799,BALER,REGION III (Central Luzon),AURORA,8560.0,216.0,,,9.0,18.0,35.0,4.0,,2015
2808,CASIGURAN,REGION III (Central Luzon),AURORA,4729.0,793.0,6.0,1.0,55.0,61.0,62.0,14.0,,2015
2817,DILASAG,REGION III (Central Luzon),AURORA,3218.0,589.0,9.0,2.0,29.0,93.0,6.0,3.0,,2015
2826,DINALUNGAN,REGION III (Central Luzon),AURORA,2336.0,298.0,1.0,,3.0,9.0,11.0,3.0,,2015
2835,DINGALAN,REGION III (Central Luzon),AURORA,5148.0,402.0,3.0,,23.0,35.0,94.0,21.0,,2015
2844,DIPACULAO,REGION III (Central Luzon),AURORA,6595.0,401.0,3.0,1.0,7.0,24.0,20.0,,,2015
2853,MARIA AURORA,REGION III (Central Luzon),AURORA,8709.0,518.0,7.0,10.0,45.0,50.0,65.0,1.0,,2015
2862,SAN LUIS,REGION III (Central Luzon),AURORA,5579.0,386.0,,,14.0,35.0,41.0,,,2015
2871,ABUCAY,REGION III (Central Luzon),BATAAN,9256.0,165.0,4.0,,1.0,1.0,19.0,7.0,,2015
2880,BAGAC,REGION III (Central Luzon),BATAAN,5849.0,173.0,1.0,,2.0,6.0,11.0,,,2015
2889,CITY OF BALANGA (Capital),REGION III (Central Luzon),BATAAN,20655.0,398.0,7.0,7.0,18.0,30.0,144.0,10.0,,2015
2898,DINALUPIHAN,REGION III (Central Luzon),BATAAN,23098.0,752.0,7.0,2.0,11.0,25.0,31.0,45.0,,2015
2907,HERMOSA,REGION III (Central Luzon),BATAAN,13713.0,628.0,16.0,3.0,6.0,16.0,24.0,33.0,,2015
2916,LIMAY,REGION III (Central Luzon),BATAAN,14483.0,773.0,3.0,1.0,9.0,15.0,50.0,11.0,,2015
2925,MARIVELES,REGION III (Central Luzon),BATAAN,29926.0,642.0,67.0,3.0,54.0,31.0,85.0,39.0,,2015
2934,MORONG,REGION III (Central Luzon),BATAAN,6283.0,521.0,7.0,,3.0,14.0,16.0,3.0,,2015
2943,ORANI,REGION III (Central Luzon),BATAAN,15429.0,271.0,4.0,1.0,5.0,29.0,30.0,21.0,,2015
2952,ORION,REGION III (Central Luzon),BATAAN,11482.0,518.0,2.0,2.0,14.0,8.0,101.0,9.0,,2015
2961,PILAR,REGION III (Central Luzon),BATAAN,9077.0,202.0,14.0,4.0,2.0,2.0,34.0,14.0,,2015
2970,SAMAL,REGION III (Central Luzon),BATAAN,7525.0,172.0,,,1.0,2.0,22.0,2.0,,2015
2979,ANGAT,REGION III (Central Luzon),BULACAN,14459.0,377.0,8.0,,17.0,8.0,15.0,7.0,,2015
2988,BALAGTAS (BIGAA),REGION III (Central Luzon),BULACAN,17308.0,242.0,15.0,,2.0,5.0,53.0,8.0,,2015
2997,BALIUAG,REGION III (Central Luzon),BULACAN,35880.0,383.0,142.0,1.0,6.0,12.0,39.0,17.0,,2015
3006,BOCAUE,REGION III (Central Luzon),BULACAN,26644.0,448.0,18.0,4.0,13.0,14.0,272.0,14.0,,2015
3015,BUSTOS,REGION III (Central Luzon),BULACAN,15866.0,139.0,5.0,,6.0,1.0,18.0,11.0,,2015
3024,CALUMPIT,REGION III (Central Luzon),BULACAN,24634.0,213.0,2.0,2.0,,5.0,51.0,84.0,,2015
3033,GUIGUINTO,REGION III (Central Luzon),BULACAN,22631.0,348.0,8.0,,5.0,27.0,29.0,14.0,,2015
3042,HAGONOY,REGION III (Central Luzon),BULACAN,29632.0,267.0,52.0,1.0,25.0,52.0,83.0,96.0,,2015
3051,CITY OF MALOLOS (Capital),REGION III (Central Luzon),BULACAN,56792.0,474.0,19.0,5.0,18.0,32.0,82.0,108.0,11.0,2015
3060,MARILAO,REGION III (Central Luzon),BULACAN,51904.0,481.0,158.0,4.0,43.0,15.0,158.0,63.0,,2015
3069,CITY OF MEYCAUAYAN,REGION III (Central Luzon),BULACAN,51598.0,555.0,105.0,5.0,49.0,40.0,148.0,43.0,,2015
3078,NORZAGARAY,REGION III (Central Luzon),BULACAN,23501.0,979.0,4.0,2.0,93.0,89.0,107.0,47.0,,2015
3087,OBANDO,REGION III (Central Luzon),BULACAN,13502.0,263.0,,1.0,1.0,,49.0,5.0,,2015
3096,PANDI,REGION III (Central Luzon),BULACAN,19569.0,220.0,7.0,,12.0,9.0,468.0,29.0,,2015
3105,PAOMBONG,REGION III (Central Luzon),BULACAN,11655.0,94.0,1.0,1.0,4.0,5.0,13.0,9.0,,2015
3114,PLARIDEL,REGION III (Central Luzon),BULACAN,24223.0,168.0,4.0,,1.0,4.0,26.0,11.0,,2015
3123,PULILAN,REGION III (Central Luzon),BULACAN,22159.0,343.0,5.0,,2.0,2.0,29.0,17.0,,2015
3132,SAN ILDEFONSO,REGION III (Central Luzon),BULACAN,24010.0,185.0,2.0,1.0,6.0,5.0,19.0,29.0,,2015
3141,CITY OF SAN JOSE DEL MONTE,REGION III (Central Luzon),BULACAN,121603.0,3610.0,270.0,20.0,221.0,130.0,500.0,150.0,49.0,2015
3150,SAN MIGUEL,REGION III (Central Luzon),BULACAN,33856.0,389.0,5.0,3.0,26.0,13.0,116.0,51.0,,2015
3159,SAN RAFAEL,REGION III (Central Luzon),BULACAN,22218.0,268.0,5.0,3.0,8.0,2.0,28.0,28.0,,2015
3168,SANTA MARIA,REGION III (Central Luzon),BULACAN,57057.0,956.0,55.0,12.0,16.0,39.0,180.0,42.0,,2015
3177,DOÑA REMEDIOS TRINIDAD,REGION III (Central Luzon),BULACAN,3347.0,896.0,2.0,1.0,417.0,106.0,302.0,19.0,,2015
3186,ALIAGA,REGION III (Central Luzon),NUEVA ECIJA,13492.0,458.0,16.0,1.0,2.0,6.0,27.0,2.0,,2015
3195,BONGABON,REGION III (Central Luzon),NUEVA ECIJA,14381.0,408.0,10.0,2.0,22.0,62.0,64.0,41.0,,2015
3204,CABANATUAN CITY,REGION III (Central Luzon),NUEVA ECIJA,66593.0,1170.0,42.0,4.0,16.0,22.0,350.0,50.0,,2015
3213,CABIAO,REGION III (Central Luzon),NUEVA ECIJA,16120.0,505.0,10.0,1.0,1.0,3.0,35.0,10.0,,2015
3222,CARRANGLAN,REGION III (Central Luzon),NUEVA ECIJA,8459.0,1006.0,14.0,4.0,35.0,91.0,31.0,2.0,,2015
3231,CUYAPO,REGION III (Central Luzon),NUEVA ECIJA,15104.0,523.0,6.0,2.0,,6.0,4.0,14.0,,2015
3240,GABALDON (BITULOK & SABANI),REGION III (Central Luzon),NUEVA ECIJA,7895.0,562.0,,1.0,4.0,13.0,29.0,6.0,,2015
3249,CITY OF GAPAN,REGION III (Central Luzon),NUEVA ECIJA,23946.0,816.0,13.0,4.0,13.0,29.0,63.0,22.0,,2015
3258,GENERAL MAMERTO NATIVIDAD,REGION III (Central Luzon),NUEVA ECIJA,9237.0,564.0,52.0,,14.0,18.0,143.0,2.0,,2015
3267,GENERAL TINIO (PAPAYA),REGION III (Central Luzon),NUEVA ECIJA,10534.0,372.0,4.0,1.0,8.0,14.0,57.0,6.0,,2015
3276,GUIMBA,REGION III (Central Luzon),NUEVA ECIJA,27134.0,1446.0,10.0,1.0,9.0,7.0,48.0,52.0,,2015
3285,JAEN,REGION III (Central Luzon),NUEVA ECIJA,17399.0,463.0,7.0,1.0,5.0,13.0,14.0,2.0,,2015
3294,LAUR,REGION III (Central Luzon),NUEVA ECIJA,8273.0,473.0,,,11.0,16.0,17.0,3.0,,2015
3303,LICAB,REGION III (Central Luzon),NUEVA ECIJA,6192.0,184.0,3.0,2.0,,2.0,4.0,,,2015
3312,LLANERA,REGION III (Central Luzon),NUEVA ECIJA,8842.0,590.0,10.0,2.0,6.0,43.0,94.0,3.0,,2015
3321,LUPAO,REGION III (Central Luzon),NUEVA ECIJA,9423.0,574.0,,1.0,9.0,44.0,27.0,2.0,,2015
3330,SCIENCE CITY OF MUÑOZ,REGION III (Central Luzon),NUEVA ECIJA,18267.0,720.0,9.0,1.0,5.0,22.0,116.0,3.0,,2015
3339,NAMPICUAN,REGION III (Central Luzon),NUEVA ECIJA,2948.0,132.0,,1.0,,,,5.0,,2015
3348,PALAYAN CITY (Capital),REGION III (Central Luzon),NUEVA ECIJA,8561.0,587.0,21.0,7.0,35.0,188.0,44.0,4.0,,2015
3357,PANTABANGAN,REGION III (Central Luzon),NUEVA ECIJA,5496.0,495.0,,,15.0,55.0,76.0,2.0,,2015
3366,PEÑARANDA,REGION III (Central Luzon),NUEVA ECIJA,6568.0,241.0,3.0,1.0,10.0,12.0,17.0,5.0,,2015
3375,QUEZON,REGION III (Central Luzon),NUEVA ECIJA,8985.0,479.0,,2.0,3.0,7.0,3.0,3.0,,2015
3384,RIZAL,REGION III (Central Luzon),NUEVA ECIJA,14539.0,598.0,15.0,4.0,3.0,34.0,55.0,3.0,,2015
3393,SAN ANTONIO,REGION III (Central Luzon),NUEVA ECIJA,16810.0,683.0,3.0,2.0,3.0,3.0,34.0,5.0,,2015
3402,SAN ISIDRO,REGION III (Central Luzon),NUEVA ECIJA,11003.0,294.0,2.0,1.0,4.0,3.0,14.0,4.0,,2015
3411,SAN JOSE CITY,REGION III (Central Luzon),NUEVA ECIJA,31112.0,1145.0,18.0,4.0,117.0,118.0,239.0,16.0,,2015
3420,SAN LEONARDO,REGION III (Central Luzon),NUEVA ECIJA,14488.0,407.0,45.0,2.0,4.0,12.0,39.0,15.0,,2015
3429,SANTA ROSA,REGION III (Central Luzon),NUEVA ECIJA,15500.0,229.0,19.0,1.0,1.0,3.0,26.0,6.0,,2015
3438,SANTO DOMINGO,REGION III (Central Luzon),NUEVA ECIJA,13479.0,573.0,29.0,,1.0,3.0,11.0,7.0,,2015
3447,TALAVERA,REGION III (Central Luzon),NUEVA ECIJA,27330.0,901.0,18.0,2.0,12.0,15.0,69.0,15.0,,2015
3456,TALUGTUG,REGION III (Central Luzon),NUEVA ECIJA,5596.0,207.0,,1.0,3.0,4.0,9.0,,,2015
3465,ZARAGOZA,REGION III (Central Luzon),NUEVA ECIJA,11438.0,257.0,5.0,1.0,3.0,4.0,12.0,3.0,,2015
3474,APALIT,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),23366.0,225.0,61.0,2.0,6.0,16.0,43.0,60.0,,2015
3483,ARAYAT,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),27367.0,533.0,146.0,3.0,2.0,1.0,34.0,58.0,,2015
3492,BACOLOR,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),9403.0,143.0,6.0,1.0,,,30.0,10.0,,2015
3501,CANDABA,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),22424.0,186.0,4.0,3.0,2.0,16.0,23.0,6.0,,2015
3510,FLORIDABLANCA,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),27456.0,1295.0,80.0,3.0,2.0,15.0,40.0,24.0,,2015
3519,GUAGUA,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),26040.0,191.0,7.0,2.0,3.0,19.0,29.0,45.0,,2015
3528,LUBAO,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),33622.0,690.0,17.0,1.0,9.0,21.0,60.0,72.0,,2015
3537,MABALACAT CITY,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),55222.0,701.0,377.0,7.0,92.0,22.0,176.0,53.0,,2015
3546,MACABEBE,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),15881.0,296.0,2.0,4.0,19.0,44.0,39.0,36.0,,2015
3555,MAGALANG,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),24002.0,359.0,13.0,3.0,26.0,11.0,45.0,25.0,,2015
3564,MASANTOL,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),11243.0,287.0,5.0,1.0,116.0,168.0,83.0,43.0,,2015
3573,MEXICO,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),32092.0,159.0,143.0,4.0,5.0,6.0,93.0,16.0,,2015
3582,MINALIN,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),9681.0,197.0,6.0,,3.0,9.0,27.0,8.0,,2015
3591,PORAC,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),26436.0,921.0,18.0,4.0,11.0,9.0,39.0,36.0,,2015
3600,CITY OF SAN FERNANDO (Capital),REGION III (Central Luzon),PAMPANGA (excluding Angeles City),67184.0,441.0,449.0,9.0,5.0,19.0,70.0,95.0,,2015
3609,SAN LUIS,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),10863.0,61.0,2.0,1.0,2.0,,3.0,13.0,,2015
3618,SAN SIMON,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),11209.0,146.0,3.0,2.0,3.0,15.0,19.0,23.0,,2015
3627,SANTA ANA,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),11028.0,69.0,4.0,1.0,,2.0,8.0,3.0,,2015
3636,SANTA RITA,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),8993.0,34.0,4.0,1.0,1.0,2.0,11.0,18.0,,2015
3645,SANTO TOMAS,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),9017.0,181.0,2.0,1.0,5.0,3.0,3.0,2.0,,2015
3654,SASMUAN (Sexmoan),REGION III (Central Luzon),PAMPANGA (excluding Angeles City),5672.0,89.0,3.0,,8.0,4.0,4.0,25.0,,2015
3663,ANGELES CITY,REGION III (Central Luzon),PAMPANGA (excluding Angeles City),94275.0,979.0,373.0,19.0,66.0,126.0,210.0,171.0,,2015
3672,ANAO,REGION III (Central Luzon),TARLAC,2593.0,116.0,,,,3.0,7.0,1.0,,2015
3681,BAMBAN,REGION III (Central Luzon),TARLAC,14468.0,460.0,1.0,,4.0,18.0,22.0,5.0,,2015
3690,CAMILING,REGION III (Central Luzon),TARLAC,18896.0,643.0,3.0,2.0,4.0,2.0,40.0,11.0,,2015
3699,CAPAS,REGION III (Central Luzon),TARLAC,30835.0,1241.0,4.0,3.0,89.0,240.0,35.0,11.0,,2015
3708,CONCEPCION,REGION III (Central Luzon),TARLAC,32991.0,244.0,7.0,5.0,1.0,8.0,29.0,14.0,,2015
3717,GERONA,REGION III (Central Luzon),TARLAC,20652.0,597.0,7.0,1.0,2.0,2.0,21.0,20.0,,2015
3726,LA PAZ,REGION III (Central Luzon),TARLAC,13714.0,296.0,2.0,2.0,2.0,1.0,38.0,7.0,,2015
