city_municipality,year,accommodation_capacity,active_establishments_in_the_locality,annual_disaster_drill,availability_of_basic_utilities,budget_for_drrmp,capacity_of_health_services,capacity_of_school_services,capacity_to_generate_local_resource,compliance_to_arta_citizens_charter,compliance_to_national_directives,cost_of_doing_business,cost_of_living,disaster_risk_reduction_plan,distance_to_ports,early_warning_system,education,emergency_infrastructure,employed_population,employment_generation,financial_deepening,financial_technology_capacity,getting_business_permits,health,information_technology_capacity,lgu_investment,land_use_plan,local_economy_growth,local_economy_size,local_risk_assessments,peace_and_order,presence_of_business_and_professional_organizations,presence_of_investment_promotion_unit,productivity,recognition_of_performance,road_network,safety_compliant_business,sanitary_system,social_protection,transportation_vehicles,utilities,province,population
Sipalay,2017,0.3343,0.0976,2.5000,2.5000,0.0673,0.0654,0.2770,0.8957,1.9720,2.3611,1.8993,1.0345,2.5000,2.4243,2.5000,0.1867,0.8576,0.1708,0.0195,0.1267,0.0212,0.6684,0.0080,0.4157,0.4605,2.5000,0.0713,0.0016,2.5000,0.2176,0.0258,1.2500,0.0042,0.2770,0.0039,0.0967,1.5701,0.0910,0.0309,0.7158,Negros Occidental,"72,448"
Sipalay,2018,0.3123,0.3529,2.5000,2.5000,0.2611,0.1335,0.2680,0.0203,2.0846,1.7361,2.0135,2.1429,2.5000,2.3134,2.5000,0.2217,0.4587,0.2066,0.0087,0.1202,0.0326,1.0119,0.0452,0.5676,0.4232,2.5000,0.0747,0.0014,2.5000,0.1145,0.0236,2.5000,0.0242,0.4266,0.1351,0.0854,1.5344,0.5396,0.0290,1.6970,Negros Occidental,"72,448"
Sipalay,2019,0.4626,0.1011,2.2917,1.9556,0.1573,0.0250,0.0380,0.0047,2.0668,2.2222,1.9362,0.8730,2.4405,2.3255,2.5000,0.1850,0.3006,0.0050,0.0371,0.0853,0.0217,2.0618,0.0187,0.3750,0.2353,2.4990,0.0811,0.0010,2.5000,0.0138,0.0219,2.5000,0.0157,0.2845,0.2474,0.1291,1.9704,0.0733,0.0287,1.8018,Negros Occidental,"72,448"
Sipalay,2020,0.4427,0.1081,2.5000,1.3276,0.2071,0.0308,0.1302,0.0097,2.2565,2.5000,1.9372,1.3732,2.5000,1.5759,2.5000,0.0902,0.5112,0.0011,0.0545,0.0974,0.0610,1.7361,0.0764,0.4895,0.2161,2.0000,0.5528,0.0023,2.5000,0.0483,0.0000,2.5000,0.0292,0.0613,0.0739,0.2235,1.9890,0.0556,0.0262,1.8568,Negros Occidental,"72,448"
Sipalay,2021,0.2266,0.1301,1.2770,1.8272,0.1604,0.0355,0.1127,0.0086,1.1726,2.5000,1.9646,1.0390,2.5000,2.4043,1.2656,0.3140,0.3368,0.0016,0.0605,0.0649,0.0397,2.4025,0.0854,0.6250,0.0646,2.5000,0.0939,0.0052,2.5000,0.0427,0.0662,2.5000,0.0382,0.0651,0.1624,0.0857,1.8761,0.0977,0.0335,1.2762,Negros Occidental,"72,448"
Sipalay,2022,0.3126,0.1601,1.0485,1.2547,0.0755,0.0827,0.1834,0.0066,0.0,2.0,1.5687,0.6667,1.8889,1.916,1.0071,0.2917,0.42,0.0034,0.0109,0.1344,0.0207,2.0,0.0708,0.0251,0.0024,2.0,0.0451,0.003,2.0,0.0001,0.0662,1.9366,0.0015,0.0263,0.0025,0.0793,1.5008,0.8084,0.0206,1.5101,Negros Occidental,"72,448"
Sipocot,2017,0.0000,0.0000,2.5000,2.5000,0.0013,0.1161,0.0619,0.0731,1.7562,2.3397,2.3085,1.3851,2.5000,2.2612,2.5000,0.1619,0.9032,0.1032,0.0528,0.3283,0.0694,1.3748,0.0614,0.3799,0.3984,2.5000,0.6506,0.0067,2.5000,0.2389,0.0000,0.0000,0.0130,0.0619,0.0007,0.1098,0.1500,0.1069,0.0399,0.9882,Camarines Sur,"64,855"
Sipocot,2018,0.0000,0.1635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9646,2.1759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0518,0.0589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0143,0.0106,0.0000,0.0000,0.0218,0.0000,0.0030,0.0000,0.0000,0.1378,0.0000,0.0000,0.0000,0.0000,Camarines Sur,"64,855"
Sipocot,2019,0.0253,0.0969,2.2500,2.3621,0.1655,0.0545,0.3450,0.0373,2.3551,2.2500,2.0926,0.3571,2.5000,2.3239,2.5000,0.1201,0.4757,0.0022,0.1007,0.2428,0.0887,1.6591,0.0803,0.2342,0.2845,2.3846,0.0019,0.0028,2.5000,0.0108,0.0106,0.0000,0.0004,0.0595,0.0325,0.0892,1.0769,0.2159,0.0099,1.8693,Camarines Sur,"64,855"
Sipocot,2020,0.0000,0.1548,2.5000,2.3625,0.1294,0.0403,0.1451,0.1486,2.4452,2.3106,2.0680,0.5603,2.5000,2.4514,2.5000,0.0815,0.4707,0.0034,0.0450,0.2315,0.0781,1.4357,0.0681,0.3571,0.1897,2.3846,0.3308,0.0045,2.5000,0.0168,0.0259,0.0000,0.0234,0.0000,0.0009,0.1015,1.0168,0.5387,0.0148,1.8759,Camarines Sur,"64,855"
Sipocot,2021,0.0000,0.2083,0.0000,2.3599,0.0182,0.0369,0.0512,0.0127,2.1615,2.3810,2.1001,0.0938,2.4737,2.3258,1.2573,0.0485,0.2733,0.0063,0.1103,0.2079,0.1457,1.5166,0.0802,0.4545,0.0334,2.2500,0.0028,0.0135,2.5000,0.0413,0.0237,0.0000,0.0710,0.0000,0.0552,0.1267,1.2511,0.3158,0.0051,1.2564,Camarines Sur,"64,855"
Sipocot,2022,0.0,0.1676,1.002,0.0611,0.0,0.0006,0.0409,0.0029,2.0,1.8929,1.8066,1.8462,1.9998,1.8187,1.0012,0.0258,0.3811,0.0046,0.093,0.1732,0.0431,1.5,0.0991,0.0969,0.0016,1.9697,0.0,0.0062,1.0,0.0,0.0028,1.5898,0.0529,0.0,0.0003,0.0,1.001,0.0,0.0052,1.5022,Camarines Sur,"64,855"
Siquijor,2017,0.0257,0.0570,2.5000,2.5000,0.0019,0.0814,0.2006,1.1030,2.2307,2.1711,1.9318,0.5603,2.5000,1.6617,2.5000,0.2743,0.8791,0.0221,0.3097,0.3968,0.7188,2.2510,0.3232,0.5655,0.1347,2.5000,0.0063,0.0096,2.5000,0.2283,0.0030,2.5000,0.0023,0.2006,0.0020,0.4336,1.6149,0.4943,0.0748,0.9748,Siquijor,"26,861"
Siquijor,2018,0.0000,0.0069,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0762,0.1852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0765,0.1216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0016,0.0331,0.0000,0.0000,0.0011,0.0000,0.0205,0.0000,0.0000,0.2506,0.0000,0.0000,0.0000,0.0000,Siquijor,"26,861"
Siquijor,2019,0.0025,0.4689,2.5000,2.4063,0.1018,0.0378,0.3673,0.1129,2.2248,2.4988,2.0870,0.0000,2.3611,2.4891,2.5000,0.1120,0.4688,0.2499,0.2005,0.3091,0.3193,2.2940,0.1408,0.3097,0.0595,2.4615,0.0013,0.0427,2.5000,0.2765,0.0093,2.5000,0.1968,0.1879,0.0522,0.5870,2.0484,1.1015,0.0067,1.8707,Siquijor,"26,861"
Siquijor,2020,0.0310,0.7727,2.5000,2.1563,0.0443,0.0302,0.0823,0.5665,2.4955,2.4286,2.1167,0.6250,2.4537,2.4880,2.5000,0.1660,0.4643,0.2807,0.4924,0.4001,0.5938,2.3572,0.1784,0.4074,0.0524,2.4744,1.0266,0.0897,2.5000,0.3827,0.0034,2.5000,0.3081,0.0000,0.0010,0.6918,1.9939,0.9606,0.1695,1.8741,Siquijor,"26,861"
Siquijor,2021,0.0017,0.6121,0.0000,2.4688,0.0023,0.0777,0.1612,0.0528,2.2221,2.4643,2.2060,1.9375,2.4706,2.4876,0.0000,0.1993,0.2953,0.2634,0.7559,0.4319,0.6349,2.4886,0.0903,0.0543,0.0942,2.5000,0.0008,0.0097,2.5000,0.1355,0.0015,2.5000,0.3306,0.0000,0.0420,0.1831,1.8751,0.1426,0.0365,1.2493,Siquijor,"26,861"
Siquijor,2022,0.2866,0.0,1.0,0.2264,0.0,0.0598,0.1243,0.157,0.0,2.0,1.5661,0.0,2.0,1.9799,1.0,0.1261,0.3608,0.0,0.0,0.0565,0.3213,1.0,0.1159,0.1304,0.0078,2.0,0.0005,1.0019,2.0,0.1958,0.0264,0.6667,1.0,0.0,0.0012,0.4179,1.5,1.7144,0.0206,1.5,Siquijor,"26,861"
Sirawai,2017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2852,0.6897,0.0000,0.6310,0.0000,0.0000,0.0077,0.0000,0.0000,0.0529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3228,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Zamboanga Del Norte,"31,163"
Sirawai,2018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1763,0.7407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Zamboanga Del Norte,"31,163"
Sirawai,2019,0.0000,0.1003,1.2500,0.0000,0.1373,0.0172,0.0000,0.1817,0.0000,0.0000,1.2584,1.5000,2.4074,0.0000,2.5000,0.0000,0.4541,0.0183,0.4177,0.0903,0.0000,1.4756,0.0289,0.2097,0.0624,2.2821,0.0000,0.0113,1.2500,0.2535,0.0047,0.0000,0.3977,0.0000,0.6688,0.0779,1.5000,0.7453,0.0000,1.8756,Zamboanga Del Norte,"31,163"
Sirawai,2020,0.0000,0.1420,2.5000,0.0000,0.0474,0.0188,0.0000,0.0652,0.0000,0.0000,1.0828,1.8229,2.4074,1.3321,2.5000,0.0265,0.4554,0.0141,0.3214,0.0309,0.0000,1.5247,0.0218,0.3148,0.0382,2.2821,1.0260,0.0180,1.2500,0.3571,0.0078,0.0000,0.3145,0.0000,0.2343,0.0785,1.9955,0.6394,0.0000,1.9992,Zamboanga Del Norte,"31,163"
Sirawai,2021,0.0000,0.1253,1.2829,1.4083,0.0025,0.0240,0.0152,0.0474,2.3616,2.4286,2.3811,2.3750,2.4559,2.1778,1.2525,0.0941,0.2606,0.0209,0.3482,0.1375,0.0000,1.8610,0.0262,0.1630,0.1307,2.2429,0.0043,0.0605,1.2500,0.1293,0.0000,0.0000,0.3825,0.0000,0.1479,0.0576,1.8752,0.1107,0.0014,1.2561,Zamboanga Del Norte,"31,163"
Sirawai,2022,0.0,0.1493,1.002,0.2909,0.0,0.0047,0.0058,0.0309,2.0,1.8846,1.9119,1.9983,1.9988,1.7737,1.002,0.0357,0.369,0.0054,0.3245,0.0268,0.0,0.5,0.0383,0.1739,0.0002,1.9459,0.0002,0.0074,1.0,0.1701,0.0053,1.9994,0.2732,0.0,0.0001,0.0709,1.5001,0.778,0.0018,1.5002,Zamboanga Del Norte,"31,163"
Siruma,2017,0.0000,0.0000,2.5000,0.0000,0.0123,0.0640,0.1250,0.4525,0.0000,2.3684,0.3551,1.0776,2.5000,0.0000,2.5000,0.0683,0.8333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0674,0.2579,0.0434,2.5000,0.0000,0.0000,1.2500,0.2218,0.0000,0.6250,0.0000,0.1250,0.0322,0.0000,0.5000,0.1449,0.0035,0.9722,Camarines Sur,"19,419"
Siruma,2018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2078,2.1759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,Camarines Sur,"19,419"
Siruma,2019,0.0244,0.0000,2.3214,0.5625,0.0915,0.0647,0.3053,0.0203,2.4029,2.4981,0.2643,1.2500,2.4074,2.2216,2.5000,0.0098,0.4540,0.0780,0.1111,0.0000,0.0000,2.3622,0.0658,0.2000,0.0515,2.4615,0.0010,0.0000,1.2500,0.1843,0.0000,2.5000,0.0976,0.1287,0.1182,0.0000,2.0030,0.3678,0.0037,1.8637,Camarines Sur,"19,419"
Siruma,2020,0.0171,0.0000,0.0000,0.5625,0.0000,0.0492,0.0388,0.0000,2.4768,2.3929,0.3120,0.6771,2.4074,2.2088,2.5000,0.0241,0.4456,0.0603,0.0000,0.0000,0.0000,2.4035,0.1051,0.2315,0.0000,2.4615,0.0000,0.0000,1.2500,0.2806,0.0000,2.5000,0.0000,0.0000,0.0220,0.0000,1.9955,0.3208,0.0035,1.8599,Camarines Sur,"19,419"
Siruma,2021,0.0000,0.2080,1.2582,0.0000,0.0001,0.0430,0.0000,0.0127,1.8816,1.1071,0.8290,0.0938,1.0000,0.0000,1.2799,0.0336,0.0272,0.0035,0.0712,0.0049,0.0000,1.8655,0.0010,0.1087,1.2649,1.9571,0.0000,0.0012,0.0000,0.0924,0.0000,0.0000,0.0461,0.0000,0.0665,0.3332,0.0000,0.0000,0.0031,0.2500,Camarines Sur,"19,419"
Siruma,2022,0.0,0.1815,1.002,0.1602,0.0,0.0273,0.0,0.0082,2.0,1.9615,0.1666,0.0,1.9998,1.9885,1.0,0.0316,0.3572,0.0027,0.0879,0.0,0.0,1.0,0.0383,0.087,0.0003,1.9865,0.0005,0.0003,2.0,0.0,0.0011,0.6667,0.0429,0.0333,0.0002,0.0952,0.5,0.0,0.0007,0.9987,Camarines Sur,"19,419"
Sison (PS),2017,0.0000,0.8328,2.5000,2.5000,0.0020,0.3166,0.3625,1.0896,2.4987,2.2697,1.9259,1.5517,2.5000,2.3726,2.5000,0.3784,0.8616,0.4994,0.5393,0.0529,0.2500,1.4416,0.1443,0.5159,0.2250,2.5000,0.0000,0.0427,2.5000,0.1473,0.0000,1.2500,0.0230,0.3625,0.0018,0.3983,0.5615,2.0592,0.0561,0.9722,Pangasinan,"52,320"
Sison (PS),2018,0.0000,0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6982,1.8056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2905,0.0126,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0035,0.0692,0.0000,0.0000,0.0000,0.0000,0.0057,0.0000,0.0000,0.1775,0.0000,0.0000,0.0000,0.0000,Pangasinan,"52,320"
Sison (PS),2019,0.0000,0.4691,2.4107,1.1612,0.2022,0.0852,0.5458,0.3461,2.4572,2.4994,1.7240,1.2500,2.4537,2.4434,2.5000,0.1190,0.5236,0.0683,0.8389,0.0998,0.1563,1.6063,0.2397,0.4097,0.1178,2.4872,0.0266,1.8065,2.5000,0.4032,0.0093,0.0000,0.9912,0.0694,0.0455,0.4633,1.9877,2.0476,0.0280,1.8760,Pangasinan,"52,320"
Sison (PS),2020,0.0000,0.6735,2.5000,1.0000,0.0571,0.1582,0.1037,0.4946,2.4968,2.4643,1.9133,1.0938,2.5000,2.4208,2.5000,0.1600,0.5582,0.0980,0.6186,0.2822,0.2500,1.6592,0.0494,0.5463,0.0702,2.4872,1.0255,1.4445,2.5000,0.2934,0.0031,2.5000,1.7141,0.0652,0.0010,1.2839,1.9466,0.9831,0.0178,1.8665,Pangasinan,"52,320"
Sison (PS),2021,0.0064,0.8728,1.2582,1.2500,0.0025,0.1791,0.1447,0.3238,2.3950,2.4643,2.3969,1.3750,2.5000,2.1078,1.2600,0.1446,0.3925,0.1221,1.1990,0.3514,0.1389,1.5530,0.2914,0.2717,0.1573,2.5000,0.0009,1.2465,2.5000,0.2032,0.0122,2.5000,1.4519,0.1283,0.0750,0.3796,1.8751,0.3129,0.0566,1.2748,Pangasinan,"52,320"
Sison (PS),2022,0.0131,0.7684,1.0005,0.273,0.0,0.0705,0.0144,0.329,2.0,1.9615,1.9005,1.9995,1.9998,1.9122,1.0079,0.2039,0.447,0.0315,0.7491,0.17,0.0909,2.0,0.1946,0.5217,0.0008,1.9865,0.0002,0.0853,2.0,0.0001,0.1797,1.9997,0.5792,0.0954,0.0006,0.5096,1.5,0.0,0.0097,1.5005,Pangasinan,"52,320"
Sison (SN),2017,0.0000,0.0000,2.5000,2.5000,0.0022,0.0872,0.1750,0.8342,2.2508,2.1711,1.4727,1.0776,2.0000,2.4602,2.5000,0.0949,0.8674,0.0709,0.0332,0.0794,0.0000,1.4959,0.0220,0.1786,0.1617,2.5000,0.0025,0.0002,2.5000,0.5363,0.0000,0.6250,0.0022,0.1750,0.0022,0.0454,0.5333,0.2527,0.0255,1.0035,Surigao Del Norte,"14,290"
Sison (SN),2018,0.0000,0.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1127,1.4352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0377,0.0210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0469,0.0061,0.0000,0.0000,0.0120,0.0000,0.0043,0.0000,0.0000,0.0647,0.0000,0.0000,0.0000,0.0000,Surigao Del Norte,"14,290"
Sison (SN),2019,0.0000,0.0863,2.5000,1.8394,0.0773,0.0168,0.1370,0.0373,2.4029,2.4988,1.9906,1.7500,2.4537,2.4337,2.5000,0.0069,0.4490,0.1828,0.0729,0.1286,0.0000,1.5288,0.0163,0.2097,0.0434,2.4359,0.0011,0.0029,2.5000,0.1843,0.0113,2.5000,0.0424,0.2471,0.0288,0.0960,1.5348,0.3480,0.0230,1.8847,Surigao Del Norte,"14,290"
Sison (SN),2020,0.0438,0.4205,2.5000,2.4263,0.1667,0.1471,0.0943,0.0591,2.4166,2.4306,2.2153,0.8197,2.4167,2.4198,2.5000,0.0234,0.5088,0.4864,0.4639,0.2783,0.0000,2.3576,0.0155,0.6875,0.1571,2.4595,0.0380,0.0668,2.5000,0.5482,0.0328,2.5000,0.2367,0.2024,0.0126,0.3715,2.0012,0.1306,0.0107,1.9014,Surigao Del Norte,"14,290"
Sison (SN),2021,0.0000,0.4772,1.3070,2.4719,0.0039,0.0722,0.0346,0.0065,2.1461,2.4405,2.3429,1.6563,2.4286,2.3843,1.2784,0.0516,0.5025,0.4028,0.1902,0.2503,0.0000,1.4885,0.1831,0.8929,0.2407,2.3846,0.0139,0.0292,2.5000,0.3333,0.0255,2.5000,0.1124,0.3224,0.0204,0.3669,1.8804,0.5025,0.0229,1.3077,Surigao Del Norte,"14,290"
Sison (SN),2022,0.0,0.7357,1.0691,0.3068,0.0334,0.0001,0.016,0.0066,2.0,1.9545,1.678,0.9737,1.9998,1.9083,1.8864,0.0457,0.4613,0.282,0.3115,0.038,0.0,2.0,0.1736,0.25,0.002,1.8889,0.0,0.0187,2.0,0.0001,0.0396,1.9991,0.106,0.5625,0.0,0.3089,1.0002,0.1262,0.0083,1.4995,Surigao Del Norte,"14,290"
Sitangkai,2017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,319"
Sitangkai,2018,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,319"
Sitangkai,2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,319"
Sitangkai,2020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tawi-Tawi,"37,319"
Sitangkai,2021,0.0000,0.0286,1.4167,0.6249,0.0000,0.0413,0.0000,0.0097,1.9281,2.3810,1.3364,1.6250,2.4737,2.4997,1.2537,0.0076,0.0008,0.0150,0.0000,0.0293,0.0240,1.8280,0.0085,0.3182,0.0000,2.4545,0.0000,0.0001,2.5000,0.0342,0.0000,0.0000,0.0001,0.0000,0.1806,0.0000,1.2503,0.0238,0.0644,1.2571,Tawi-Tawi,"37,319"
Sitangkai,2022,0.0,0.0306,1.09,0.1016,0.0,0.0009,0.0127,0.0002,2.0,1.8929,1.9092,1.9216,1.9995,0.6623,1.062,0.0452,0.3408,0.0109,0.0165,0.0181,0.0086,1.0,0.0064,0.0617,0.0003,1.9545,0.0001,0.0003,2.0,0.0479,0.0045,1.9488,0.0146,0.0095,0.0001,0.0,1.5002,0.0009,0.0366,1.5036,Tawi-Tawi,"37,319"
Socorro (OR),2017,0.0000,1.1085,2.5000,2.5000,0.0000,0.1801,0.2771,0.0000,2.2980,2.2697,1.9778,0.9052,2.5000,2.4416,2.5000,0.3004,0.9776,0.0711,0.3017,0.4894,0.2500,1.4271,0.1864,0.3770,0.0000,2.5000,0.0009,0.0003,2.5000,0.2362,0.0049,0.0000,0.0000,0.2771,0.0014,0.0039,0.5025,0.0000,0.1075,0.9972,Oriental Mindoro,"39,099"
Socorro (OR),2018,0.0000,0.0057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0511,1.8056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200,0.1720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0020,0.0012,0.0000,0.0000,0.0503,0.0000,0.0001,0.0000,0.0000,0.2250,0.0000,0.0000,0.0000,0.0000,Oriental Mindoro,"39,099"
Socorro (OR),2019,0.0000,0.4460,2.4107,2.2250,0.1550,0.1543,0.5275,0.2155,2.3707,2.4975,2.0045,2.0000,2.4537,2.3839,2.5000,0.1635,0.5828,0.0439,0.2333,0.3361,0.4755,2.3817,0.1591,0.1360,0.1683,2.4103,0.0022,0.0017,2.5000,0.4263,0.1517,2.5000,0.1448,0.1634,0.0857,0.4347,2.0505,0.0000,0.0112,1.8802,Oriental Mindoro,"39,099"
Socorro (OR),2020,0.0000,0.4391,2.2500,1.9969,0.0496,0.0943,0.1116,0.3878,2.4940,2.3571,2.3289,0.7813,2.4537,2.3238,2.5000,0.1969,0.5990,0.0339,0.1566,0.7212,1.0313,2.4761,0.2686,0.2824,0.1775,2.4103,1.0269,0.0043,2.5000,0.3444,0.0897,2.5000,0.0636,0.0847,0.0032,0.5317,1.9943,0.0000,0.0338,1.8788,Oriental Mindoro,"39,099"
Socorro (OR),2021,0.0180,0.6202,1.2664,2.2500,0.0023,0.1763,0.1276,0.1193,2.3215,2.2857,2.3671,1.0938,2.4853,2.3362,1.2575,0.4373,0.3701,0.0314,0.1643,0.4337,0.1587,2.4809,0.1889,0.2717,0.1880,2.3857,0.0016,0.0021,2.5000,0.2340,0.0229,2.5000,0.0843,0.2003,0.0725,0.4448,1.8751,0.0000,0.0719,1.2638,Oriental Mindoro,"39,099"
Socorro (OR),2022,0.0,0.412,1.002,0.4507,0.0,0.0382,0.0722,0.0614,2.0,1.7308,1.896,1.9991,1.9993,1.9867,1.0059,0.2416,0.4556,0.0081,0.5475,0.2896,0.0909,2.0,0.1468,0.4348,0.0009,1.8649,0.001,0.0034,2.0,0.0002,0.0423,1.9978,0.1584,0.137,0.0008,0.2581,1.5,0.5524,0.0069,1.5011,Oriental Mindoro,"39,099"
Socorro (SN),2017,0.0000,0.2978,2.5000,2.5000,0.0022,0.1512,0.0956,0.4531,2.4197,2.3684,1.8415,1.0776,2.5000,2.4672,2.5000,0.0983,0.8802,0.6950,0.1295,0.0661,0.1563,2.2872,0.0769,0.7341,0.0665,2.5000,0.0183,0.0090,2.5000,0.2873,0.0226,2.5000,0.0046,0.0956,0.0004,0.1482,1.5846,0.3641,0.1127,0.9899,Surigao Del Norte,"22,314"
Socorro (SN),2018,0.0000,0.0034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8387,1.4352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0548,0.0755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0021,0.0411,0.0000,0.0000,0.0240,0.0000,0.0192,0.0000,0.0000,0.0076,0.0000,0.0000,0.0000,0.0000,Surigao Del Norte,"22,314"
Socorro (SN),2019,0.1221,0.2075,2.4107,2.4813,0.1268,0.0874,0.3384,0.0535,2.3192,2.4988,2.0572,1.7500,2.4537,2.4986,2.5000,0.1398,0.4692,0.0183,0.3130,0.1871,0.4212,2.2940,0.0453,0.1930,0.0690,2.4359,0.0027,0.0655,2.5000,0.1728,0.0486,2.5000,0.2089,0.2696,0.0631,0.2435,1.5492,0.5452,0.0104,1.8768,Surigao Del Norte,"22,314"
Socorro (SN),2020,0.1370,0.1870,2.5000,2.2125,0.0434,0.0614,0.0484,0.0368,2.4869,2.4286,2.2478,0.8854,2.5000,2.3773,2.5000,0.0837,0.4735,0.0565,0.1552,0.3273,0.3125,2.4768,0.0840,0.4074,0.0530,2.4359,1.0270,0.1299,2.5000,0.2806,0.0479,1.8750,0.2078,0.0222,0.0003,0.2642,1.9944,0.4855,0.0208,1.8700,Surigao Del Norte,"22,314"
Socorro (SN),2021,0.0817,0.3311,1.2829,2.4875,0.0025,0.0723,0.1749,0.0114,2.2126,2.4643,2.3258,1.6563,2.5000,2.2768,1.3048,0.1709,0.2713,0.0523,0.2193,0.2687,0.3175,2.1768,0.1143,0.2717,0.1012,2.5000,0.0002,0.0179,2.5000,0.0739,0.0534,2.5000,0.1560,0.1501,0.0592,0.3194,1.2503,0.0718,0.0313,1.2724,Surigao Del Norte,"22,314"
Socorro (SN),2022,0.009,0.1887,1.002,0.4109,0.0,0.0443,0.0372,0.014,1.0,1.9615,1.8994,1.999,1.9998,1.9228,1.004,0.0809,0.3642,0.0052,0.3678,0.0764,0.1849,2.0,0.0908,0.087,0.0002,1.9865,0.0006,0.0038,2.0,0.0002,0.0687,1.9997,0.1602,0.0667,0.0004,0.1731,1.0001,1.3161,0.0173,1.5003,Surigao Del Norte,"22,314"
Sofronio Espanola,2017,0.0000,0.1392,2.5000,2.5000,0.0021,0.0234,0.1189,0.3411,2.2195,2.1474,2.1857,1.5203,2.5000,1.9881,2.5000,0.0476,0.8750,0.0676,0.0271,0.2146,0.0694,1.3805,0.0085,0.2841,0.5070,2.5000,0.2503,0.0048,2.5000,0.3921,0.0043,1.2500,0.0086,0.1189,0.0004,0.0199,1.5074,0.1038,0.0372,1.0249,Palawan,"32,876"
Sofronio Espanola,2018,0.0000,0.2376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1534,1.9907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0244,0.0258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0080,0.0028,0.0000,0.0000,0.0017,0.0000,0.0020,0.0000,0.0000,0.1146,0.0000,0.0000,0.0000,0.0000,Palawan,"32,876"
Sofronio Espanola,2019,0.0000,0.0560,2.5000,2.0289,0.1201,0.0156,0.1214,0.0511,1.9399,2.4000,1.9641,0.9921,2.4074,2.1194,2.5000,0.0609,0.4717,0.0045,0.0501,0.1493,0.1368,1.5207,0.0024,0.1703,0.1742,2.4744,0.0001,0.0002,2.5000,0.0012,0.0021,1.2500,0.0002,0.0000,0.0577,0.1287,1.4735,0.1019,0.0056,1.8781,Palawan,"32,876"
