,city_munic,economic_ind,disaster_ind,industry_ind,healthcare_ind,poverty_ind,cluster_id,population,hospital,doctor,nurse,midwife,dentist,nutritioni,pharmacist,occupation,medical_techs,physical_techs,radiology,x-ray_techs
376,Cavite,-0.7876585307742469,-1.0058069425087752,-0.718120360386807,-20.050666498790214,0.039848516103365435,1,"100,674",5,230,320,31,1,1,4,0,6,0,0,0
377,Cawayan,0.07092465440325221,0.8010435313368575,0.9927137010829663,-5.677689642198099,0.09276346833012196,2,"69,265",0,10,50,2,1,0,1,0,1,0,0,0
378,Cebu,-0.8886015363171575,0.22861823322875025,-0.07458248701554762,59.392631898180085,-0.4550320341990007,0,"964,169",15,1175,3427,328,40,50,172,9,411,26,142,4
379,Cervantes,-0.739800213681471,-0.4704092703895454,-0.2624907745586071,-7.648212760974518,-0.15211816435169212,1,"19,449",1,110,380,17,2,1,3,0,3,0,1,0
380,Clarin (BL),-0.729560936554188,0.07826269446638687,-0.29346419640854754,-4.489282542971256,-0.16343264446921033,1,"20,301",0,0,0,0,0,0,0,0,0,0,0,0
381,Clarin (MC),-0.27297953540852643,-0.32870921895457783,-0.4166643773118674,-4.491890791151302,0.31584346714329414,1,"37,548",1,100,240,9,1,1,1,0,4,0,1,0
382,Claver,-0.758161771874709,-0.49485569648475636,-0.16046696668534782,-9.735874026175374,0.03838033747969326,1,"32,773",0,10,10,8,0,0,0,0,0,0,0,0
383,Claveria (CG),-0.7799389053334363,-0.3642378919200168,-0.2639923209924174,42.387856362009714,0.017221601023538733,0,"29,921",0,10,20,9,0,0,0,0,2,0,0,0
384,Claveria (MO),-0.690155317532574,-0.08396910318245955,-0.8156244408046122,42.38885857947084,0.3147479824695812,0,"57,132",0,60,370,12,0,1,1,0,2,0,0,0
385,Claveria (MS),1.8944382127789448,1.0596262988277334,1.046590791583336,42.38638068965504,0.4718144824462252,2,"43,693",0,20,80,9,1,1,1,0,2,0,1,0
386,Columbio,-0.6448873597226025,-0.3036836641303239,0.11245147473854383,-3.649030885404746,-0.34072733499438074,1,"33,258",0,20,20,15,1,0,0,0,1,0,0,0
387,Compostela (CU),0.2876591647624181,-0.13283197965470667,-0.4937336784149523,12.331167750762978,-0.1884968850930696,1,"47,898",0,10,50,9,1,0,0,0,0,0,0,0
388,Compostela (DDO),-0.19087603097554728,0.5778342367206949,1.5755076475266845,12.327254884699986,-0.36874171878013834,2,"102,828",0,20,30,1,0,0,2,0,0,0,0,0
389,Concepcion,1.7200975624836927,0.28346201181880654,1.2446120024842386,27.67568762288145,0.45245603356972575,2,"10,937",0,10,10,1,0,0,0,0,0,0,0,0
390,Concepcion (IO),-0.7809866315274091,-0.3320791195820913,-0.1535913156033416,27.679415021579377,-0.49849092422568597,0,"44,633",0,10,80,11,1,0,0,0,1,0,0,0
391,Concepcion (RN),2.194306941589974,4.6830015138266345,2.827298573347246,27.673946247649486,0.0952766487411524,2,"4,037",0,10,30,3,1,0,0,0,0,0,0,0
392,Concepcion (TC),-0.7442053836365997,-0.10801644322859945,-0.7205354212616284,27.680132559370694,0.4865985592260272,1,"169,953",4,560,470,28,1,2,8,0,13,0,2,1
393,Conner,1.74332753799673,1.0369779256490235,0.9484718349566771,1.3054942382271026,-0.12255313402455789,2,"26,051",1,70,80,12,2,1,2,0,2,0,0,0
394,Consolacion,-0.259491301955346,-0.17002777261648763,-0.9249322918140327,0.3712607932190518,0.04775957418315591,1,"148,012",1,0,0,0,0,0,0,0,0,0,0,0
395,Corcuera,2.0413689795835337,4.6830015138266345,2.457536875812131,-8.719808782586574,0.3128159502741969,2,"10,283",0,0,0,0,0,0,0,0,0,0,0,0
396,Cordon,-0.8221114186301812,-0.47631454611505736,-0.23930952549064569,4.411556034763327,0.1730752204612895,1,"46,677",1,40,340,15,1,0,1,0,2,0,0,0
397,Cordova,-0.8465239620521636,-0.4831359564261074,-0.5554838504655838,-7.630432698615478,-0.18608185828380944,1,"70,595",0,0,0,0,0,0,0,0,0,0,0,0
398,Corella,-0.8671200993357782,-0.37392955331411454,-0.8387972374078821,-13.659305003852877,-0.1658229821357698,1,"9,479",0,0,0,0,0,0,0,0,0,0,0,0
399,Coron,1.3525756671068605,-0.30011063331519283,-0.3986468645754725,-0.7561490391409623,-0.15138010485894068,1,"51,803",0,30,70,9,1,0,4,0,0,1,0,0
400,Cortes (BL),1.0603796038545807,1.3661700342367669,-0.48131281430034123,-5.549524143186856,-0.16667635579131837,2,"16,954",0,0,0,0,0,0,0,0,0,0,0,0
401,Cortes (SS),-0.05432460141608826,-0.4638264377259244,0.24743179830258247,-5.551559521603629,-0.5279706686227812,1,"17,924",0,50,40,0,0,1,1,0,1,0,0,0
402,Cotabato,-0.9214178476528585,-1.2852424088217813,-1.1045747392107432,18.763106013006464,-0.20956001643829048,1,"325,079",4,1110,3800,189,6,10,15,0,37,0,15,3
403,Cuartero,-0.13465113247332472,-0.3329263228425216,0.001709600161298388,-2.7686543746063985,-0.2744021777289626,1,"27,408",0,10,70,14,1,0,0,0,1,0,0,0
404,Cuenca,1.5979445623578625,0.05806645519807795,-0.045323752043220776,-7.646177405471339,0.006467206385054147,2,"36,325",2,50,160,9,1,1,3,0,3,0,1,1
405,Culaba,1.866540694109776,0.5522730266128005,0.21436327126162413,-16.6459198727257,-0.526459388579247,2,"12,972",0,10,20,4,0,0,0,0,0,0,0,0
406,Culasi,-0.7685560822666044,-0.5582063512237381,0.3608050238243544,-4.666053715541019,-0.27368435083691606,1,"41,228",1,50,180,16,0,1,1,0,2,0,0,0
407,Culion,1.6594712608169087,0.8076207686799739,0.4683510298684065,-10.690146782712658,-0.15412175706082012,2,"20,139",1,90,340,11,1,1,10,0,7,1,0,0
408,Currimao,-0.7117165759906154,-0.37730336257451763,-0.4426418795617378,-18.6335419074171,0.22038753494211355,1,"12,184",0,20,40,4,1,0,2,0,0,0,0,0
409,Cuyapo,-0.6613672293151153,-0.19104315413717177,-0.7941666436992504,-9.612400582278374,-0.4058448900991432,1,"68,066",0,0,0,0,0,0,0,0,0,0,0,0
410,Cuyo,1.729806389877748,2.8599911535685063,0.5468719102055192,-4.724838985697884,-0.1527588294645254,2,"22,360",1,40,120,14,1,1,4,0,2,1,1,0
411,Daan Bantayan,-0.22712537835527147,0.2985786212676049,-0.6712560254540314,-1.6210184218068924,0.04086347236475749,1,"84,430",0,30,100,29,0,0,0,0,0,0,0,0
412,Daet,-0.8890739579493707,1.0699971452907464,-0.5699370329662258,1.772792400223267,0.7944751848759459,1,"104,799",5,640,1660,46,8,6,5,0,23,0,2,4
413,Dagami,1.6431276721463706,1.1800998942403365,-0.11731764444193844,-14.598894725359077,-0.028284509965024174,2,"35,147",0,0,0,0,0,0,0,0,0,0,0,0
414,Dagohoy,1.6510226259242968,-0.2141628445651773,-0.19556596170185028,-5.699843380024206,-0.21152139057717778,2,"19,158",0,0,0,0,0,0,0,0,0,0,0,0
415,Daguioman,0.3867497900092329,0.902226412889698,-0.24845720599217325,-17.696719185966643,-0.37065510835856325,2,"2,088",0,10,10,2,0,0,0,0,0,0,0,0
416,Dagupan,-1.0231244373619186,-1.247524922798682,-0.6442570841179611,-6.073007541186468,0.15545804686547918,1,"171,271",11,3200,5950,51,12,7,86,0,73,12,11,4
417,Dalaguete,-0.7749723132453645,-0.40752651770374904,-0.6250369090921539,12.356827967053388,0.03839627964243439,1,"67,497",2,20,110,25,0,0,0,0,0,0,0,0
418,Damulog,-0.7797084685988883,-0.4227384439443218,-0.15887758740307636,-3.764264399887751,-0.028594495726707015,1,"30,302",0,0,10,8,1,0,0,0,1,0,0,0
419,Danao (BL),-0.17048489337627692,-0.13619697079254253,0.20055858139552893,-10.73234697783847,-0.4546398606550569,1,"17,890",0,0,0,0,0,0,0,0,0,0,0,0
420,Danao (CU),-0.7341992427179206,-1.182794011118741,-0.53754423282921,13.274166595999533,-0.16274137380844036,1,"136,471",2,140,750,22,3,1,3,0,6,0,1,0
421,Dangcagan,-0.7238384588431104,-0.3733003219727965,-0.42385168927234584,-6.7506499498826695,-0.027792946270145964,1,"23,723",0,10,0,13,1,0,1,0,1,0,0,0
422,Danglas,-0.6907878989470503,-0.3090613338056534,-0.4313650669078338,-15.709283508688818,-0.3700249784585058,1,"4,192",0,0,10,2,0,0,0,0,0,0,0,0
423,Dao,-0.8444951054939164,0.04932972169863891,-0.14016973252604714,-5.73026451867321,-0.27691427344543557,1,"32,496",0,50,150,13,0,1,1,1,2,0,0,0
424,Dapa,1.5464013845639237,0.40376684709504823,-0.06072435976653769,-15.683233408981426,-0.17937961842249306,2,"36,144",0,10,0,11,0,0,0,0,0,0,0,0
425,Dapitan,-0.5640846825661371,-1.178540525742945,-0.5143951509260847,0.4420842676975631,0.44058814214603487,1,"85,202",1,210,460,28,2,2,5,0,11,0,3,0
426,Daraga,-0.7849414378486275,-0.45876604192052894,-0.4080184218152502,-0.46953787628927685,0.8286326508389621,1,"126,595",1,80,260,17,2,1,2,0,7,0,0,1
427,Daram,-0.6559676924484243,-0.6707315002045742,0.579884067764875,-9.680409184697258,0.4522788256493448,1,"41,608",0,0,0,0,0,0,0,0,0,0,0,0
428,Dasmarinas,-1.0440116576682115,-1.1801704066389425,-0.9519695014326507,63.0437974182178,0.1017048304761489,0,"703,141",7,2420,4860,55,1,8,21,0,39,12,44,2
429,Dasol,-0.348740022265188,-0.3420396097610863,-0.10907455386553293,-4.662506227790116,0.09874163531047556,1,"31,355",1,70,220,15,0,1,8,0,4,0,0,0
430,Datu Abdullah Sangki,-0.7640157965333599,-0.46180202662622416,-0.7299945857758624,-17.57657507567922,0.5694051840196329,1,"30,117",0,0,0,0,0,0,0,0,0,0,0,0
431,Datu Anggal Midtimbang,-0.07770408329859102,-0.4613687460237026,-0.5397322925850203,-15.534146259373454,0.5651429735975153,1,"28,224",0,10,30,6,0,0,0,0,0,0,0,0
432,Datu Blah Sinsuat,1.852174746088677,2.3387115116295014,0.4109440071171964,-17.70052749079147,0.5639234199684818,2,"28,243",0,0,0,0,0,0,0,0,0,0,0,0
433,Datu Hoffer Ampatuan,0.40824478358007255,0.7730447950826177,0.3332842807071898,-19.58970804415073,0.5690724518761446,2,"26,660",1,0,0,0,0,0,0,0,0,0,0,0
434,Datu Odin Sinsuat,-0.6615380210704531,0.17907661568924385,-0.06465464902866162,-0.3541938925281338,0.5656323020232703,1,"116,768",2,60,140,7,4,2,2,0,4,1,1,1
435,Datu Paglas,-0.8499974733080066,-0.46831300522215075,-0.2936855264271404,-12.520413565862478,0.566781860975783,1,"33,682",0,0,0,0,0,0,0,0,0,0,0,0
436,Datu Piang,1.0446996747690704,0.296667281598227,0.17354363506130768,-15.568430116950882,0.5646985997044659,2,"28,380",0,0,0,0,0,0,0,0,0,0,0,0
437,Datu Salibo,1.7062939254000136,-0.46155383433864,-0.2069047098347421,-19.692306306890384,0.5657702409604775,2,"18,795",0,0,0,0,0,0,0,0,0,0,0,0
438,Datu Saudi-Ampatuan,1.6047926742463106,-0.47373938806594207,0.4432829149744448,-14.539022559224872,0.5647467467810066,2,"31,060",0,0,0,0,0,0,0,0,0,0,0,0
439,Datu Unsay,-0.5357271589150504,1.6455071576667701,-0.39859654636465636,-18.635602440190667,0.5639946060226442,1,"12,890",0,0,0,0,0,0,0,0,0,0,0,0
440,Dauin,0.9151228920451777,-0.1950054416023532,0.8200152283798132,-0.7234156070151909,-0.246920123206837,2,"27,786",0,10,20,13,0,0,0,0,0,0,0,0
441,Dauis,-0.245400924590993,0.02910239734623842,-0.24247687489367373,-8.624223366687012,-0.4549805954809647,1,"45,663",0,0,0,0,0,0,0,0,0,0,0,0
442,Davao,-1.0325014085499942,-0.8979735505953248,-0.9605721280974916,94.90472665350167,0.20541683327313504,0,"1,632,991",19,6830,1353,113,27,25,89,0,190,2,84,3
443,Del Carmen,-0.2759066277577176,-0.48624162971751084,-0.6662074443206872,-5.755391167909229,0.03925800473639728,1,"23,459",0,10,40,2,1,0,0,0,0,0,0,0
444,Del Gallego,-0.5904668398852561,-0.22195095980781152,0.1583848482827997,-2.770981308268958,0.22163538234715782,1,"25,397",0,10,0,5,0,0,0,0,1,0,0,0
445,Delfin Albano,-0.8556673334038984,-0.4557869827961452,-0.25980966684707796,-15.648721191485405,0.17101069835500304,1,"29,928",0,50,110,9,0,0,1,0,3,0,0,0
446,Diadi,-0.7203809092099005,0.044386993826887954,0.4266774249626982,-17.612104211086024,0.08425614045778843,1,"18,122",0,10,10,3,1,0,0,0,0,0,0,0
447,Diffun,-0.8004754319154727,-0.27696956626408564,-0.7254382712773687,12.48148247407221,-0.18885521750242215,1,"56,102",0,30,240,19,2,1,2,0,3,0,1,0
448,Digos,-0.6150727600774724,-0.9048074362974656,-0.5865595921536692,13.04932384243293,-0.04802407583267665,1,"169,393",9,1510,2490,47,12,4,56,0,35,1,10,4
449,Dilasag,0.47771732736081873,-0.37271060223535846,1.0390338233895169,-11.728864211363256,0.0961133921403924,2,"17,102",0,0,10,7,1,0,0,0,1,0,0,0
450,Dimasalang,1.7141143285898828,3.937101628923128,1.6096064761362514,-9.741636714993412,0.473993202290896,2,"26,192",1,50,90,1,0,0,1,0,1,0,0,0
451,Dimataling,-0.8616759474881782,-0.4002356935941159,-0.48782330901107857,-13.659351229859016,-0.5216598891525164,1,"31,340",0,10,10,6,0,0,1,0,0,0,0,0
452,Dimiao,-0.7198590295336134,-0.3662988430351395,-0.34265793094966723,-13.657610896299996,-0.45392238485171355,1,"14,364",0,0,0,0,0,0,0,0,0,0,0,0
453,Dinagat,-0.1747255499879399,-0.35745368755825724,0.3713136480354426,-17.673040601764676,0.09835026528671888,1,"10,632",0,50,40,7,0,0,0,0,0,0,0,0
454,Dinalungan,-0.6659786937395659,0.7536616001230945,-0.5883627347361177,-13.71611807300064,0.0959297216712281,1,"12,930",0,0,0,0,0,0,0,0,0,0,0,0
455,Dinalupihan,-0.8766516196629998,-0.2780551795269858,-0.9421570709868233,12.448903580703604,0.36016345954276296,1,"118,209",2,180,470,14,1,1,4,0,8,1,1,1
456,Dinapigue,0.5674320272755721,-0.3185787571881681,1.2628199333311578,-15.649778120936316,0.3927203053368379,2,"5,821",0,10,10,4,0,0,0,0,0,0,0,0
457,Dinas,-0.5996551396700005,-0.11023453813910415,-0.015020712307104368,-12.638365544472812,-0.5258023693893744,1,"36,291",0,0,0,0,0,0,0,0,0,0,0,0
458,Dingalan,-0.8106606606304428,-0.453662986247142,-0.5413613132527592,-12.720292360097721,0.1012643645638307,1,"27,878",0,20,80,1,0,0,1,0,0,0,0,0
459,Dingle,-0.8516887276493159,-0.32201282687845134,-0.3542476636159857,-11.728348657199096,-0.5041542944652989,1,"45,965",0,10,20,8,0,0,0,1,0,0,0,0
460,Dingras,-0.6869486425372989,-0.34612775631850357,-0.9022322654292102,-11.642092185097939,0.31735207184348785,1,"38,562",1,60,130,18,1,1,15,0,2,0,0,0
461,Dipaculao,-0.7538575261464112,-0.13799296841833936,-0.11672654459725514,-2.769579597866141,0.10597940335072945,1,"33,131",0,10,10,8,1,0,0,0,0,0,0,0
462,Diplahan,2.154551176367702,4.679219135020525,2.7311238228087897,-14.690162643889138,-0.02813904350558827,2,"32,585",0,0,10,4,1,0,1,0,1,0,0,0
463,Dipolog,-0.9116539248456822,-0.8579665157696028,-0.8463006444128953,4.474236583822321,0.45108006565795733,1,"138,141",5,950,970,11,2,5,7,0,22,2,3,1
464,Ditsaan-Ramain,-0.6702659242416225,-0.4937395440849108,-0.20874794571307836,-17.640631710135903,-0.15449902702591617,1,"24,406",0,0,0,0,0,0,0,0,0,0,0,0
465,Divilacan,-0.00030780377526475603,-0.33742453004924705,1.1372538057557717,-17.697929679444407,0.3927741589134909,1,"5,877",0,0,0,0,0,0,0,0,0,0,0,0
466,Dolores (AA),-0.6854826595595366,-0.37491925135656756,-0.324022467159943,10.562799640670896,-0.3688334470040422,1,"11,315",0,50,100,6,0,0,0,0,2,0,0,0
467,Dolores (ES),-0.1771220927868484,0.1227939510309786,0.22790663599346825,10.56228697523369,-0.4233870337491219,1,"42,866",1,40,100,14,2,0,2,0,6,0,0,0
468,Dolores (QN),-0.21279901917566763,-0.14933207819556318,-0.26237176007497137,10.567346697417957,-0.026994713516495395,1,"32,514",0,0,0,0,0,0,0,0,0,0,0,0
469,Don Carlos,-0.5909432018063178,-0.2986005344665056,-0.3721296616994335,8.427854732404466,0.04180024086699541,1,"66,959",2,10,0,0,0,0,0,0,0,0,0,0
470,Don Marcelino,-0.7976438192243179,-0.441551996922025,0.46511595581950793,-5.758031143518374,0.16984968657104563,1,"44,554",0,20,30,15,1,0,1,0,0,0,0,0
471,Don Victoriano Chiongbian,0.49751140714907144,-0.4124430063855283,0.04614830656077815,-18.694448384740607,0.3143013771583869,1,"10,183",0,10,10,4,0,0,0,0,0,0,0,0
472,Dona Remedios Trinidad,-0.6353410187816244,-0.2194360253306327,-0.12128488561906017,-12.664406378481335,-0.40363215807755964,1,"28,656",0,10,10,5,0,1,0,0,1,0,0,0
473,Donsol,-0.6251311711409883,-0.29540668580786833,-0.014038519639683281,10.261270192792969,0.40740390153852746,1,"52,181",1,40,190,7,2,1,1,0,2,0,0,1
474,Duenas,-0.6873266751869129,-0.3937008517534743,-0.1270266901308636,-10.731766983247299,-0.5040817321364128,1,"34,597",0,10,60,11,0,0,0,0,1,0,0,0
475,Duero,0.3478228340405104,-0.014015506752577338,-0.5888002466160341,-4.700670513247169,-0.45346740779078515,1,"17,876",0,50,140,5,0,0,0,0,1,0,0,0
476,Dulag,-0.16489420837782537,-0.04299514942975492,0.4157420735937549,-12.478630579372416,-0.026871717259595727,1,"48,992",1,10,20,5,1,0,6,0,1,0,0,0
477,Dumaguete,-0.7985473412607396,-1.0489710730671271,-0.7340669523207415,6.344104870470121,-0.19634666425197317,1,"131,377",3,1340,4130,40,7,12,22,0,77,6,11,0
478,Dumalag,-0.2323553467533807,-0.2698617316576574,-0.24583264954736953,-4.758667795750705,-0.27171899030519425,1,"29,466",0,10,100,13,0,0,0,0,1,0,0,0
479,Dumalinao,-0.11323444574013297,-0.26555213380592885,0.19183397320508347,-13.71846982352257,-0.5232927773034716,1,"32,928",0,10,10,5,0,0,1,0,0,0,0,0
480,Dumalneg,0.37077561290567657,-0.44403519366394817,0.4332865986011567,-19.631444539854943,0.22201761442723777,1,"2,947",0,10,10,1,0,0,0,0,0,0,0,0
481,Dumangas,-0.80748477047697,-0.36985609839078,-0.8837494893953324,-8.701561240463919,-0.24037479311502538,1,"73,899",1,100,340,10,1,1,3,0,7,0,2,0
482,Dumanjug,-0.8148481097071238,0.7887058227774771,-0.36053661651831287,16.192208362705124,-0.18758352298611547,1,"57,823",0,0,0,0,0,0,0,0,0,0,0,0
483,Dumaran,1.1070178023889696,0.519715253424946,1.619084655620216,-0.7576094129337899,-0.1529896756516796,2,"23,734",0,0,0,9,0,0,0,0,0,0,0,0
484,Dumarao,-0.6876404103766385,-0.277406747034749,0.01272412045291314,-9.697294304513871,-0.02776409547017985,1,"49,506",1,10,90,16,0,0,0,0,1,0,0,0
485,Dumingag,-0.6965270708707565,0.02671954614174692,-0.07740999095440615,-9.680878770916848,-0.2081270920773625,1,"48,881",0,30,40,6,0,0,0,0,1,0,0,0
486,Dupax Del Norte,-0.710182623082325,0.3928501499849088,0.44196258057143667,-6.594498097389969,0.08504314981750706,1,"27,514",1,40,320,16,2,1,2,0,4,0,0,1
487,Dupax Del Sur,-0.6507858054734675,-0.29902127550026253,0.9148933609365013,-5.697845179687415,0.32123155277321386,1,"19,111",0,10,60,11,1,0,0,0,1,0,0,0
488,E. B. Magalona,-0.6882800042867817,-0.3540159156760364,0.28789275028819855,2.202724005691962,0.3786183375989327,1,"64,290",0,10,160,16,1,0,0,0,1,0,0,0
489,Echague,-0.7722768671469556,-0.583406867086382,-0.2980168066758075,37.40573805163552,0.39643103403186636,0,"88,410",2,140,880,42,2,3,9,0,8,2,4,0
490,El Nido,0.36236994105808373,-0.045564310512475566,0.022452089819833505,-4.735351507571145,-0.14764853513207943,1,"41,606",0,10,10,10,0,0,0,0,1,0,0,0
491,El Salvador,-0.7500082199848112,-1.2187625658034418,-0.7768070444824786,-4.7024652454101705,0.19643791536621383,1,"58,823",0,30,20,6,0,0,0,0,0,0,0,0
492,Enrile,1.6028411894558723,0.16529576860181078,0.24482626607766167,-3.710153868253572,0.012563149569690197,2,"35,834",0,10,20,8,1,0,0,0,0,0,0,0
493,Enrique Villanueva,-0.17359369053065848,-0.3299052417020332,-0.836810738804401,-11.726234107736607,0.859137597852174,1,"6,104",0,0,0,0,0,0,0,0,0,0,0,0
494,Escalante,-0.6858469012339797,-1.157266736237271,-0.02033247255880427,3.236789936984251,0.43259787161067204,1,"94,070",1,130,360,20,2,1,4,2,2,2,0,0
495,Esperanza (AS),-0.6624306965949609,-0.3003144053416462,-0.3032590903372268,19.463012948505266,-0.2511276839378161,1,"54,801",0,20,50,19,2,0,1,0,3,0,0,0
496,Esperanza (MS),2.1910896425089064,2.22540901039288,1.1815551803789652,19.4609525096945,0.47153441012524605,2,"18,568",0,0,10,5,0,0,0,0,1,0,0,0
497,Esperanza (SK),-0.7253780491763953,-0.13131598123721583,-0.7797727290683001,19.465051846767597,-0.33903953511627427,1,"66,095",1,430,260,27,2,2,5,0,4,0,2,0
498,Estancia,-0.740302138955239,-0.33577352482121553,-0.17248766613338,-12.72374426424438,-0.24452659290885426,1,"53,200",0,20,100,9,0,0,0,0,1,0,0,0
499,Famy,1.1310764770070676,0.550715184889111,-0.2392920104406634,-20.58531709438326,-0.2609291838056592,2,"16,587",1,10,10,2,0,0,0,0,0,0,0,0
500,Ferrol,1.1024739910619759,1.0388915199188538,-0.2587673038628478,-15.708638671480276,0.31345123898124533,2,"6,964",0,0,0,0,0,0,0,0,0,0,0,0
501,Flora,-0.6741331943783279,-0.11487449981133097,0.08572615095111843,-5.672506450858385,-0.2778966963250774,1,"17,391",0,40,110,11,2,1,1,0,2,0,0,0
502,Floridablanca,-0.706463116526959,-0.34293859003812405,0.0014779076192126598,-4.578904626397196,-0.35990589921027105,1,"135,542",3,170,360,20,3,1,1,0,14,0,1,0
503,Gabaldon,-0.7601833747578057,-0.2086605635853865,-0.3960514518326287,-7.662362450839565,-0.5249966121370173,1,"38,958",0,30,60,4,0,0,0,0,1,0,0,0
504,Gainza,1.836441852096802,0.5711811284802593,1.4627802870450426,-13.720820261413863,0.2204199247967894,2,"11,262",0,10,0,3,0,0,0,0,1,0,0,0
505,Galimuyod,-0.717000932068128,-0.447271497590421,0.45272856488100305,-17.63932869914068,-0.15335757836696878,1,"10,748",0,10,10,3,0,0,0,0,0,0,0,0
506,Gamay,-0.7076962948276683,-0.0027729616573150466,0.11295281577407379,-15.527885300352398,-0.028440593588589337,1,"23,511",0,20,60,9,1,1,1,0,2,0,0,0
507,Gamu,-0.8290887338757025,-0.332192609361298,0.3452081495833441,-8.652199219709061,0.17134783092410322,1,"30,655",1,10,10,8,0,0,0,0,0,0,0,0
508,Ganassi,2.4120545548520096,-0.49636073443087525,2.581491918545803,-20.625796445211282,-0.15399717150823108,2,"30,802",0,0,0,0,0,0,0,0,0,0,0,0
509,Gandara,1.7626516264389096,-0.31880843924951635,0.1978110024860843,-8.657071680742794,0.4536163525509047,2,"34,434",0,0,0,0,0,0,0,0,1,0,0,0
510,Gapan,-0.7833704250619266,-1.2103581949288063,-0.43524383421775653,-0.3253256549010007,-0.10646797723397908,1,"122,968",2,420,630,3,2,1,4,0,8,1,2,4
511,Garchitorena,1.7329766737068375,3.9069139522624594,0.788230952823637,1.2294044704582148,0.22034889322691176,2,"27,010",0,20,60,5,0,0,0,0,3,0,0,0
512,Garcia-Hernandez,-0.23757753389163264,-0.13688236156011988,-0.009570332647246983,9.16933266697526,-0.4532140773610502,1,"24,194",0,20,20,0,0,0,0,0,1,0,0,0
513,Gasan,0.2888869811625325,-0.35948548453746043,-0.30777001814229865,-15.705130568624742,-0.2395398297183546,1,"34,828",0,10,20,6,0,0,6,0,0,1,0,0
514,Gattaran,-0.6742705839346168,0.013588128267748854,-0.06132778943680716,-9.553517933742546,0.17777074414085062,1,"56,661",0,40,80,11,2,0,0,0,2,0,0,0
515,Gen S.K Pendatun,-0.5515451980939855,-0.4635316961894623,-0.3613735973110334,-13.369005160464601,0.5642316408682265,1,"31,263",0,0,0,0,0,0,0,0,0,0,0,0
516,Gen. Emilio Aguinaldo,-0.1776866542073096,0.786906392834829,-0.8608139652387669,-11.667887687309635,0.2640798693062039,1,"23,973",0,0,0,0,0,0,0,0,0,0,0,0
517,Gen. Mariano Alvarez,-0.8327006453099222,0.21596549093940867,-0.7445583958448856,6.681980618272837,0.09118292109639452,1,"155,143",1,50,150,8,0,1,2,0,2,0,0,0
518,General Luna  (SN),1.5170140222097424,0.5956677428459493,-0.0728864292348217,3.3236995770953666,-0.17936134504302517,2,"16,771",0,0,0,6,0,0,0,0,0,0,0,0
519,General Luna (QN),0.47259115154337666,-0.3123392638397106,0.9822244850454561,3.3233269709391027,-0.02618559908298827,2,"24,804",0,0,0,0,0,0,0,0,0,0,0,0
520,General Macarthur,0.8129290234987792,4.115935818650226,2.518727016048691,-14.649481174422998,-0.4254836016195061,2,"14,411",1,20,40,8,1,0,0,0,4,0,0,0
521,General Mamerto Natividad,-0.2859849854162866,-0.19773028776926657,-0.12964328337162148,-6.750667737309634,-0.5263190044192682,1,"44,311",0,0,50,1,1,0,1,0,0,0,0,0
522,General Nakar,-0.6594819061724689,0.7033301359497179,-0.5740868397846505,-12.663087235292702,0.40915031283818926,1,"34,225",0,0,0,0,0,0,0,0,0,0,0,0
523,General Santos,-0.7367381695281541,-1.0620291562260222,-0.9259685324171895,4.095656695065276,0.9074138204369174,1,"594,446",7,1890,7520,116,7,16,23,0,54,11,22,7
524,General Tinio,-0.7064394922770376,-0.34195259344329443,-0.6597346598241215,-12.53331521123328,-0.40577143361005474,1,"55,925",1,20,70,7,1,0,0,0,1,0,0,0
525,General Trias,-1.0319379410487917,-1.0576547487236911,-0.9286718439401735,4.753199830520179,0.043158254716439214,1,"450,583",6,670,1480,4,2,3,5,0,16,0,9,0
526,Gerona,-0.7285206205560978,-0.1989307081873304,-0.4527586735664237,-7.344096852513699,0.48535114239694804,1,"94,485",1,50,100,15,0,1,1,0,3,0,0,0
527,Getafe,-0.22324799519466096,-0.45450702020086853,0.20794702426130982,3.258224332364266,-0.4533488540796311,1,"30,955",0,10,90,8,0,0,0,0,0,0,0,0
528,Gigaquit,1.1075143100780847,-0.1840743368947608,-0.5114243449067968,-15.706609437528465,-0.18490065638500106,1,"20,864",0,20,50,4,1,1,2,0,0,0,0,0
529,Gigmoto,2.0203305003666205,-0.7494565254920527,0.6481525091945766,-17.673211770373076,-0.004378150249856111,2,"8,712",0,20,40,3,1,1,1,0,1,0,0,0
530,Ginatilan,-0.7372462830204809,0.7425675613407965,-0.6662155189581864,-16.702428845223707,-0.021918630104636096,1,"16,906",0,0,0,0,0,0,1,0,0,0,0,0
531,Gingoog,-0.8321615941506771,-1.2036058963893184,-0.8435336986724841,58.16247431933364,0.20666382682839227,0,"159,348",3,380,870,65,3,1,4,0,9,0,3,0
532,Giporlos,0.4760835640434752,0.07022903385418258,0.05065668824142025,-17.641205904687098,0.20275174586376363,1,"13,117",0,0,0,3,0,0,0,0,1,0,0,0
533,Gitagum,-0.6286518321033266,-0.05780991045142649,-0.5357896721476693,-10.730989775232842,0.13203562724938414,1,"17,920",0,0,0,4,0,0,0,0,0,0,0,0
534,Glan,0.5667878620205544,-0.16277745009109673,-0.4649001683883416,10.306004384478234,-0.4075125440371093,1,"118,263",0,30,190,4,0,0,1,0,2,0,1,0
