psgc,province,municipality-city,2009-poverty-inc,2012-poverty-inc,2015-poverty-inc,2009-cov,2012-cov,2015-cov,2009-conf-int-lowerlimit,2009-conf-int-upper-limit,2012-conf-int-lowerlimit,2012-conf-int-upper-limit,2015-conf-int-lowerlimit,2015-conf-int-upper-limit
63010,Iloilo,Bingawan,"26,8","26,3","24,2","20,7","17,5","16,8","17,7","35,9","18,7","33,9","17,5","30,9"
63012,Iloilo,Cabatuan,"15,2","15,9","19,0","13,1","10,5","9,9","11,9","18,5","13,1","18,6","15,9","22,1"
63013,Iloilo,Calinog,"29,6","27,0","28,3","11,8","9,7","9,7","23,9","35,4","22,7","31,3","23,8","32,8"
63014,Iloilo,Carles,"46,8","35,8","33,3","11,1","9,8","10,1","38,2","55,3","30,0","41,6","27,7","38,8"
63015,Iloilo,Concepcion,"48,4","36,8","27,5","9,6","11,2","12,9","40,8","56,0","30,0","43,6","21,6","33,3"
63016,Iloilo,Dingle,"17,3","21,8","21,8","16,2","11,1","12,8","12,7","22,0","17,8","25,7","17,2","26,4"
63017,Iloilo,Dueñas,"22,3","25,3","24,7","13,9","11,0","11,9","17,2","27,4","20,7","29,9","19,8","29,5"
63018,Iloilo,Dumangas,"16,0","21,4","21,0","14,5","11,2","13,2","12,2","19,8","17,4","25,3","16,4","25,6"
63019,Iloilo,Estancia,"22,1","26,1","24,0","14,3","12,2","14,7","16,9","27,3","20,9","31,3","18,2","29,8"
63020,Iloilo,Guimbal,"15,8","11,4","16,8","15,0","15,2","14,7","11,9","19,7","8,6","14,3","12,7","20,8"
63021,Iloilo,Igbaras,"29,2","22,5","25,4","12,8","10,5","11,0","23,0","35,4","18,6","26,4","20,8","30,0"
63022,Iloilo,Iloilo City,"7,6","6,0","13,5","13,3","19,2","11,3","5,9","9,2","4,1","7,9","11,0","16,0"
63023,Iloilo,Janiuay,"25,8","25,3","25,7","10,9","9,1","10,2","21,2","30,5","21,5","29,0","21,4","30,0"
63025,Iloilo,Lambunao,"23,2","26,6","26,3","14,1","9,4","9,0","17,8","28,5","22,5","30,7","22,4","30,2"
63026,Iloilo,Leganes,"15,2","10,1","16,4","18,8","24,7","16,6","10,5","19,9","6,0","14,2","11,9","20,8"
63027,Iloilo,Lemery,"33,8","28,3","24,0","12,3","11,1","13,5","27,0","40,7","23,1","33,5","18,7","29,3"
63028,Iloilo,Leon,"33,7","24,0","23,7","13,1","8,4","9,3","26,4","40,9","20,6","27,3","20,1","27,3"
63029,Iloilo,Maasin,"22,6","28,3","28,4","12,1","9,7","9,9","18,1","27,0","23,8","32,8","23,8","33,0"
63030,Iloilo,Miagao,"26,1","18,8","20,7","11,0","9,8","9,3","21,4","30,8","15,8","21,8","17,5","23,8"
63031,Iloilo,Mina,"15,5","24,3","22,1","18,5","13,4","14,1","10,8","20,3","19,0","29,6","16,9","27,2"
63032,Iloilo,New Lucena,"16,8","16,6","20,0","17,3","15,5","15,1","12,0","21,6","12,3","20,8","15,0","25,0"
63034,Iloilo,Oton,"15,8","10,5","15,3","14,2","16,8","14,1","12,1","19,5","7,6","13,4","11,7","18,8"
63035,Iloilo,Passi City,"24,5","25,1","23,3","12,0","9,3","11,3","19,6","29,3","21,3","29,0","18,9","27,6"
63036,Iloilo,Pavia,"10,2","8,6","10,7","20,3","23,8","19,1","6,8","13,6","5,2","12,0","7,3","14,0"
63037,Iloilo,Pototan,"17,3","18,9","21,2","13,9","9,7","10,6","13,4","21,3","15,9","21,9","17,5","25,0"
63038,Iloilo,San Dionisio,"42,3","32,7","28,2","10,9","10,1","12,3","34,7","49,8","27,3","38,1","22,5","33,9"
63039,Iloilo,San Enrique,"28,3","26,2","25,8","13,0","11,6","12,9","22,3","34,4","21,2","31,2","20,4","31,3"
63040,Iloilo,San Joaquin,"38,3","28,1","26,7","10,8","9,1","10,1","31,4","45,1","23,9","32,3","22,2","31,1"
63041,Iloilo,San Miguel,"17,9","14,3","18,9","15,9","16,9","20,1","13,2","22,6","10,3","18,2","12,7","25,2"
63042,Iloilo,San Rafael,"30,1","28,4","23,8","17,5","17,1","19,8","21,4","38,7","20,4","36,4","16,0","31,5"
63043,Iloilo,Santa Barbara,"13,5","13,1","17,3","14,5","13,5","12,4","10,3","16,8","10,2","16,1","13,8","20,8"
63044,Iloilo,Sara,"24,1","26,1","23,2","12,9","10,8","11,8","19,0","29,2","21,4","30,7","18,7","27,6"
63045,Iloilo,Tigbauan,"23,3","19,1","20,4","12,9","10,6","12,0","18,4","28,3","15,8","22,5","16,4","24,5"
63046,Iloilo,Tubungan,"35,5","28,4","26,9","11,8","9,5","9,8","28,6","42,4","24,0","32,9","22,5","31,2"
63047,Iloilo,Zarraga,"15,4","16,8","17,4","16,7","14,1","14,8","11,2","19,7","12,9","20,7","13,2","21,6"
64501,Negros Occidental,Bacolod City,"11,2","3,2","9,2","18,2","30,7","20,2","7,8","14,5","1,6","4,8","6,2","12,3"
64502,Negros Occidental,Bago City,"20,7","20,6","19,3","14,5","15,5","15,0","15,8","25,7","15,3","25,8","14,5","24,0"
64503,Negros Occidental,Binalbagan,"28,9","16,6","21,7","15,1","18,9","18,3","21,7","36,1","11,4","21,7","15,1","28,2"
64504,Negros Occidental,Cadiz City,"27,3","24,7","22,5","12,5","15,2","16,9","21,7","32,9","18,5","30,8","16,3","28,8"
64505,Negros Occidental,Calatrava,"39,1","33,0","27,6","8,7","11,4","11,8","33,5","44,7","26,8","39,2","22,3","33,0"
64506,Negros Occidental,Candoni,"41,9","29,4","25,5","12,4","14,9","20,8","33,3","50,4","22,2","36,6","16,8","34,2"
64507,Negros Occidental,Cauayan,"55,2","31,2","27,5","8,6","10,8","14,5","47,4","62,9","25,6","36,7","21,0","34,1"
64508,Negros Occidental,Enrique B. Magalona,"24,7","20,3","19,9","12,8","14,0","15,8","19,5","29,8","15,6","25,0","14,7","25,1"
64509,Negros Occidental,Escalante City,"25,6","23,5","23,8","14,8","15,1","16,1","19,3","31,8","17,7","29,4","17,5","30,1"
64510,Negros Occidental,Himamaylan City,"31,4","23,5","19,8","11,4","15,6","15,8","25,5","37,3","17,5","29,5","14,6","24,9"
64511,Negros Occidental,Hinigaran,"30,6","16,6","16,6","12,6","17,2","17,9","24,2","36,9","11,9","21,3","11,7","21,4"
64512,Negros Occidental,Hinoba-An (Asia),"52,8","30,4","26,3","10,9","14,8","16,5","43,4","62,3","23,0","37,7","19,2","33,4"
64513,Negros Occidental,Ilog,"39,1","24,2","19,2","12,4","16,5","23,5","31,1","47,0","17,6","30,8","11,8","26,6"
64514,Negros Occidental,Isabela,"33,8","27,3","26,8","11,7","12,1","13,5","27,3","40,3","21,9","32,7","20,9","32,8"
64515,Negros Occidental,Kabankalan City,"40,9","25,8","25,8","7,8","13,2","13,1","35,6","46,1","20,2","31,4","20,2","31,4"
64516,Negros Occidental,La Carlota City,"19,3","10,3","12,3","17,5","21,0","22,4","13,7","24,8","6,8","13,9","7,7","16,8"
64517,Negros Occidental,La Castellana,"29,7","29,6","26,1","17,6","16,1","20,4","21,1","38,3","21,7","37,4","17,3","34,9"
64518,Negros Occidental,Manapla,"28,4","24,6","21,9","16,8","18,5","21,1","20,5","36,2","17,1","32,1","14,3","29,4"
64519,Negros Occidental,Moises Padilla (Magallon),"40,6","32,5","31,2","13,5","15,9","15,7","31,6","49,7","24,0","41,1","23,2","39,3"
64520,Negros Occidental,Murcia,"20,7","23,3","21,6","18,4","15,6","17,4","14,5","27,0","17,3","29,2","15,4","27,8"
64521,Negros Occidental,Pontevedra,"20,4","18,3","16,6","16,1","17,3","22,4","15,0","25,8","13,1","23,6","10,5","22,7"
64522,Negros Occidental,Pulupandan,"24,6","10,3","12,6","13,1","20,8","20,7","19,3","29,9","6,8","13,8","8,3","16,9"
64523,Negros Occidental,Sagay City,"28,0","25,2","22,5","11,6","13,9","14,3","22,6","33,3","19,4","30,9","17,2","27,7"
64524,Negros Occidental,San Carlos City,"34,0","23,2","24,1","12,8","18,0","17,7","26,9","41,2","16,3","30,0","17,1","31,1"
64525,Negros Occidental,San Enrique,"21,8","12,3","15,7","23,4","27,9","24,4","13,4","30,2","6,7","17,9","9,4","21,9"
64526,Negros Occidental,Silay City,"17,6","14,0","16,0","21,2","21,3","20,1","11,4","23,7","9,1","18,8","10,7","21,3"
64527,Negros Occidental,Sipalay City,"45,9","29,1","24,1","11,0","15,8","19,1","37,6","54,2","21,6","36,7","16,5","31,7"
64528,Negros Occidental,Talisay City,"15,7","10,4","13,9","18,7","21,9","21,3","10,9","20,5","6,6","14,1","9,0","18,8"
64529,Negros Occidental,Toboso,"31,8","31,4","26,6","19,2","18,5","22,8","21,8","41,8","21,8","40,9","16,6","36,6"
64530,Negros Occidental,Valladolid,"21,2","10,7","12,6","16,3","21,4","21,1","15,5","26,8","6,9","14,4","8,2","17,0"
64531,Negros Occidental,Victorias City,"19,2","15,6","17,4","15,4","19,7","18,7","14,3","24,0","10,5","20,7","12,0","22,7"
64532,Negros Occidental,Salvador Benedicto,"55,9","40,7","25,9","14,6","21,1","27,3","42,5","69,2","26,5","54,8","14,2","37,5"
67901,Guimaras,Buenavista,"23,9","16,3","18,4","10,4","13,6","12,3","19,8","28,0","12,6","19,9","14,6","22,1"
67902,Guimaras,Jordan,"17,7","17,5","19,3","18,4","17,3","20,1","12,3","23,0","12,5","22,5","12,9","25,7"
67903,Guimaras,Nueva Valencia,"36,4","19,0","26,4","10,7","14,4","12,4","30,0","42,8","14,5","23,6","21,0","31,8"
67904,Guimaras,San Lorenzo,"44,0","28,7","28,9","12,5","16,7","19,2","34,9","53,1","20,8","36,6","19,7","38,0"
67905,Guimaras,Sibunag,"49,3","28,4","25,0","11,6","12,5","15,2","39,9","58,8","22,6","34,2","18,7","31,2"
71201,Bohol,Alburquerque,"25,4","15,9","16,3","13,1","15,8","19,1","20,0","30,9","11,8","20,1","11,2","21,4"
71202,Bohol,Alicia,"53,7","33,9","35,4","8,4","11,1","10,7","46,3","61,2","27,8","40,1","29,2","41,6"
71203,Bohol,Anda,"49,6","30,9","30,1","8,5","11,0","10,4","42,7","56,5","25,3","36,5","24,9","35,2"
71204,Bohol,Antequera,"36,8","18,5","18,4","8,4","11,5","16,7","31,7","41,9","15,0","21,9","13,4","23,5"
71205,Bohol,Baclayon,"23,9","15,1","15,8","11,3","14,7","13,9","19,4","28,3","11,4","18,7","12,2","19,4"
71206,Bohol,Balilihan,"51,9","31,3","22,5","5,5","8,1","10,7","47,1","56,6","27,2","35,4","18,5","26,4"
71207,Bohol,Batuan,"46,8","32,3","24,1","7,3","9,2","13,6","41,2","52,5","27,4","37,2","18,7","29,5"
71208,Bohol,Bilar,"47,9","22,6","23,8","7,4","11,0","11,0","42,1","53,7","18,5","26,6","19,5","28,1"
71209,Bohol,Buenavista,"55,9","45,5","41,9","5,5","6,0","7,0","50,8","61,0","40,9","50,0","37,0","46,7"
71210,Bohol,Calape,"40,4","25,4","22,7","6,6","9,8","10,3","36,0","44,8","21,3","29,5","18,9","26,5"
71211,Bohol,Candijay,"52,3","34,5","28,4","5,8","7,9","9,0","47,3","57,3","30,0","39,0","24,2","32,6"
71212,Bohol,Carmen,"55,2","38,4","29,2","5,9","7,6","8,2","49,8","60,5","33,6","43,2","25,3","33,2"
71213,Bohol,Catigbian,"51,3","37,0","29,2","6,7","8,2","12,5","45,6","56,9","32,0","42,0","23,2","35,2"
71214,Bohol,Clarin,"39,2","26,4","22,9","8,4","9,5","10,7","33,8","44,6","22,2","30,5","18,9","26,9"
71215,Bohol,Corella,"32,0","17,9","14,0","12,9","17,2","20,6","25,2","38,7","12,8","22,9","9,2","18,7"
71216,Bohol,Cortes,"26,9","15,9","15,9","13,4","15,2","17,4","21,0","32,8","11,9","19,8","11,3","20,4"
71217,Bohol,Dagohoy,"56,0","40,7","35,2","7,5","10,2","10,3","49,0","62,9","33,8","47,5","29,2","41,1"
71218,Bohol,Danao,"62,1","42,7","35,1","6,4","9,9","9,4","55,5","68,6","35,7","49,7","29,6","40,5"
71219,Bohol,Dauis,"30,1","17,0","14,4","12,1","15,6","17,0","24,1","36,1","12,7","21,4","10,4","18,5"
71220,Bohol,Dimiao,"42,4","30,6","27,1","8,4","8,5","9,9","36,6","48,3","26,3","34,9","22,7","31,6"
71221,Bohol,Duero,"51,7","29,6","29,6","6,2","9,8","9,7","46,4","57,0","24,9","34,4","24,9","34,3"
71222,Bohol,Garcia Hernandez,"46,8","28,0","26,3","6,0","9,9","8,7","42,2","51,4","23,5","32,6","22,6","30,1"
71223,Bohol,Guindulman,"47,2","30,3","30,0","7,1","10,2","9,4","41,7","52,7","25,2","35,3","25,4","34,6"
71224,Bohol,Inabanga,"47,1","34,7","31,1","5,0","6,9","8,1","43,2","51,0","30,8","38,7","27,0","35,3"
71225,Bohol,Jagna,"36,4","19,6","23,3","6,1","11,2","9,5","32,8","40,1","16,0","23,2","19,7","27,0"
71226,Bohol,Getafe,"60,1","43,5","42,9","4,8","6,5","7,8","55,4","64,9","38,9","48,1","37,4","48,5"
71227,Bohol,Lila,"42,6","19,6","26,3","8,9","14,4","13,7","36,3","48,9","15,0","24,3","20,4","32,3"
71228,Bohol,Loay,"28,4","19,3","19,8","10,4","11,3","12,4","23,5","33,2","15,7","22,9","15,8","23,8"
71229,Bohol,Loboc,"32,8","21,5","17,0","8,7","10,4","15,7","28,1","37,5","17,8","25,2","12,6","21,3"
71230,Bohol,Loon,"38,8","22,0","21,4","5,6","7,3","9,0","35,2","42,3","19,3","24,6","18,2","24,6"
71231,Bohol,Mabini,"58,4","46,8","34,1","5,5","7,4","8,0","53,1","63,7","41,0","52,5","29,6","38,6"
71232,Bohol,Maribojoc,"24,9","17,3","14,6","11,7","13,4","16,9","20,1","29,7","13,5","21,1","10,5","18,7"
71233,Bohol,Panglao,"33,3","16,4","19,7","12,5","17,4","16,8","26,4","40,1","11,7","21,0","14,2","25,1"
71234,Bohol,Pilar,"67,1","38,8","38,2","5,8","7,3","9,4","60,7","73,4","34,2","43,4","32,3","44,1"
71235,Bohol,Pres. Carlos P. Garcia,"62,1","51,8","45,8","5,9","6,9","7,0","56,0","68,1","45,9","57,7","40,5","51,1"
71236,Bohol,Sagbayan,"48,8","24,0","23,9","7,7","10,9","11,1","42,6","55,0","19,7","28,3","19,5","28,3"
71237,Bohol,San Isidro,"64,0","44,9","30,9","7,6","9,9","15,3","56,0","72,0","37,6","52,2","23,1","38,6"
71238,Bohol,San Miguel,"53,6","42,7","31,6","7,6","8,9","8,9","46,9","60,3","36,5","48,9","27,0","36,2"
71239,Bohol,Sevilla,"52,2","31,7","26,0","6,9","9,9","14,3","46,3","58,2","26,6","36,9","19,9","32,1"
71240,Bohol,Sierra Bullones,"54,4","35,1","31,6","7,9","9,4","9,4","47,3","61,4","29,6","40,5","26,7","36,5"
71241,Bohol,Sikatuna,"45,9","29,0","19,4","10,3","13,0","16,8","38,1","53,7","22,8","35,2","14,0","24,7"
71242,Bohol,Tagbilaran City,"11,0","7,9","8,7","19,5","18,5","16,6","7,5","14,6","5,5","10,2","6,3","11,1"
71243,Bohol,Talibon,"51,4","36,4","34,6","6,2","7,4","8,3","46,2","56,6","31,9","40,8","29,9","39,3"
71244,Bohol,Trinidad,"56,6","39,7","32,1","6,7","7,8","8,7","50,4","62,8","34,6","44,8","27,5","36,7"
71245,Bohol,Tubigon,"37,4","26,7","21,5","6,8","7,9","8,7","33,2","41,5","23,2","30,2","18,4","24,5"
71246,Bohol,Ubay,"50,1","39,6","34,4","5,8","5,5","6,6","45,3","54,9","36,1","43,2","30,7","38,1"
71247,Bohol,Valencia,"50,4","28,5","29,1","5,7","8,0","8,5","45,7","55,2","24,8","32,2","25,1","33,2"
71248,Bohol,Bien Unido,"63,7","48,8","50,4","6,2","7,3","6,7","57,2","70,3","43,0","54,6","44,8","55,9"
72201,Cebu,Alcantara,"51,2","34,0","33,6","8,8","12,5","13,5","43,7","58,6","27,1","41,0","26,1","41,0"
72202,Cebu,Alcoy,"47,1","24,5","32,7","10,9","18,0","13,5","38,6","55,5","17,3","31,8","25,5","40,0"
72203,Cebu,Alegria,"62,4","40,0","40,5","7,5","13,0","11,3","54,6","70,1","31,4","48,5","33,0","48,0"
72204,Cebu,Aloguinsan,"49,4","29,1","29,5","9,9","12,5","14,1","41,3","57,4","23,1","35,1","22,6","36,3"
72205,Cebu,Argao,"43,6","24,7","25,3","5,4","9,1","8,3","39,7","47,4","21,0","28,4","21,8","28,7"
72206,Cebu,Asturias,"44,2","30,8","33,0","7,9","10,5","7,9","38,5","49,9","25,4","36,1","28,7","37,2"
72207,Cebu,Badian,"53,5","38,3","36,8","5,9","7,9","7,5","48,2","58,7","33,3","43,3","32,3","41,4"
72208,Cebu,Balamban,"37,6","20,0","25,6","9,2","11,6","10,7","31,9","43,3","16,2","23,9","21,1","30,1"
72209,Cebu,Bantayan,"55,1","36,0","31,3","5,5","7,0","8,8","50,2","60,1","31,9","40,2","26,7","35,8"
72210,Cebu,Barili,"40,7","26,4","30,4","6,5","8,4","8,9","36,3","45,0","22,8","30,1","26,0","34,9"
72211,Cebu,Bogo City,"37,0","20,2","18,6","8,5","12,0","13,1","31,8","42,1","16,2","24,1","14,6","22,6"
72212,Cebu,Boljoon,"48,6","33,6","34,6","9,0","12,3","13,5","41,4","55,8","26,8","40,4","26,9","42,3"
72213,Cebu,Borbon,"43,7","27,4","29,1","7,8","11,6","11,1","38,1","49,3","22,2","32,7","23,8","34,4"
72214,Cebu,Carcar City,"27,2","17,0","21,4","13,1","14,2","13,6","21,3","33,1","13,0","21,0","16,6","26,2"
72215,Cebu,Carmen,"31,4","20,0","21,1","10,2","12,0","12,2","26,1","36,6","16,0","23,9","16,8","25,3"
72216,Cebu,Catmon,"39,9","27,5","26,0","9,6","9,4","10,2","33,6","46,2","23,2","31,7","21,6","30,3"
72217,Cebu,Cebu City,"13,9","6,8","12,6","10,7","15,3","9,5","11,5","16,4","5,1","8,5","10,6","14,6"
72218,Cebu,Compostela,"27,8","18,2","19,6","14,5","15,5","15,2","21,1","34,4","13,6","22,8","14,7","24,5"
72219,Cebu,Consolacion,"17,4","9,3","13,4","18,0","22,0","16,0","12,3","22,6","5,9","12,6","9,9","16,9"
72220,Cebu,Cordoba,"25,9","14,3","19,7","14,7","17,7","16,7","19,6","32,2","10,1","18,5","14,3","25,1"
72221,Cebu,Daanbantayan,"42,9","28,4","25,4","7,4","10,7","12,5","37,7","48,1","23,4","33,3","20,2","30,6"
72222,Cebu,Dalaguete,"55,6","42,3","33,6","5,4","7,6","7,5","50,7","60,5","37,0","47,6","29,5","37,7"
72223,Cebu,Danao City,"31,6","16,6","21,3","9,0","10,0","9,5","26,9","36,2","13,9","19,3","18,0","24,7"
72224,Cebu,Dumanjug,"47,6","33,2","30,9","6,6","8,2","9,1","42,5","52,8","28,7","37,7","26,3","35,5"
72225,Cebu,Ginatilan,"58,0","40,5","33,3","6,9","8,0","9,9","51,4","64,6","35,1","45,8","27,9","38,7"
72226,Cebu,Lapu-Lapu City,"19,6","9,1","16,7","12,2","19,3","11,3","15,7","23,6","6,2","12,0","13,6","19,8"
72227,Cebu,Liloan,"18,0","10,5","14,7","17,3","21,6","17,7","12,9","23,0","6,8","14,3","10,4","18,9"
72228,Cebu,Madridejos,"50,6","36,3","28,1","8,0","8,8","12,0","43,9","57,3","31,0","41,5","22,5","33,6"
72229,Cebu,Malabuyoc,"50,7","37,1","44,3","8,4","10,3","8,7","43,7","57,7","30,9","43,4","37,9","50,6"
72230,Cebu,Mandaue City,"14,1","5,5","11,3","14,4","21,9","15,2","10,7","17,4","3,5","7,5","8,5","14,2"
72231,Cebu,Medellin,"35,8","23,9","26,6","9,0","11,4","11,5","30,5","41,1","19,4","28,4","21,5","31,6"
72232,Cebu,Minglanilla,"20,4","9,7","13,5","13,4","19,2","14,8","15,9","24,9","6,6","12,7","10,2","16,7"
72233,Cebu,Moalboal,"48,9","27,9","26,6","6,9","11,4","12,0","43,4","54,5","22,6","33,1","21,3","31,8"
72234,Cebu,Naga City,"27,1","17,2","21,1","8,7","13,0","12,7","23,2","31,0","13,5","20,9","16,7","25,5"
72235,Cebu,Oslob,"50,9","40,4","35,7","6,8","8,9","8,4","45,2","56,5","34,5","46,4","30,8","40,7"
72236,Cebu,Pilar,"48,9","30,8","31,9","9,0","13,5","11,5","41,6","56,1","24,0","37,6","25,8","37,9"
72237,Cebu,Pinamungahan,"46,4","25,7","28,5","7,1","9,6","10,3","40,9","51,8","21,7","29,8","23,7","33,4"
72238,Cebu,Poro,"45,1","30,1","34,1","9,1","9,4","9,7","38,3","51,9","25,4","34,7","28,6","39,6"
72239,Cebu,Ronda,"46,5","32,7","30,2","8,4","10,9","12,8","40,1","52,9","26,8","38,6","23,9","36,6"
72240,Cebu,Samboan,"53,1","31,7","35,9","7,5","11,6","9,1","46,5","59,6","25,7","37,8","30,5","41,3"
72241,Cebu,San Fernando,"26,2","20,7","24,3","13,2","11,5","12,6","20,5","31,9","16,7","24,6","19,2","29,3"
72242,Cebu,San Francisco,"59,5","49,3","44,1","6,8","8,2","9,2","52,8","66,1","42,7","56,0","37,4","50,8"
72243,Cebu,San Remigio,"45,7","27,3","23,6","7,0","9,6","9,2","40,4","50,9","23,0","31,6","20,1","27,2"
72244,Cebu,Santa Fe,"56,2","39,8","33,3","9,6","9,5","11,6","47,4","65,1","33,6","46,0","26,9","39,7"
72245,Cebu,Santander,"41,9","27,9","30,8","10,1","11,6","11,4","35,0","48,8","22,6","33,3","25,0","36,6"
72246,Cebu,Sibonga,"41,8","25,7","27,6","7,7","9,5","10,2","36,5","47,1","21,7","29,7","23,0","32,2"
72247,Cebu,Sogod,"44,7","33,4","29,2","8,5","9,3","10,5","38,5","50,9","28,3","38,5","24,2","34,2"
72248,Cebu,Tabogon,"47,0","34,8","28,0","7,1","9,0","9,7","41,6","52,5","29,6","39,9","23,6","32,5"
72249,Cebu,Tabuelan,"53,8","33,4","29,4","9,0","11,7","14,0","45,9","61,8","27,0","39,9","22,6","36,1"
72250,Cebu,Talisay City,"18,0","10,7","14,1","14,3","16,4","14,1","13,7","22,2","7,8","13,5","10,8","17,3"
72251,Cebu,Toledo City,"31,5","18,9","21,9","7,1","10,7","9,7","27,8","35,2","15,6","22,2","18,5","25,4"
72252,Cebu,Tuburan,"45,9","34,3","36,8","5,7","7,3","6,7","41,6","50,1","30,1","38,4","32,7","40,8"
72253,Cebu,Tudela,"42,7","24,3","33,0","14,2","18,1","12,7","32,7","52,6","17,1","31,6","26,1","39,9"
74601,Negros Oriental,Amlan,"24,1","20,3","27,2","20,3","15,6","15,7","16,1","32,2","15,1","25,5","20,1","34,2"
74602,Negros Oriental,Ayungon,"51,6","51,3","52,4","7,2","5,8","5,3","45,5","57,7","46,4","56,3","47,8","57,0"
74603,Negros Oriental,Bacong,"20,8","18,5","25,7","11,9","11,6","11,4","16,7","24,8","15,0","22,0","20,9","30,5"
74604,Negros Oriental,Bais City,"37,2","31,7","39,7","8,1","7,8","6,3","32,3","42,2","27,7","35,8","35,6","43,9"
74605,Negros Oriental,Basay,"45,8","46,4","53,3","12,6","10,1","7,5","36,3","55,3","38,7","54,2","46,7","59,9"
74606,Negros Oriental,Bayawan City,"42,6","37,4","49,8","7,7","6,9","5,8","37,2","48,0","33,2","41,6","45,0","54,5"
74607,Negros Oriental,Bindoy,"59,9","55,8","63,7","6,2","7,0","5,1","53,8","66,0","49,3","62,2","58,4","69,0"
74608,Negros Oriental,Canlaon City,"35,4","42,3","35,0","12,3","10,1","11,4","28,3","42,6","35,3","49,3","28,4","41,5"
74609,Negros Oriental,Dauin,"32,4","28,9","34,7","10,6","8,4","7,7","26,8","38,1","24,9","32,9","30,3","39,1"
74610,Negros Oriental,Dumaguete City,"7,4","6,5","11,8","18,6","17,8","15,0","5,1","9,7","4,6","8,4","8,9","14,7"
74611,Negros Oriental,Guihulngan City,"45,0","40,8","54,0","7,1","6,3","4,5","39,8","50,3","36,6","45,1","50,1","58,0"
74612,Negros Oriental,Jimalalud,"50,2","48,1","62,5","7,3","6,0","4,3","44,1","56,2","43,3","52,8","58,1","66,9"
74613,Negros Oriental,La Libertad,"50,2","51,0","57,5","6,9","6,5","5,3","44,5","55,9","45,5","56,4","52,5","62,5"
74614,Negros Oriental,Mabinay,"48,8","40,8","52,7","7,0","6,6","5,6","43,2","54,5","36,4","45,3","47,9","57,5"
74615,Negros Oriental,Manjuyod,"42,5","33,6","41,1","8,1","7,1","7,3","36,8","48,1","29,6","37,5","36,1","46,0"
74616,Negros Oriental,Pamplona,"35,5","34,1","40,3","8,5","10,5","7,6","30,5","40,5","28,2","40,0","35,3","45,3"
74617,Negros Oriental,San Jose,"28,7","28,8","32,5","15,3","11,2","12,0","21,5","36,0","23,4","34,1","26,1","38,9"
74618,Negros Oriental,Santa Catalina,"39,5","43,1","45,6","9,1","7,5","6,7","33,6","45,4","37,8","48,3","40,6","50,6"
74619,Negros Oriental,Siaton,"48,5","45,9","52,9","7,5","6,5","5,5","42,5","54,5","41,0","50,8","48,1","57,7"
74620,Negros Oriental,Sibulan,"17,4","14,7","21,6","14,6","13,6","11,4","13,2","21,6","11,4","18,0","17,6","25,7"
74621,Negros Oriental,Tanjay City,"27,1","22,7","31,4","11,4","10,3","6,9","22,0","32,1","18,9","26,6","27,9","35,0"
74622,Negros Oriental,Tayasan,"48,5","41,2","52,8","7,2","6,7","5,7","42,7","54,3","36,7","45,8","47,9","57,8"
74623,Negros Oriental,Valencia,"27,3","20,5","25,2","9,2","11,3","9,7","23,1","31,4","16,7","24,4","21,2","29,3"
74624,Negros Oriental,Vallehermoso,"47,2","38,0","51,4","10,7","10,6","7,4","38,8","55,5","31,4","44,7","45,2","57,7"
74625,Negros Oriental,Zamboanguita,"39,1","32,2","39,9","12,7","11,6","10,1","31,0","47,3","26,0","38,4","33,3","46,5"
76101,Siquijor,Enrique Villanueva,"28,2","19,8","23,0","14,0","15,8","14,6","21,7","34,7","14,6","24,9","17,5","28,5"
76102,Siquijor,Larena,"21,0","7,8","17,1","12,3","17,4","10,6","16,7","25,2","5,6","10,0","14,2","20,1"
76103,Siquijor,Lazi,"39,5","28,6","35,8","8,8","10,3","7,2","33,7","45,2","23,8","33,5","31,5","40,0"
76104,Siquijor,Maria,"39,1","25,4","37,7","8,3","10,4","8,4","33,8","44,5","21,1","29,7","32,4","42,9"
76105,Siquijor,San Juan,"42,9","31,4","28,3","9,3","10,9","10,6","36,3","49,4","25,8","37,0","23,4","33,3"
76106,Siquijor,Siquijor,"27,0","18,6","25,2","8,7","10,6","9,8","23,1","30,9","15,4","21,8","21,2","29,3"
82601,Eastern Samar,Arteche,"55,8","59,2","48,1","8,1","6,3","9,0","48,3","63,2","53,0","65,4","41,0","55,2"
82602,Eastern Samar,Balangiga,"44,2","40,6","39,7","10,9","9,3","11,5","36,2","52,1","34,3","46,8","32,2","47,1"
82603,Eastern Samar,Balangkayan,"48,6","51,8","40,7","10,6","7,4","12,2","40,2","57,0","45,5","58,1","32,5","48,8"
82604,Eastern Samar,Borongan City,"37,6","26,0","32,3","7,7","7,4","6,9","32,9","42,4","22,8","29,1","28,6","35,9"
82605,Eastern Samar,Can-avid,"50,0","44,7","43,6","7,5","5,3","7,5","43,9","56,2","40,8","48,7","38,2","49,0"
82606,Eastern Samar,Dolores,"50,2","49,3","47,3","7,5","5,1","6,0","44,0","56,3","45,1","53,5","42,6","51,9"
82607,Eastern Samar,General MacArthur,"48,8","53,9","48,4","8,6","5,8","8,3","42,0","55,7","48,8","59,0","41,8","55,0"
82608,Eastern Samar,Giporlos,"44,9","48,1","43,2","9,3","7,1","8,9","38,0","51,8","42,5","53,7","36,8","49,5"
