psgc,province,municipality-city,2009-poverty-inc,2012-poverty-inc,2015-poverty-inc,2009-cov,2012-cov,2015-cov,2009-conf-int-lowerlimit,2009-conf-int-upper-limit,2012-conf-int-lowerlimit,2012-conf-int-upper-limit,2015-conf-int-lowerlimit,2015-conf-int-upper-limit
175305,Palawan,Bataraza,"27,5","30,6","40,3","16,2","10,2","9,7","20,2","34,8","25,5","35,7","33,9","46,8"
175306,Palawan,Brooke's Point,"26,7","27,0","32,0","13,7","10,7","11,3","20,6","32,7","22,2","31,7","26,0","37,9"
175307,Palawan,Busuanga,"26,5","34,9","22,6","18,0","9,9","14,2","18,6","34,3","29,2","40,6","17,3","27,9"
175308,Palawan,Cagayancillo,"36,6","22,5","31,6","21,1","20,6","17,3","23,9","49,4","14,9","30,2","22,6","40,6"
175309,Palawan,Coron,"28,4","23,5","19,7","16,1","11,1","14,3","20,9","35,9","19,2","27,7","15,0","24,3"
175310,Palawan,Cuyo,"20,4","13,8","10,0","17,2","18,2","29,6","14,6","26,1","9,7","18,0","5,1","14,9"
175311,Palawan,Dumaran,"41,6","30,8","24,3","13,8","10,4","16,0","32,1","51,0","25,5","36,1","17,9","30,7"
175312,Palawan,El Nido,"29,7","27,1","22,1","16,9","12,6","14,4","21,4","37,9","21,5","32,7","16,9","27,4"
175313,Palawan,Linapacan,"18,1","39,6","37,7","29,5","12,3","11,7","9,3","26,9","31,5","47,6","30,5","45,0"
175314,Palawan,Magsaysay,"17,6","15,9","17,3","20,6","18,6","22,0","11,7","23,6","11,0","20,8","11,0","23,5"
175315,Palawan,Narra,"21,4","20,6","18,3","17,5","12,7","15,7","15,2","27,6","16,3","24,9","13,6","23,0"
175316,Palawan,Puerto Princesa City,"15,5","7,8","11,3","14,2","18,5","13,1","11,9","19,1","5,4","10,2","8,8","13,7"
175317,Palawan,Quezon,"34,0","36,0","39,1","16,5","11,4","12,1","24,8","43,3","29,3","42,7","31,3","46,9"
175318,Palawan,Roxas,"24,9","21,0","18,3","13,6","11,8","11,3","19,3","30,5","16,9","25,1","14,9","21,8"
175319,Palawan,San Vicente,"25,6","30,1","21,6","18,2","14,9","15,9","18,0","33,2","22,8","37,5","15,9","27,2"
175320,Palawan,Taytay,"35,1","33,4","27,4","11,6","9,1","12,0","28,4","41,8","28,4","38,3","22,0","32,8"
175322,Palawan,Culion,"28,5","23,6","24,9","16,3","15,2","16,7","20,8","36,1","17,7","29,5","18,1","31,8"
175323,Palawan,Rizal,"32,7","36,7","40,5","18,2","13,0","11,8","22,9","42,5","28,9","44,6","32,6","48,4"
175324,Palawan,Sofronio Española,"30,1","32,9","30,4","19,8","11,9","14,0","20,3","40,0","26,5","39,4","23,4","37,4"
175901,Romblon,Alcantara,"37,3","35,4","30,3","17,4","11,7","14,4","26,6","48,0","28,6","42,2","23,1","37,4"
175902,Romblon,Banton,"38,0","30,7","25,0","15,6","13,1","16,9","28,2","47,7","24,1","37,2","18,0","32,0"
175903,Romblon,Cajidiocan,"50,4","38,1","36,5","12,8","11,5","11,0","39,8","61,0","30,9","45,4","29,9","43,1"
175904,Romblon,Calatrava,"47,4","35,5","34,0","17,2","14,0","14,7","34,0","60,8","27,3","43,6","25,8","42,2"
175905,Romblon,Concepcion,"41,9","27,9","22,6","11,6","15,8","18,6","33,9","49,9","20,7","35,2","15,7","29,5"
175906,Romblon,Corcuera,"46,6","47,4","34,0","13,0","10,1","16,9","36,6","56,6","39,5","55,3","24,5","43,5"
175907,Romblon,Looc,"48,8","27,6","24,7","12,9","13,0","15,7","38,4","59,1","21,7","33,5","18,3","31,1"
175908,Romblon,Magdiwang,"45,9","37,5","35,3","14,5","12,8","13,7","35,0","56,9","29,7","45,4","27,3","43,3"
175909,Romblon,Odiongan,"35,9","15,4","18,0","12,6","19,0","17,8","28,5","43,3","10,6","20,1","12,7","23,2"
175910,Romblon,Romblon,"39,2","26,9","28,3","13,8","12,4","13,1","30,3","48,1","21,4","32,4","22,2","34,4"
175911,Romblon,San Agustin,"43,5","33,4","37,1","14,0","12,0","11,6","33,4","53,6","26,8","40,0","30,1","44,2"
175912,Romblon,San Andres,"45,5","30,9","30,0","14,7","12,5","14,7","34,6","56,5","24,6","37,2","22,8","37,3"
175913,Romblon,San Fernando,"47,4","35,4","37,7","14,5","13,0","12,7","36,1","58,7","27,8","43,0","29,9","45,6"
175914,Romblon,San Jose,"50,5","41,0","33,9","16,6","14,5","18,7","36,7","64,3","31,2","50,8","23,4","44,3"
175915,Romblon,Santa Fe,"50,1","37,0","32,7","12,7","11,1","16,4","39,6","60,7","30,2","43,7","23,9","41,5"
175916,Romblon,Ferrol,"45,7","30,7","33,2","16,6","16,1","16,5","33,3","58,2","22,5","38,8","24,2","42,2"
175917,Romblon,Santa Maria,"45,7","26,7","29,8","17,5","20,3","20,8","32,5","58,8","17,8","35,7","19,6","40,0"
50501,Albay,Bacacay,"40,1","29,7","26,9","6,0","7,2","9,8","36,2","44,0","26,2","33,2","22,6","31,2"
50502,Albay,Camalig,"38,7","29,3","25,8","5,8","7,4","11,1","35,0","42,3","25,7","32,9","21,1","30,5"
50503,Albay,Daraga (Locsin),"29,7","17,9","17,2","6,7","9,5","10,1","26,4","33,0","15,1","20,7","14,4","20,1"
50504,Albay,Guinobatan,"37,2","26,9","23,4","5,9","7,2","9,6","33,6","40,8","23,7","30,0","19,7","27,1"
50505,Albay,Jovellar,"52,7","46,3","37,9","7,1","7,0","11,2","46,6","58,8","40,9","51,6","30,9","44,8"
50506,Albay,Legazpi City,"30,7","17,3","18,0","6,7","9,1","10,2","27,3","34,1","14,7","19,9","15,0","21,0"
50507,Albay,Libon,"48,3","37,5","36,0","5,6","5,7","8,6","43,8","52,7","33,9","41,0","30,9","41,1"
50508,Albay,Ligao City,"40,5","29,1","27,8","5,3","6,2","8,9","37,0","44,1","26,2","32,0","23,7","31,9"
50509,Albay,Malilipot,"37,3","22,3","20,3","9,0","12,3","14,8","31,7","42,8","17,8","26,7","15,4","25,3"
50510,Albay,Malinao,"40,2","32,9","27,5","7,0","7,3","9,8","35,6","44,9","29,0","36,8","23,1","32,0"
50511,Albay,Manito,"45,4","39,0","34,3","9,1","8,7","12,1","38,6","52,2","33,4","44,5","27,5","41,2"
50512,Albay,Oas,"42,9","36,3","31,8","5,1","5,7","8,1","39,4","46,5","32,9","39,7","27,5","36,0"
50513,Albay,Pio Duran,"51,3","45,1","37,4","5,8","5,9","9,4","46,4","56,1","40,7","49,5","31,6","43,2"
50514,Albay,Polangui,"37,8","26,7","24,4","6,2","7,0","8,8","34,0","41,7","23,6","29,8","20,8","27,9"
50515,Albay,Rapu-Rapu,"58,6","50,3","42,2","5,5","5,4","8,5","53,3","64,0","45,8","54,8","36,3","48,2"
50516,Albay,Santo Domingo,"34,2","25,5","21,1","8,3","10,3","14,0","29,5","38,8","21,1","29,8","16,3","26,0"
50517,Albay,Tabaco City,"35,1","23,8","22,4","6,5","7,4","8,0","31,4","38,9","20,9","26,7","19,4","25,3"
50518,Albay,Tiwi,"37,9","27,4","27,9","7,6","8,6","10,9","33,1","42,6","23,5","31,3","22,9","32,9"
51601,Camarines Norte,Basud,"38,3","25,1","37,0","7,4","12,3","8,0","33,6","42,9","20,0","30,2","32,1","41,8"
51602,Camarines Norte,Capalonga,"48,2","40,9","48,7","6,8","11,6","7,4","42,8","53,6","33,1","48,7","42,8","54,7"
51603,Camarines Norte,Daet,"21,0","11,4","21,3","9,9","17,0","10,2","17,5","24,4","8,2","14,6","17,8","24,9"
51604,Camarines Norte,San Lorenzo Ruiz,"45,4","23,7","36,4","11,3","18,9","10,5","37,0","53,8","16,3","31,1","30,1","42,7"
51605,Camarines Norte,Jose Panganiban,"37,3","23,5","34,4","7,9","13,4","7,8","32,5","42,2","18,3","28,7","30,0","38,8"
51606,Camarines Norte,Labo,"36,5","29,9","39,4","5,8","11,0","6,3","33,0","40,0","24,5","35,3","35,4","43,5"
51607,Camarines Norte,Mercedes,"43,4","27,9","43,7","7,0","11,4","7,3","38,4","48,4","22,6","33,1","38,4","49,0"
51608,Camarines Norte,Paracale,"35,6","24,0","35,8","7,8","14,7","8,4","31,0","40,1","18,2","29,8","30,8","40,8"
51609,Camarines Norte,San Vicente,"34,7","21,6","33,0","12,4","16,8","11,8","27,6","41,8","15,6","27,6","26,6","39,4"
51610,Camarines Norte,Santa Elena,"43,1","30,4","43,7","8,7","14,3","9,6","36,9","49,2","23,2","37,5","36,8","50,6"
51611,Camarines Norte,Talisay,"28,6","17,9","26,7","10,9","16,3","9,9","23,5","33,7","13,1","22,7","22,4","31,1"
51612,Camarines Norte,Vinzons,"42,1","32,2","43,1","8,1","11,8","8,4","36,4","47,7","26,0","38,5","37,2","49,0"
51701,Camarines Sur,Baao,"37,4","26,8","35,7","9,0","9,7","7,3","31,8","42,9","22,6","31,1","31,4","40,0"
51702,Camarines Sur,Balatan,"50,0","51,5","51,7","8,1","5,9","8,3","43,3","56,6","46,5","56,5","44,6","58,7"
51703,Camarines Sur,Bato,"40,1","40,3","41,2","7,1","6,3","5,8","35,4","44,8","36,1","44,5","37,3","45,1"
51704,Camarines Sur,Bombon,"35,1","27,2","32,0","14,4","16,6","14,3","26,8","43,4","19,7","34,6","24,5","39,5"
51705,Camarines Sur,Buhi,"44,0","34,1","39,8","6,2","6,1","5,0","39,5","48,4","30,6","37,5","36,5","43,2"
51706,Camarines Sur,Bula,"46,0","41,3","45,4","6,9","5,3","5,5","40,8","51,2","37,7","44,9","41,3","49,6"
51707,Camarines Sur,Cabusao,"46,1","33,6","42,0","12,0","10,4","11,2","37,0","55,2","27,9","39,3","34,3","49,7"
51708,Camarines Sur,Calabanga,"42,7","33,4","36,4","6,1","6,0","6,8","38,4","47,0","30,1","36,7","32,4","40,5"
51709,Camarines Sur,Camaligan,"29,4","18,5","24,5","13,5","16,4","13,7","22,9","35,9","13,5","23,4","19,0","30,0"
51710,Camarines Sur,Canaman,"32,4","24,2","30,8","8,5","8,9","7,4","27,9","37,0","20,7","27,8","27,1","34,6"
51711,Camarines Sur,Caramoan,"53,5","46,2","51,3","5,4","5,0","4,8","48,7","58,3","42,5","50,0","47,3","55,4"
51712,Camarines Sur,Del Gallego,"52,4","37,5","44,7","6,6","7,0","6,5","46,8","58,1","33,1","41,8","40,0","49,5"
51713,Camarines Sur,Gainza,"46,0","33,8","38,8","13,5","13,0","10,7","35,7","56,2","26,6","41,0","32,0","45,6"
51714,Camarines Sur,Garchitorena,"59,0","56,1","59,7","5,4","5,3","5,1","53,7","64,2","51,2","61,0","54,7","64,8"
51715,Camarines Sur,Goa,"41,2","27,5","35,4","6,8","8,3","6,2","36,6","45,8","23,7","31,2","31,8","39,0"
51716,Camarines Sur,Iriga City,"31,5","23,0","28,4","7,8","8,0","7,1","27,5","35,6","20,0","26,1","25,1","31,7"
51717,Camarines Sur,Lagonoy,"46,7","37,6","41,3","6,6","5,7","5,9","41,6","51,8","34,0","41,1","37,2","45,3"
51718,Camarines Sur,Libmanan,"46,9","38,0","41,3","5,7","4,5","5,1","42,5","51,3","35,2","40,8","37,8","44,8"
51719,Camarines Sur,Lupi,"49,9","37,0","44,4","6,7","6,2","5,9","44,4","55,4","33,2","40,7","40,1","48,7"
51720,Camarines Sur,Magarao,"40,3","27,8","32,9","11,7","10,9","9,1","32,5","48,0","22,8","32,8","28,0","37,8"
51721,Camarines Sur,Milaor,"36,6","27,1","32,8","8,9","9,1","8,5","31,3","42,0","23,1","31,2","28,2","37,4"
51722,Camarines Sur,Minalabac,"48,4","40,1","45,4","7,4","7,8","6,6","42,5","54,3","34,9","45,2","40,5","50,3"
51723,Camarines Sur,Nabua,"35,5","29,5","30,6","8,6","6,1","7,9","30,5","40,5","26,5","32,4","26,6","34,5"
51724,Camarines Sur,Naga City,"24,4","15,7","19,3","9,8","11,7","11,4","20,5","28,3","12,7","18,7","15,7","22,9"
51725,Camarines Sur,Ocampo,"43,8","31,5","35,0","7,1","9,0","8,9","38,7","49,0","26,8","36,1","29,9","40,2"
51726,Camarines Sur,Pamplona,"46,7","32,9","38,7","8,1","9,4","8,5","40,5","53,0","27,8","38,0","33,3","44,2"
51727,Camarines Sur,Pasacao,"48,7","44,6","41,6","9,6","6,9","8,5","41,0","56,4","39,5","49,6","35,8","47,4"
51728,Camarines Sur,Pili,"33,1","24,6","29,3","7,4","7,9","7,9","29,0","37,1","21,4","27,8","25,5","33,1"
51729,Camarines Sur,Presentacion,"50,2","48,8","52,8","9,1","8,0","7,1","42,7","57,7","42,4","55,2","46,6","59,0"
51730,Camarines Sur,Ragay,"46,4","37,4","44,6","6,6","5,7","5,9","41,3","51,5","33,9","40,9","40,3","49,0"
51731,Camarines Sur,Sagñay,"51,8","37,3","44,2","7,0","6,4","7,3","45,8","57,7","33,3","41,2","38,9","49,5"
51732,Camarines Sur,San Fernando,"41,6","34,9","35,5","7,6","8,5","7,6","36,4","46,7","30,1","39,8","31,1","40,0"
51733,Camarines Sur,San Jose,"39,1","29,2","32,7","8,1","8,0","8,6","33,9","44,3","25,3","33,0","28,1","37,3"
51734,Camarines Sur,Sipocot,"43,8","33,6","41,8","6,2","6,0","5,6","39,4","48,3","30,3","37,0","38,0","45,6"
51735,Camarines Sur,Siruma,"58,1","58,1","59,2","6,8","6,0","6,9","51,6","64,6","52,4","63,8","52,5","65,9"
51736,Camarines Sur,Tigaon,"41,9","27,9","34,3","6,9","9,6","7,3","37,1","46,6","23,5","32,3","30,2","38,4"
51737,Camarines Sur,Tinambac,"53,2","47,4","51,4","6,3","5,2","6,1","47,7","58,7","43,4","51,4","46,2","56,5"
52001,Catanduanes,Bagamanoc,"38,0","37,4","45,4","10,4","7,1","7,1","31,5","44,5","33,0","41,8","40,1","50,8"
52002,Catanduanes,Baras,"39,0","32,0","42,6","7,0","7,7","8,5","34,5","43,5","27,9","36,0","36,7","48,6"
52003,Catanduanes,Bato,"30,9","23,5","34,1","8,6","9,3","10,1","26,5","35,3","19,9","27,2","28,5","39,8"
52004,Catanduanes,Caramoran,"49,7","40,8","56,6","7,8","6,8","6,7","43,3","56,0","36,2","45,3","50,3","62,8"
52005,Catanduanes,Gigmoto,"41,5","32,8","48,2","10,0","11,6","10,0","34,6","48,3","26,5","39,1","40,3","56,2"
52006,Catanduanes,Pandan,"45,0","43,7","52,2","7,1","6,4","6,6","39,7","50,2","39,1","48,3","46,5","57,9"
52007,Catanduanes,Panganiban,"35,0","31,4","40,4","11,3","9,4","8,7","28,5","41,5","26,5","36,3","34,6","46,1"
52008,Catanduanes,San Andres,"36,6","29,9","44,1","7,1","7,0","7,9","32,4","40,9","26,5","33,4","38,4","49,9"
52009,Catanduanes,San Miguel,"36,5","32,1","44,5","7,9","9,1","8,3","31,7","41,2","27,3","36,9","38,4","50,6"
52010,Catanduanes,Viga,"41,2","39,4","46,8","6,7","6,3","7,7","36,6","45,7","35,3","43,5","40,9","52,7"
52011,Catanduanes,Virac,"22,7","16,6","26,7","6,4","8,3","9,3","20,3","25,1","14,3","18,8","22,6","30,8"
54101,Masbate,Aroroy,"45,5","43,3","41,8","7,0","5,6","5,6","40,3","50,8","39,2","47,3","37,9","45,7"
54102,Masbate,Baleno,"39,7","43,2","42,9","8,7","6,5","7,6","34,0","45,4","38,6","47,9","37,6","48,2"
54103,Masbate,Balud,"43,1","46,7","42,3","8,7","6,7","7,2","36,9","49,2","41,5","51,8","37,2","47,3"
54104,Masbate,Batuan,"37,0","46,1","37,0","11,4","8,2","11,1","30,1","44,0","39,9","52,3","30,2","43,7"
54105,Masbate,Cataingan,"41,5","40,9","38,8","6,6","6,8","7,1","36,9","46,0","36,3","45,4","34,3","43,3"
54106,Masbate,Cawayan,"47,6","49,3","51,8","6,7","5,3","7,3","42,3","52,9","44,9","53,6","45,6","58,0"
54107,Masbate,Claveria,"46,7","52,4","53,6","8,8","5,9","7,3","39,9","53,4","47,3","57,5","47,2","60,0"
54108,Masbate,Dimasalang,"41,3","49,2","44,0","7,9","6,6","8,3","35,9","46,7","43,8","54,5","37,9","50,0"
54109,Masbate,Esperanza,"45,5","44,2","48,2","7,6","7,4","8,7","39,8","51,2","38,8","49,7","41,3","55,1"
54110,Masbate,Mandaon,"41,1","44,7","41,4","8,1","5,9","7,8","35,6","46,5","40,3","49,0","36,1","46,7"
54111,Masbate,Masbate City,"28,9","22,2","30,0","8,0","9,5","7,3","25,1","32,7","18,7","25,7","26,4","33,6"
54112,Masbate,Milagros,"45,3","49,6","44,6","7,0","5,3","7,8","40,1","50,5","45,3","53,9","38,9","50,3"
54113,Masbate,Mobo,"37,4","43,5","45,2","8,0","5,1","7,3","32,5","42,4","39,9","47,1","39,8","50,6"
54114,Masbate,Monreal,"44,7","57,9","58,0","9,4","7,3","8,5","37,8","51,6","51,0","64,8","49,9","66,1"
54115,Masbate,Palanas,"40,4","45,0","44,7","8,0","6,5","8,6","35,1","45,7","40,1","49,8","38,4","51,1"
54116,Masbate,Pio V. Corpuz,"43,8","40,7","40,0","8,6","7,8","8,3","37,7","50,0","35,5","46,0","34,5","45,4"
54117,Masbate,Placer,"47,0","47,7","47,2","6,8","5,9","6,8","41,7","52,2","43,0","52,3","41,9","52,5"
54118,Masbate,San Fernando,"38,1","40,5","35,9","7,9","7,0","8,2","33,2","43,1","35,9","45,2","31,1","40,8"
54119,Masbate,San Jacinto,"39,1","38,8","34,0","9,5","7,6","9,8","33,0","45,2","33,9","43,6","28,5","39,5"
54120,Masbate,San Pascual,"52,7","52,8","57,1","6,5","6,3","7,4","47,0","58,3","47,3","58,3","50,2","64,1"
54121,Masbate,Uson,"42,9","50,9","47,4","6,8","5,9","5,9","38,1","47,8","46,0","55,8","42,8","52,1"
56202,Sorsogon,Barcelona,"39,1","29,4","37,7","7,9","7,8","9,0","34,0","44,1","25,6","33,1","32,1","43,3"
56203,Sorsogon,Bulan,"38,8","32,7","37,2","6,6","5,3","8,4","34,6","43,1","29,8","35,5","32,1","42,3"
56204,Sorsogon,Bulusan,"32,9","30,8","37,0","8,0","7,4","9,1","28,6","37,2","27,0","34,6","31,5","42,6"
56205,Sorsogon,Casiguran,"38,9","28,7","40,2","7,9","8,3","9,1","33,9","44,0","24,8","32,6","34,2","46,3"
56206,Sorsogon,Castilla,"44,4","42,2","45,2","6,8","6,5","8,4","39,4","49,4","37,7","46,7","38,9","51,5"
56207,Sorsogon,Donsol,"47,3","44,1","46,8","6,6","5,6","7,9","42,2","52,4","40,1","48,2","40,7","52,9"
56208,Sorsogon,Gubat,"33,6","25,6","30,5","7,2","7,5","10,8","29,6","37,6","22,4","28,8","25,1","36,0"
56209,Sorsogon,Irosin,"34,2","28,5","37,3","7,9","8,2","10,4","29,7","38,6","24,6","32,3","31,0","43,7"
56210,Sorsogon,Juban,"41,6","37,3","40,2","8,0","6,8","10,2","36,1","47,0","33,1","41,5","33,5","46,9"
56211,Sorsogon,Magallanes,"44,6","44,1","45,0","7,8","5,7","8,3","38,8","50,3","40,0","48,2","38,9","51,2"
56212,Sorsogon,Matnog,"43,2","45,2","45,2","6,6","5,5","7,9","38,5","47,8","41,1","49,3","39,4","51,1"
56213,Sorsogon,Pilar,"44,3","42,5","47,5","5,5","4,9","7,9","40,3","48,3","39,1","45,9","41,4","53,6"
56214,Sorsogon,Prieto Diaz,"36,7","30,7","42,4","8,5","8,4","8,7","31,6","41,8","26,5","34,9","36,3","48,4"
56215,Sorsogon,Santa Magdalena,"35,8","35,5","43,1","10,6","10,5","9,9","29,6","42,0","29,4","41,7","36,1","50,2"
56216,Sorsogon,Sorsogon City,"27,6","19,5","28,5","8,3","7,8","8,9","23,8","31,3","17,0","22,0","24,3","32,7"
60401,Aklan,Altavas,"48,9","19,2","19,5","9,4","17,4","18,9","41,3","56,4","13,7","24,7","13,5","25,6"
60402,Aklan,Balete,"52,7","25,6","23,8","9,5","18,7","19,6","44,5","60,9","17,7","33,5","16,2","31,5"
60403,Aklan,Banga,"39,6","11,3","18,1","7,4","17,6","12,7","34,8","44,4","8,0","14,6","14,3","21,9"
60404,Aklan,Batan,"45,7","23,3","21,0","9,2","15,8","16,0","38,8","52,6","17,2","29,3","15,4","26,5"
60405,Aklan,Buruanga,"47,0","18,5","24,4","9,5","17,9","16,0","39,7","54,4","13,1","24,0","18,0","30,8"
60406,Aklan,Ibajay,"39,6","20,0","21,8","8,7","12,6","13,5","33,9","45,2","15,9","24,1","16,9","26,6"
60407,Aklan,Kalibo,"24,9","5,8","12,5","13,2","31,2","25,1","19,5","30,3","2,8","8,8","7,3","17,7"
60408,Aklan,Lezo,"39,1","8,4","18,0","10,6","24,9","19,0","32,3","45,9","5,0","11,8","12,4","23,6"
60409,Aklan,Libacao,"62,3","26,0","30,1","6,9","11,6","12,6","55,2","69,4","21,0","31,0","23,9","36,4"
60410,Aklan,Madalag,"63,3","33,2","28,8","6,6","11,2","14,8","56,5","70,2","27,0","39,3","21,7","35,8"
60411,Aklan,Makato,"48,9","18,9","20,1","7,8","15,4","17,0","42,7","55,2","14,1","23,7","14,5","25,7"
60412,Aklan,Malay,"24,8","12,1","17,3","19,0","27,5","28,6","17,0","32,5","6,6","17,6","9,1","25,4"
60413,Aklan,Malinao,"43,3","19,6","22,2","9,2","14,1","14,4","36,7","49,8","15,1","24,2","16,9","27,4"
60414,Aklan,Nabas,"36,9","25,4","25,1","9,5","13,2","13,7","31,1","42,6","19,9","30,9","19,5","30,8"
60415,Aklan,New Washington,"42,0","14,7","17,4","10,1","17,1","20,0","35,1","49,0","10,5","18,8","11,7","23,1"
60416,Aklan,Numancia,"24,4","9,1","12,6","11,7","24,2","21,1","19,7","29,0","5,5","12,7","8,2","17,0"
60417,Aklan,Tangalan,"42,5","21,6","23,5","11,2","16,2","18,9","34,7","50,3","15,9","27,4","16,2","30,7"
60601,Antique,Anini-Y,"45,4","18,5","19,5","8,9","16,0","15,4","38,8","52,1","13,6","23,3","14,6","24,5"
60602,Antique,Barbaza,"46,3","23,4","20,7","7,7","12,5","12,6","40,4","52,1","18,6","28,2","16,4","25,0"
60603,Antique,Belizon,"25,8","11,2","13,3","19,6","31,2","25,9","17,5","34,2","5,4","16,9","7,7","19,0"
60604,Antique,Bugasong,"39,7","22,5","23,8","8,3","12,6","14,1","34,2","45,1","17,8","27,2","18,2","29,3"
60605,Antique,Caluya,"49,7","24,7","25,4","11,3","16,9","23,3","40,5","58,9","17,8","31,6","15,7","35,2"
60606,Antique,Culasi,"37,2","22,1","23,0","8,6","11,7","11,4","31,9","42,5","17,8","26,3","18,7","27,3"
60607,Antique,Tobias Fornier,"44,1","20,9","22,2","8,1","11,9","12,0","38,2","50,0","16,8","25,0","17,8","26,6"
60608,Antique,Hamtic,"38,5","15,5","20,8","8,9","12,3","11,9","32,9","44,1","12,4","18,7","16,8","24,9"
60609,Antique,Laua-an,"42,1","25,9","24,1","9,5","11,5","13,0","35,5","48,7","21,0","30,8","18,9","29,2"
60610,Antique,Libertad,"37,3","21,7","20,9","13,2","16,3","19,0","29,1","45,4","15,9","27,5","14,4","27,4"
60611,Antique,Pandan,"40,1","20,9","20,4","9,2","13,1","14,0","34,0","46,1","16,4","25,4","15,7","25,0"
60612,Antique,Patnongon,"41,8","26,4","22,3","9,8","11,8","13,1","35,0","48,6","21,3","31,5","17,5","27,1"
60613,Antique,San Jose,"23,8","8,3","12,7","12,5","24,3","17,8","18,9","28,7","5,0","11,6","9,0","16,4"
60614,Antique,San Remigio,"55,5","35,9","35,3","7,3","9,4","10,0","48,8","62,1","30,4","41,4","29,4","41,1"
60615,Antique,Sebaste,"43,0","24,2","19,8","14,4","20,0","20,5","32,8","53,1","16,2","32,1","13,1","26,4"
60616,Antique,Sibalom,"37,5","21,2","20,1","7,5","10,9","12,1","32,9","42,1","17,4","25,0","16,1","24,1"
60617,Antique,Tibiao,"49,6","22,2","20,9","8,7","14,0","19,0","42,5","56,7","17,1","27,3","14,4","27,5"
60618,Antique,Valderrama,"43,5","30,2","32,2","8,4","11,6","11,7","37,5","49,5","24,4","35,9","26,0","38,4"
61901,Capiz,Cuartero,"27,3","33,5","19,4","17,3","11,3","17,0","19,5","35,0","27,2","39,7","13,9","24,8"
61902,Capiz,Dao,"26,2","28,2","17,6","18,5","12,0","17,0","18,2","34,2","22,6","33,8","12,7","22,5"
61903,Capiz,Dumalag,"15,6","24,7","15,9","24,4","11,6","21,9","9,4","21,9","20,0","29,4","10,2","21,6"
61904,Capiz,Dumarao,"26,7","33,4","20,8","16,7","10,7","15,0","19,4","34,0","27,5","39,3","15,7","25,9"
61905,Capiz,Ivisan,"20,2","31,7","18,7","22,6","13,6","18,6","12,7","27,7","24,6","38,7","13,0","24,5"
61906,Capiz,Jamindan,"32,8","35,5","24,6","13,6","9,5","11,5","25,5","40,1","29,9","41,0","20,0","29,2"
61907,Capiz,Ma-ayon,"25,5","39,9","24,2","15,7","8,6","13,3","18,9","32,1","34,3","45,6","18,9","29,5"
61908,Capiz,Mambusao,"19,4","26,5","15,6","18,5","12,1","17,9","13,5","25,4","21,2","31,7","11,0","20,2"
61909,Capiz,Panay,"23,1","30,8","19,3","15,0","8,6","15,3","17,4","28,8","26,5","35,1","14,4","24,1"
61910,Capiz,Panitan,"22,1","29,7","17,9","18,6","10,8","17,1","15,3","28,8","24,4","34,9","12,9","23,0"
61911,Capiz,Pilar,"22,2","36,6","23,0","18,7","10,3","17,3","15,3","29,0","30,4","42,8","16,4","29,6"
61912,Capiz,Pontevedra,"17,8","29,1","17,9","19,5","12,7","15,6","12,1","23,4","23,0","35,1","13,3","22,5"
61913,Capiz,President Roxas,"20,4","28,6","22,1","21,7","13,5","17,5","13,1","27,7","22,3","35,0","15,7","28,5"
61914,Capiz,Roxas City,"12,1","12,6","14,7","22,4","14,7","15,6","7,6","16,5","9,5","15,6","10,9","18,4"
61915,Capiz,Sapi-An,"24,3","29,7","21,1","20,1","16,8","21,8","16,2","32,3","21,5","37,9","13,5","28,7"
61916,Capiz,Sigma,"17,5","28,2","18,3","21,0","11,7","17,3","11,4","23,5","22,8","33,6","13,1","23,5"
61917,Capiz,Tapaz,"29,0","33,8","24,1","12,3","8,3","10,0","23,1","34,8","29,2","38,5","20,2","28,1"
63001,Iloilo,Ajuy,"30,9","30,6","25,7","11,5","10,3","14,1","25,1","36,7","25,4","35,8","19,7","31,6"
63002,Iloilo,Alimodian,"30,4","26,6","26,1","13,2","10,4","11,3","23,8","37,0","22,1","31,2","21,2","30,9"
63003,Iloilo,Anilao,"31,5","27,3","25,5","14,2","12,3","15,1","24,1","38,9","21,8","32,9","19,2","31,9"
63004,Iloilo,Badiangan,"18,5","16,8","22,5","15,8","12,2","12,9","13,7","23,3","13,4","20,2","17,7","27,3"
63005,Iloilo,Balasan,"30,4","24,1","24,2","12,9","12,8","13,2","24,0","36,9","19,0","29,2","18,9","29,4"
63006,Iloilo,Banate,"19,8","24,2","22,7","16,6","14,2","15,9","14,4","25,2","18,5","29,8","16,7","28,6"
