Region,REG_Code,Province,PROV_Code,City_Municipality,City_Mun Code,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Tuao,PH021528000,0,0,9,2,0,0,0,0,1,0,0,0,0,2,0
Region II (Cagayan Valley),PH020000000,Cagayan,PH021500000,Tuguegarao City (Capital),PH021529000,0,0,35,5,0,0,0,0,7,0,0,0,1,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Alicia,PH023101000,0,0,34,4,0,0,0,0,3,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Angadanan,PH023102000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Aurora,PH023103000,0,0,16,3,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Benito Soliven,PH023104000,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Burgos,PH023105000,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cabagan,PH023106000,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cabatuan,PH023107000,0,0,6,1,0,0,0,0,2,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Cauayan,PH023108000,0,0,55,2,0,0,0,0,5,3,0,0,0,2,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Santiago,PH023135000,0,0,37,6,0,0,0,0,7,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Cordon,PH023109000,0,0,25,2,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Delfin Albano (Magsaysay),PH023118000,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Dinapigue,PH023110000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Divilacan,PH023111000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Echague,PH023112000,0,0,58,3,0,0,0,0,2,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Gamu,PH023113000,0,0,12,1,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,City of Ilagan (Capital),PH023114000,0,0,92,2,0,0,1,0,3,1,0,0,0,2,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Jones,PH023115000,0,0,42,1,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Luna,PH023116000,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Maconacon,PH023117000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Mallig,PH023119000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Naguilian,PH023120000,0,0,15,0,0,0,0,0,1,0,1,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Palanan,PH023121000,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Quezon,PH023122000,0,0,10,3,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Quirino,PH023123000,0,0,22,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Ramon,PH023124000,0,0,19,1,0,0,0,0,0,1,0,0,1,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Reina Mercedes,PH023125000,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Roxas,PH023126000,0,0,15,1,0,0,0,0,4,2,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Agustin,PH023127000,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Guillermo,PH023128000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Isidro,PH023129000,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Manuel,PH023130000,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Mariano,PH023131000,0,0,36,1,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Mateo,PH023132000,0,0,33,3,0,0,0,0,3,4,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,San Pablo,PH023133000,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Santa Maria,PH023134000,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Santo Tomas,PH023136000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Isabela,PH023100000,Tumauini,PH023137000,0,0,28,0,0,0,0,0,0,2,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Alfonso Castaneda,PH025015000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Ambaguio,PH025001000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Aritao,PH025002000,0,0,22,1,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Bagabag,PH025003000,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Bambang,PH025004000,0,0,24,0,0,0,0,0,2,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Bayombong (Capital),PH025005000,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Diadi,PH025006000,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Dupax del Norte,PH025007000,0,0,14,1,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Dupax del Sur,PH025008000,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Kasibu,PH025009000,0,0,29,0,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Kayapa,PH025010000,0,0,28,2,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Quezon,PH025011000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Santa Fe,PH025012000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Solano,PH025013000,0,0,22,1,0,0,0,0,2,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Nueva Vizcaya,PH025000000,Villaverde,PH025014000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Aglipay,PH025701000,0,0,15,3,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Cabarroguis (Capital),PH025702000,0,0,16,3,0,0,0,0,1,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Diffun,PH025703000,0,0,33,5,0,0,0,0,0,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Maddela,PH025704000,0,0,32,3,0,0,0,0,1,1,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Nagtipunan,PH025706000,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0
Region II (Cagayan Valley),PH020000000,Quirino,PH025700000,Saguday,PH025705000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,Baler (Capital),PH037701000,0,0,8,0,0,0,0,0,2,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,Casiguran,PH037702000,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,Dilasag,PH037703000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,Dinalungan,PH037704000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,Dingalan,PH037705000,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,Dipaculao,PH037706000,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,Maria Aurora,PH037707000,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Aurora,PH037700000,San Luis,PH037708000,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Abucay,PH030801000,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Bagac,PH030802000,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,City of Balanga (Capital),PH030803000,0,0,25,0,0,0,0,0,5,0,0,0,0,5,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Dinalupihan,PH030804000,0,0,33,1,0,0,0,0,2,1,0,0,0,3,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Hermosa,PH030805000,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Limay,PH030806000,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Mariveles,PH030807000,0,0,18,3,0,0,0,0,2,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Morong,PH030808000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Orani,PH030809000,0,0,22,0,0,0,0,0,1,1,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Orion,PH030810000,0,0,17,1,0,0,0,0,1,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Pilar,PH030811000,0,0,15,0,0,0,2,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bataan,PH030800000,Samal,PH030812000,0,0,14,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Angat,PH031401000,0,0,13,2,0,0,1,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Balagtas (Bigaa),PH031402000,0,0,8,2,0,0,0,0,2,2,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Baliuag,PH031403000,0,0,24,7,0,0,0,0,7,0,0,0,0,4,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bocaue,PH031404000,0,0,17,5,0,0,0,0,4,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bulacan,PH031405000,0,0,13,1,0,0,1,0,1,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Bustos,PH031406000,0,0,12,3,0,0,1,0,2,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Calumpit,PH031407000,0,0,27,1,0,0,0,0,2,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of Malolos (Capital),PH031410000,0,0,42,9,0,0,0,0,13,0,0,0,1,8,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of Meycauayan,PH031412000,0,0,32,9,0,0,0,0,7,1,0,0,0,7,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,City of San Jose del Monte,PH031420000,0,0,59,20,0,0,1,0,8,2,0,0,0,6,1
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Doña Remedios Trinidad,PH031424000,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Guiguinto,PH031408000,0,0,13,4,0,0,0,0,2,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Hagonoy,PH031409000,0,0,23,8,0,0,0,0,3,0,0,0,0,4,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Marilao,PH031411000,0,0,14,11,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Norzagaray,PH031413000,0,0,10,0,0,0,0,0,2,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Obando,PH031414000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Pandi,PH031415000,0,0,21,5,0,0,0,0,0,1,0,0,0,1,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Paombong,PH031416000,0,0,12,3,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Plaridel,PH031417000,0,0,16,7,0,0,0,0,8,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Pulilan,PH031418000,0,0,17,4,0,0,0,0,2,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Ildefonso,PH031419000,0,0,32,0,0,0,0,0,1,1,0,0,0,3,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Miguel,PH031421000,0,0,42,0,0,0,0,0,2,0,0,0,0,4,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,San Rafael,PH031422000,0,0,24,5,0,0,0,0,0,0,0,0,1,3,0
Region III (Central Luzon),PH030000000,Bulacan,PH031400000,Santa Maria,PH031423000,0,0,19,7,0,0,0,0,6,1,0,0,0,6,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Aliaga,PH034901000,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Bongabon,PH034902000,0,0,6,0,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Cabanatuan,PH034903000,0,0,34,3,0,0,0,0,8,0,0,0,0,7,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Cabiao,PH034904000,0,0,13,4,0,0,0,0,1,2,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Carranglan,PH034905000,0,0,6,0,0,0,0,0,0,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Gapan,PH034908000,0,0,20,2,0,0,0,0,2,0,0,0,0,5,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Cuyapo,PH034906000,0,0,11,1,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Gabaldon (Bitulok & Sabani),PH034907000,0,0,13,1,0,0,0,0,0,1,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,General Mamerto Natividad,PH034909000,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,General Tinio (Papaya),PH034910000,0,0,8,1,0,0,0,0,1,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Guimba,PH034911000,0,0,13,2,0,0,0,0,2,1,0,0,0,3,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Jaen,PH034912000,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Laur,PH034913000,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Licab,PH034914000,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Llanera,PH034915000,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Lupao,PH034916000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Nampicuan,PH034918000,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,City of Palayan (Capital),PH034919000,0,0,8,0,0,0,0,0,1,1,0,1,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Pantabangan,PH034920000,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Pe?Aranda,PH034921000,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Quezon,PH034922000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Rizal,PH034923000,0,0,7,2,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Antonio,PH034924000,0,0,10,1,0,0,0,0,1,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Isidro,PH034925000,0,0,7,2,0,0,0,0,0,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Jose City,PH034926000,0,0,33,6,0,0,0,0,2,0,0,0,0,5,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,San Leonardo,PH034927000,0,0,7,1,0,0,0,0,2,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Santa Rosa,PH034928000,0,0,19,1,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Santo Domingo,PH034929000,0,0,6,2,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Science City of Mu?Oz,PH034917000,0,0,37,0,0,0,0,0,0,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Talavera,PH034930000,0,0,13,5,0,0,0,0,1,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Talugtug,PH034931000,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Nueva Ecija,PH034900000,Zaragoza,PH034932000,0,0,6,2,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,City of Angeles,PH035401000,0,0,27,15,1,0,0,0,16,2,0,0,0,6,1
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Apalit,PH035402000,0,0,13,6,0,0,0,0,4,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Arayat,PH035403000,0,0,28,8,0,0,0,0,5,1,0,0,0,3,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Bacolor,PH035404000,0,0,7,0,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Candaba,PH035405000,0,0,31,1,0,0,0,0,0,1,0,0,0,3,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,City of San Fernando (Capital),PH035416000,0,0,45,7,0,0,0,0,9,1,0,0,0,5,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Floridablanca,PH035406000,0,0,16,0,0,0,0,0,3,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Guagua,PH035407000,0,0,27,0,0,0,0,0,3,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Lubao,PH035408000,0,0,41,3,0,0,0,0,2,0,0,0,0,4,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Mabalacat City,PH035409000,0,0,25,11,0,0,0,0,4,1,0,0,0,3,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Macabebe,PH035410000,0,0,21,2,0,0,0,0,2,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Magalang,PH035411000,0,0,28,1,0,0,1,0,1,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Masantol,PH035412000,0,0,7,2,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Mexico,PH035413000,0,0,37,4,0,0,0,0,1,0,0,0,0,5,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Minalin,PH035414000,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Porac,PH035415000,0,0,25,2,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,San Luis,PH035417000,0,0,17,1,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,San Simon,PH035418000,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santa Ana,PH035419000,0,0,14,1,0,0,0,0,0,1,0,0,0,1,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santa Rita,PH035420000,0,0,8,2,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Santo Tomas,PH035421000,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Pampanga,PH035400000,Sasmuan (Sexmoan),PH035422000,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Anao,PH036901000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Bamban,PH036902000,0,0,9,5,0,0,0,0,1,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Camiling,PH036903000,0,0,16,1,0,0,0,0,3,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Capas,PH036904000,0,0,12,2,0,0,0,0,2,1,0,0,0,3,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,City of Tarlac (Capital),PH036916000,0,0,52,7,1,0,1,0,7,1,0,0,0,10,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Concepcion,PH036905000,0,0,15,2,0,0,0,0,4,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Gerona,PH036906000,0,0,12,4,0,0,0,0,1,0,0,0,0,3,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,La Paz,PH036907000,0,0,8,1,0,0,0,0,0,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Mayantoc,PH036908000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Moncada,PH036909000,0,0,8,1,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Paniqui,PH036910000,0,0,12,1,0,0,0,0,3,2,0,0,0,2,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Pura,PH036911000,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Ramos,PH036912000,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,San Clemente,PH036913000,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,San Jose,PH036918000,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,San Manuel,PH036914000,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Santa Ignacia,PH036915000,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Tarlac,PH036900000,Victoria,PH036917000,0,0,8,2,0,0,0,0,0,0,0,0,0,2,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Botolan,PH037101000,0,0,24,0,0,0,0,0,0,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Cabangan,PH037102000,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Candelaria,PH037103000,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Castillejos,PH037104000,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Iba (Capital),PH037105000,0,0,11,0,0,0,0,0,2,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Masinloc,PH037106000,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,City of Olongapo,PH037107000,0,0,13,4,1,0,0,0,8,2,0,0,0,8,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Palauig,PH037108000,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Antonio,PH037109000,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Felipe,PH037110000,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Marcelino,PH037111000,0,0,17,1,0,0,0,0,1,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,San Narciso,PH037112000,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Santa Cruz,PH037113000,0,0,23,0,0,0,0,0,0,1,0,0,0,2,0
Region III (Central Luzon),PH030000000,Zambales,PH037100000,Subic,PH037114000,0,0,16,3,0,0,0,0,1,0,0,0,0,1,0
