Region Name,Region PSGC,Province Name,Province PSGC,City/Municipality Name,City/Municipality PSGC,Ownership Major Classification,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,COVID-19 Testing Laboratory,DepEd Clinic,Dialysis Clinic,Drug Abuse Treatment and Rehabilitation Centers,Drug Testing Laboratory,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,Total
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,BURGOS,PH023105000,Government,0,0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CABAGAN,PH023106000,Government,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CABAGAN,PH023106000,Private,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CABATUAN,PH023107000,Government,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CABATUAN,PH023107000,Private,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CITY OF CAUAYAN,PH023108000,Government,0,0,55,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,60
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CITY OF CAUAYAN,PH023108000,Private,1,0,0,2,0,0,0,0,0,0,10,4,3,0,0,0,0,0,20
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CITY OF SANTIAGO,PH023135000,Government,0,0,37,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,42
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CITY OF SANTIAGO,PH023135000,Private,0,0,0,7,0,0,0,0,0,0,5,6,1,0,0,0,0,0,19
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CORDON,PH023109000,Government,0,0,25,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,28
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,CORDON,PH023109000,Private,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,DELFIN ALBANO (MAGSAYSAY),PH023118000,Government,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,DELFIN ALBANO (MAGSAYSAY),PH023118000,Private,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,DINAPIGUE,PH023110000,Government,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,DIVILACAN,PH023111000,Government,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,ECHAGUE,PH023112000,Government,0,0,58,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,62
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,ECHAGUE,PH023112000,Private,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,GAMU,PH023113000,Government,0,0,12,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,16
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,ILAGAN CITY (Capital),PH023114000,Government,0,0,92,2,0,1,0,0,1,0,3,1,1,0,0,0,2,0,103
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,ILAGAN CITY (Capital),PH023114000,Private,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,6
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,JONES,PH023115000,Government,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,44
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,JONES,PH023115000,Private,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,LUNA,PH023116000,Government,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,MACONACON,PH023117000,Government,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,MALLIG,PH023119000,Government,0,0,18,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,21
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,NAGUILIAN,PH023120000,Government,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,18
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,NAGUILIAN,PH023120000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,PALANAN,PH023121000,Government,0,0,15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,QUEZON,PH023122000,Government,0,0,15,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,QUIRINO,PH023123000,Government,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,RAMON,PH023124000,Government,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,22
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,RAMON,PH023124000,Private,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,5
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,REINA MERCEDES,PH023125000,Government,0,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,ROXAS,PH023126000,Government,0,0,25,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,ROXAS,PH023126000,Private,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,10
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN AGUSTIN,PH023127000,Government,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN AGUSTIN,PH023127000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN GUILLERMO,PH023128000,Government,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN ISIDRO,PH023129000,Government,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN ISIDRO,PH023129000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN MANUEL,PH023130000,Government,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN MARIANO,PH023131000,Government,0,0,36,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,40
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN MATEO,PH023132000,Government,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,35
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN MATEO,PH023132000,Private,0,0,0,4,0,0,0,0,0,0,2,3,3,0,0,0,0,0,12
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SAN PABLO,PH023133000,Government,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SANTA MARIA,PH023134000,Government,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,SANTO TOMAS,PH023136000,Government,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,TUMAUINI,PH023137000,Government,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30
REGION II (CAGAYAN VALLEY),PH020000000,ISABELA,PH023100000,TUMAUINI,PH023137000,Private,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,ALFONSO CASTANEDA,PH025015000,Government,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,AMBAGUIO,PH025001000,Government,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,ARITAO,PH025002000,Government,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,ARITAO,PH025002000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,BAGABAG,PH025003000,Government,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,BAGABAG,PH025003000,Private,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,BAMBANG,PH025004000,Government,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,26
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,BAMBANG,PH025004000,Private,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,BAYOMBONG (Capital),PH025005000,Government,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,14
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,BAYOMBONG (Capital),PH025005000,Private,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,DIADI,PH025006000,Government,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,DIADI,PH025006000,Private,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,DUPAX DEL NORTE,PH025007000,Government,0,0,14,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,DUPAX DEL SUR,PH025008000,Government,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KASIBU,PH025009000,Government,0,0,29,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,32
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,KAYAPA,PH025010000,Government,0,0,28,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,QUEZON,PH025011000,Government,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,SANTA FE,PH025012000,Government,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,SOLANO,PH025013000,Government,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,SOLANO,PH025013000,Private,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,7
REGION II (CAGAYAN VALLEY),PH020000000,NUEVA VIZCAYA,PH025000000,VILLAVERDE,PH025014000,Government,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,AGLIPAY,PH025701000,Government,0,0,25,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,30
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,CABARROGUIS (Capital),PH025702000,Government,0,0,16,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,DIFFUN,PH025703000,Government,0,0,33,5,0,0,0,0,0,0,1,0,1,0,0,0,1,0,41
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,DIFFUN,PH025703000,Private,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,MADDELA,PH025704000,Government,0,0,32,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,37
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,MADDELA,PH025704000,Private,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,NAGTIPUNAN,PH025706000,Government,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
REGION II (CAGAYAN VALLEY),PH020000000,QUIRINO,PH025700000,SAGUDAY,PH025705000,Government,0,0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,BALER (Capital),PH037701000,Government,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,10
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,BALER (Capital),PH037701000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,CASIGURAN,PH037702000,Government,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,DILASAG,PH037703000,Government,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,DINALUNGAN,PH037704000,Government,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,DINGALAN,PH037705000,Government,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,DIPACULAO,PH037706000,Government,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,MARIA AURORA,PH037707000,Government,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32
REGION III (CENTRAL LUZON),PH030000000,AURORA,PH037700000,SAN LUIS,PH037708000,Government,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,ABUCAY,PH030801000,Government,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,BAGAC,PH030802000,Government,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,CITY OF BALANGA (Capital),PH030803000,Government,0,0,25,0,0,2,0,0,0,0,0,1,0,0,0,0,5,0,33
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,CITY OF BALANGA (Capital),PH030803000,Private,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,DINALUPIHAN,PH030804000,Government,0,0,33,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,37
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,DINALUPIHAN,PH030804000,Private,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,HERMOSA,PH030805000,Government,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,LIMAY,PH030806000,Government,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,MARIVELES,PH030807000,Government,0,0,18,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,24
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,MARIVELES,PH030807000,Private,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,MORONG,PH030808000,Government,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,ORANI,PH030809000,Government,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,24
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,ORION,PH030810000,Government,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,ORION,PH030810000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,PILAR,PH030811000,Government,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,PILAR,PH030811000,Private,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
REGION III (CENTRAL LUZON),PH030000000,BATAAN,PH030800000,SAMAL,PH030812000,Government,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,ANGAT,PH031401000,Government,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,ANGAT,PH031401000,Private,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BALAGTAS (BIGAA),PH031402000,Government,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BALAGTAS (BIGAA),PH031402000,Private,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BALIUAG,PH031403000,Government,0,0,24,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,29
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BALIUAG,PH031403000,Private,0,0,0,7,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BOCAUE,PH031404000,Government,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BOCAUE,PH031404000,Private,0,0,0,5,0,1,0,0,0,0,0,4,0,0,0,0,0,0,10
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BULACAN,PH031405000,Government,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,16
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BULACAN,PH031405000,Private,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BUSTOS,PH031406000,Government,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,15
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,BUSTOS,PH031406000,Private,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CALUMPIT,PH031407000,Government,0,0,27,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,30
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CALUMPIT,PH031407000,Private,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CITY OF MALOLOS (Capital),PH031410000,Government,0,0,42,0,0,2,0,0,0,0,0,1,0,0,0,0,8,0,53
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CITY OF MALOLOS (Capital),PH031410000,Private,0,0,0,9,0,1,0,0,0,0,0,11,0,0,0,1,0,0,22
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CITY OF MEYCAUAYAN,PH031412000,Government,0,0,32,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,40
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CITY OF MEYCAUAYAN,PH031412000,Private,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,0,0,0,15
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CITY OF SAN JOSE DEL MONTE,PH031420000,Government,0,0,59,2,0,0,0,0,0,0,0,1,0,0,0,0,6,1,69
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,CITY OF SAN JOSE DEL MONTE,PH031420000,Private,0,0,0,18,0,1,0,0,1,0,0,5,3,0,0,0,0,0,28
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,DO?A REMEDIOS TRINIDAD,PH031424000,Government,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,GUIGUINTO,PH031408000,Government,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,16
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,GUIGUINTO,PH031408000,Private,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,HAGONOY,PH031409000,Government,0,0,23,2,0,0,0,0,0,0,0,1,0,0,0,0,4,0,30
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,HAGONOY,PH031409000,Private,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,MARILAO,PH031411000,Government,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,MARILAO,PH031411000,Private,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,NORZAGARAY,PH031413000,Government,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,14
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,OBANDO,PH031414000,Government,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PANDI,PH031415000,Government,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PANDI,PH031415000,Private,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PAOMBONG,PH031416000,Government,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PAOMBONG,PH031416000,Private,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PLARIDEL,PH031417000,Government,0,0,16,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,22
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PLARIDEL,PH031417000,Private,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PULILAN,PH031418000,Government,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,PULILAN,PH031418000,Private,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SAN ILDEFONSO,PH031419000,Government,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,35
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SAN ILDEFONSO,PH031419000,Private,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SAN MIGUEL,PH031421000,Government,0,0,42,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,47
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SAN MIGUEL,PH031421000,Private,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SAN RAFAEL,PH031422000,Government,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SAN RAFAEL,PH031422000,Private,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SANTA MARIA,PH031423000,Government,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,26
REGION III (CENTRAL LUZON),PH030000000,BULACAN,PH031400000,SANTA MARIA,PH031423000,Private,0,0,0,7,0,0,0,0,0,0,0,4,1,0,0,0,0,0,12
REGION III (CENTRAL LUZON),PH030000000,NUEVA ECIJA,PH034900000,ALIAGA,PH034901000,Government,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10
