city_municipality,Budget for DRRMP,Early Warning System,Land Use Plan,Annual Disaster Drill,Poverty Incidents,Cluster_Id,Vulnerability
Cabanglasan,0.006028421266078065,0.504,0.95428,0.549024741458306,0.40561807054747845,0,medium
Cabarroguis,0.006576459562994252,0.502,0.97144,0.5526028712309639,0.09051703825408046,0,medium
Cabatuan (IA),0.006028421266078065,0.502,0.97144,0.549024741458306,0.11242381980398523,0,medium
Cabatuan (IO),0.1592051252541525,0.50292,0.99092,0.5454466116856481,0.1435008820026874,0,medium
Cabiao,0.056173925433909234,0.5036400000000001,0.96364,0.5509010778025046,0.044793000019104745,0,medium
Cabucgayan,0.01068674678986566,0.44244000000000006,0.79488,0.5530828642492472,0.3269064949786345,0,medium
Cabugao,0.01808526379823419,0.50292,0.9897600000000001,0.5527337784177684,0.05625585083010144,0,medium
Cabusao,0.01068674678986566,0.51136,0.89232,0.5512065279050486,0.3295811601678671,0,medium
Cabuyao,0.6913503115597708,1.0,0.97272,0.9090631408997686,0.0,2,low
Cadiz,0.9223484537099439,1.0,0.80908,0.9999999999999999,0.28856962726630114,2,low
Cagayan De Oro,0.9999999999999999,1.0,1.0,0.5926168346642231,0.26704494074342955,2,low
Cagayancillo,0.0,0.0,0.79444,0.0,0.16566239357061432,0,medium
Cagdianao,0.00575440211761997,0.50996,0.9025600000000001,0.549024741458306,0.4411529080615682,0,medium
Cagwait,0.00575440211761997,0.505,0.97716,0.549024741458306,0.32805278005973415,0,medium
Caibiran,0.004932344672245689,0.41516000000000003,0.97692,0.0,0.3686822179342669,0,medium
Cainta,0.09344052962421,0.50292,0.96364,0.5527337784177684,0.019192633207878795,0,medium
Cajidiocan,0.006302440414536158,0.40080000000000005,0.76,0.4675131998080027,0.3377325207445758,0,medium
Calabanga,0.0,0.5,0.93332,0.547279312300912,0.3131510740054385,0,medium
Calaca,0.030142106330390325,0.5095200000000001,0.9363600000000001,0.5527337784177684,0.1031261741461768,0,medium
Calamba (LA),0.7020370583496364,1.0,0.9998,0.9999999999999999,0.2778709665093709,2,low
Calamba (MC),0.006850478711452346,0.503,0.95428,0.5526028712309639,0.0,0,medium
Calanasan,0.05891411691849017,0.5,0.96364,0.4415935768207008,0.351742671735794,0,medium
Calanogas,0.01068674678986566,0.53032,0.9846,0.5550028363223807,1.0,0,medium
Calapan,0.9999999999999999,1.0,0.99992,0.9999999999999999,0.06313356131669946,2,low
Calape,0.006028421266078065,0.502,0.9885600000000001,0.0,0.1936826955530507,0,medium
Calasiao,0.08631603176429956,0.5182800000000001,0.9846,0.547279312300912,0.07166701692044145,0,medium
Calatagan,0.052611676503954014,0.50148,0.97272,0.5527337784177684,0.12121200542574938,0,medium
Calatrava (NO),0.05891411691849017,0.50656,0.7636400000000001,0.5454466116856481,0.2604219602748537,0,medium
Calatrava (RN),0.01068674678986566,0.0,0.18460000000000001,0.445651699611642,0.4045991504753899,1,high
Calauag,0.05891411691849017,0.50292,0.79392,0.5527337784177684,0.09650319367760093,0,medium
Calauan,0.058640097770032075,0.50148,0.8818,0.5527337784177684,0.023523043514255323,0,medium
Calayan,0.0,0.5189199999999999,0.52,0.5598027665052144,0.509420552891504,1,high
Calbayog,0.7020370583496364,1.0,0.99932,0.9999999999999999,0.2734131911939833,2,low
Calbiga,0.03452641270571982,0.501,0.9885600000000001,0.5454466116856481,0.2886969922753122,0,medium
Calinog,0.3110117334999365,0.5022000000000001,0.96364,0.5454466116856481,0.3162078342217043,0,medium
Calintaan,0.006850478711452346,0.5079600000000001,0.96572,0.5598027665052144,0.21367900196778938,0,medium
Caloocan,0.9999999999999999,1.0,0.9882400000000001,0.8181699175284722,0.09815893879474492,2,low
Calubian,0.006850478711452346,0.502,0.9885600000000001,0.0,0.3458838813212846,0,medium
Calumpit,0.0443911020502112,0.50292,0.9,0.3636165292141205,0.032311229136019456,0,medium
Caluya,0.0,0.0,0.4,0.0,0.3576014621503034,1,high
Camalaniugan,0.006850478711452346,0.5069600000000001,0.9897600000000001,0.5598027665052144,0.1440103420387317,0,medium
Camalig,0.05891411691849017,0.50072,0.9897600000000001,0.5454466116856481,0.24017092384209288,0,medium
Camaligan,0.01068674678986566,0.51136,0.7846000000000001,0.5454466116856481,0.19419215558909503,0,medium
Camiling,0.053433733949328294,0.5446,0.96364,0.5454466116856481,0.051670710505702766,0,medium
Can-Avid,0.005480382969161876,0.51792,0.98284,0.5526028712309639,0.6369129269115895,0,medium
Canaman,0.0,0.504,0.96572,0.0,0.1494870374262079,0,medium
Candaba,0.05891411691849017,0.50072,0.96364,0.5527337784177684,0.061095721172522266,0,medium
Candelaria (QN),0.04548717864404358,0.51536,0.9454400000000001,0.5527337784177684,0.05141598048768062,0,medium
Candelaria (ZA),0.006850478711452346,0.50596,0.85716,0.6172273857834795,0.09739474874067845,0,medium
Candijay,0.006302440414536158,0.52092,0.9846,0.5598027665052144,0.24462869915748042,0,medium
Candon,0.7023110774980944,1.0,0.99912,0.9999999999999999,0.04339198491998292,2,low
Candoni,0.007124497859910439,0.503,0.8,0.5562246367325565,0.2876780722032236,0,medium
Canlaon,0.23593048682241877,1.0,0.8480000000000001,0.9999999999999999,0.27264900113991686,2,low
Cantilan,0.05589990628545115,0.40199999999999997,0.7394000000000001,0.007287166732120259,0.2162263021480109,0,medium
Caoayan,0.006850478711452346,0.505,0.9743600000000001,0.5598027665052144,0.023650408523266397,0,medium
Capalonga,0.006576459562994252,0.5,0.8051200000000001,0.549024741458306,0.46497016474663916,0,medium
Capas,0.012604880829072317,0.50512,0.9,0.5454466116856481,0.08325723274044922,0,medium
Capoocan,0.0,0.5,0.59428,0.0,0.39046163447516063,1,high
Capul,0.055351867988534954,0.0,0.0,0.0,0.4477758885301441,1,high
Caraga,0.05891411691849017,0.5044,0.96364,0.5527337784177684,0.4820370759541231,0,medium
Caramoan,0.0,0.5036400000000001,0.99092,0.0,0.29455578268982163,0,medium
Caramoran,0.006850478711452346,0.50596,0.0,0.5598027665052144,0.41593463627737554,1,high
Carasi,0.010412727641407566,0.5038,0.9461600000000001,0.5530828642492472,0.05752950092021218,0,medium
Carcar,0.5392696841655287,1.0,0.9995200000000001,0.9545315704498842,0.14783129230906394,2,low
Cardona,0.007124497859910439,0.501,0.9885600000000001,0.8468822271676048,0.032311229136019456,0,medium
Carigara,0.05891411691849017,0.40348,0.8182,0.000872714578697037,0.29048010240146727,0,medium
Carles,0.05891411691849017,0.5248400000000001,0.9272800000000001,0.43635728934851853,0.4279069471244165,0,medium
Carmen (AN),0.006850478711452346,0.52392,0.7838,0.549024741458306,0.29048010240146727,0,medium
Carmen (BL),0.3978758035611522,0.5036400000000001,0.97272,0.5545228433040973,0.32015614950104754,0,medium
Carmen (CU),0.007672536156826627,0.501,0.7542800000000001,0.549024741458306,0.15165224257939616,0,medium
Carmen (DN),0.05891411691849017,0.5182800000000001,0.9897600000000001,0.5527337784177684,0.47261206528730354,0,medium
Carmen (NC),0.04987148501937308,0.5204799999999999,0.9589600000000001,0.547279312300912,0.3181183093568704,0,medium
Carmen (SS),0.009316651047575189,0.57196,0.9846,0.44333900597809484,0.1525437976424737,0,medium
Carmona,0.08412387857663481,0.50732,0.90908,0.5509010778025046,0.0231409484872221,0,medium
Carranglan,0.061380289254613016,0.50148,0.7818,0.5527337784177684,0.0698839067942864,0,medium
Carrascal,0.0035622489299552197,0.40712000000000004,0.94284,0.5454466116856481,0.2653891956262856,0,medium
Casiguran (AU),0.05891411691849017,0.5167999999999999,0.8818,0.43984814766330665,0.13280222124575713,0,medium
Casiguran (SO),0.004932344672245689,0.4,0.7946,0.43635728934851853,0.3615497774296467,0,medium
Castilla,0.006028421266078065,0.51592,0.9948800000000001,0.5813151808700964,0.42281234676397356,0,medium
Castillejos,0.005206363820703783,0.5189199999999999,0.98284,0.5598027665052144,0.061732546217577636,0,medium
Cataingan,0.043569044604836925,0.40048000000000006,0.79392,0.5140288868525548,0.2703564309777175,0,medium
Catanauan,0.05891411691849017,0.42532,0.79392,0.547279312300912,0.11649950009233963,0,medium
Catarman (CM),0.008768612750659002,0.6060800000000001,0.9513600000000001,0.5473665837587817,0.3576014621503034,0,medium
Catarman (NS),0.05891411691849017,0.51024,0.80908,0.5872496400052363,0.3104764088162059,0,medium
Catbalogan,0.6403827499465653,1.0,0.99992,0.9999999999999999,0.21406109699482262,2,low
Cateel,0.05891411691849017,0.5036400000000001,0.96364,0.43984814766330665,0.38855115933999457,0,medium
Catigbian,0.0005480382969161876,0.502,0.9846,0.549024741458306,0.26500710059925237,0,medium
Catmon,0.006850478711452346,0.52492,0.94872,0.5454466116856481,0.17712524438161106,0,medium
Catubig,0.09371454877266809,0.40552000000000005,0.7351200000000001,0.4675131998080027,0.5340019996306413,0,medium
Cauayan (IA),0.7020370583496364,1.0,0.99092,0.9999999999999999,0.31926459443797006,2,low
Cauayan (NO),0.22633981662638553,0.50148,0.89092,0.4381027185059126,0.13280222124575713,0,medium
Cavinti,0.006850478711452346,0.5079600000000001,0.96,0.5562246367325565,0.005946672270727062,0,medium
Cavite,0.46775068641796613,1.0,0.96,0.9999999999999999,0.044156174974049375,2,low
Cawayan,0.04110287226871407,0.50148,0.9,0.547279312300912,0.28105509173464777,0,medium
Cebu,0.37211800360609143,1.0,0.8,0.0,0.15037859248928542,0,medium
Cervantes,0.006850478711452346,0.5109600000000001,0.9794800000000001,0.5598027665052144,0.1145890249571735,0,medium
Clarin (BL),0.01068674678986566,0.53788,0.9384800000000001,0.0,0.1936826955530507,0,medium
Clarin (MC),0.005480382969161876,0.505,0.95384,0.436793646637867,0.25876621515770976,0,medium
Claver,0.05891411691849017,0.6242800000000001,0.96924,0.547279312300912,0.38383865400658473,0,medium
Claveria (CG),0.0046583255237875945,0.501,0.9846,0.43723000392721556,0.4347846576110145,0,medium
Claveria (MO),0.05891411691849017,0.51756,0.97272,0.5490683771872409,0.2535442497882557,0,medium
Claveria (MS),0.0,0.501,0.71284,0.0,0.11369746989409597,0,medium
Columbio,0.0578180403246578,0.50292,0.9545600000000001,0.5490683771872409,0.4331289124938706,0,medium
Compostela (CU),0.005480382969161876,0.50596,0.90856,0.5598027665052144,0.13000019104751354,0,medium
Compostela (DDO),0.0,0.40396000000000004,0.8,0.43984814766330665,0.2936642276267441,0,medium
Concepcion,0.010138708492949473,0.5682,0.9948800000000001,0.0,0.19088066535480708,0,medium
Concepcion (IO),0.006028421266078065,0.5996,0.99428,0.5598027665052144,0.6078737048570646,0,medium
Concepcion (RN),0.0,0.0,0.0,0.0,0.3439734061861185,1,high
Concepcion (TC),0.09152239558500334,0.50072,0.9182000000000001,0.43723000392721556,0.09752211374968954,0,medium
Conner,0.06055823180923874,0.50148,0.79392,0.3636165292141205,0.27328582618497216,0,medium
Consolacion,0.045213159495585485,0.5022000000000001,0.9,0.5836278745036435,0.056128485821090354,0,medium
Corcuera,0.0,0.0,0.0,0.0,0.2255239478058193,1,high
Cordon,0.006850478711452346,0.5079600000000001,0.9846,0.5598027665052144,0.21304217692273403,0,medium
Cordova,0.004384306375329501,0.503,0.9948800000000001,0.5598027665052144,0.08669608798374821,0,medium
Corella,0.01068674678986566,0.52272,0.9846,0.5454466116856481,0.1007062389749664,0,medium
Coron,0.0,0.5,0.96412,0.4381027185059126,0.18935228524667416,0,medium
Cortes (BL),0.010138708492949473,0.0,0.96924,0.0,0.13127384113762428,0,medium
Cortes (SS),0.0,0.504,0.99428,0.5454466116856481,0.33340211043819934,0,medium
Cotabato,0.7020370583496364,1.0,1.0,0.9999999999999999,0.5923351737577135,2,low
Cuartero,0.006576459562994252,0.502,0.97144,0.43657546799319275,0.0534538206318578,0,medium
Cuenca,0.005206363820703783,0.0,0.98284,0.5526028712309639,0.12044781537168293,0,medium
Culaba,0.02356564676739607,0.5682,0.18332,0.5473665837587817,0.3382419807806201,1,high
Culasi,0.006028421266078065,0.50896,0.9794800000000001,0.7033206789719422,0.25965777022078723,0,medium
Culion,0.0,0.41108000000000006,0.6000000000000001,0.43657546799319275,0.17292219908424558,0,medium
Currimao,0.006850478711452346,0.501,0.96924,0.549024741458306,0.02683453374854326,0,medium
Cuyapo,0.056995982879283515,0.50072,0.90908,0.5509010778025046,0.047212935190315164,0,medium
Cuyo,0.0,0.0,0.54872,0.0,0.11700896012838392,1,high
Daan Bantayan,0.05507784884007686,0.0,0.79488,0.5454466116856481,0.1987772959134937,0,medium
Daet,0.0005480382969161876,0.5,0.4,0.5454466116856481,0.15967623814709386,1,high
Dagami,0.006576459562994252,0.502,0.0,0.0,0.4010329302230798,1,high
Dagohoy,0.01068674678986566,0.5038,0.9838,0.5473665837587817,0.32232135465423584,0,medium
Daguioman,0.01068674678986566,0.5,0.8,0.5530828642492472,0.28716861216717926,0,medium
Dagupan,0.41185078013251497,1.0,0.97272,0.9999999999999999,0.08911602315495862,2,low
Dalaguete,0.058640097770032075,0.5036400000000001,0.9818,0.5454466116856481,0.29302740258168875,0,medium
Damulog,0.006850478711452346,0.5079600000000001,0.98284,0.5598027665052144,0.42344917180902886,0,medium
Danao (BL),0.006576459562994252,0.501,0.7946,0.5562246367325565,0.3439734061861185,0,medium
Danao (CU),0.5294049948210373,1.0,0.9818,0.9999999999999999,0.15419954275961767,2,low
Dangcagan,0.006576459562994252,0.52888,0.98284,0.4389754330846096,0.3241044647803909,0,medium
Danglas,0.010412727641407566,0.50756,0.95384,0.5473665837587817,0.26780913079749596,0,medium
Dao,0.006576459562994252,0.503,0.97144,0.00021817864467425926,0.05587375580306822,0,medium
Dapa,0.008768612750659002,0.503,0.7892000000000001,0.5454466116856481,0.4574556292149857,0,medium
Dapitan,0.3608832185193096,1.0,1.0,0.9090631408997686,0.317481484311815,2,low
Daraga,0.05644794458236733,0.5394800000000001,0.96412,0.5509010778025046,0.14413770704774279,0,medium
Daram,0.0035622489299552197,0.57272,0.98284,0.7535890387048915,0.4965566869813856,0,medium
Dasmarinas,0.7656095007919141,1.0,0.9997199999999999,0.9999999999999999,0.040080494685694995,2,low
Dasol,0.007124497859910439,0.51792,0.96,0.5598027665052144,0.13942520171433304,0,medium
Datu Abdullah Sangki,0.01644114890748563,0.5189199999999999,0.97692,0.5550028363223807,0.8271962503741347,0,medium
Datu Anggal Midtimbang,0.01068674678986566,0.51136,1.0,0.5530828642492472,0.8569996624827261,0,medium
Datu Blah Sinsuat,0.05891411691849017,0.50072,0.2,0.5527337784177684,0.8692267033477892,1,high
Datu Hoffer Ampatuan,0.010960765938323753,0.5038,0.0,0.5779988654710476,0.8675709582306452,1,high
Datu Odin Sinsuat,0.05206363820703783,0.50732,0.99092,0.5527337784177684,0.5834196231269383,0,medium
Datu Paglas,0.006302440414536158,0.503,0.99428,0.5562246367325565,0.8007043284998312,0,medium
Datu Piang,0.05891411691849017,0.5036400000000001,0.9272800000000001,0.5527337784177684,0.6357666418304898,0,medium
Datu Salibo,0.01068674678986566,0.5151600000000001,1.0,0.5530828642492472,0.7274694483184634,0,medium
Datu Saudi-Ampatuan,0.002740191484580938,0.501,0.98284,0.5633808962778722,0.7655515860127746,0,medium
Datu Unsay,0.01068674678986566,0.0038,0.0,0.0,0.833055040788644,1,high
Dauin,0.00794655530528472,0.501,0.9282,0.549024741458306,0.19495634564316144,0,medium
Dauis,0.006850478711452346,0.501,0.9485600000000001,0.0,0.1096217896057416,0,medium
Davao,0.9999999999999999,1.0,0.9230800000000001,0.8181699175284722,0.11726369014640607,2,low
Del Carmen,0.010412727641407566,0.6909200000000001,0.89232,0.5524283283152245,0.4244680918811175,0,medium
Del Gallego,0.0,0.503,0.9897600000000001,0.436793646637867,0.36167714243865784,0,medium
Delfin Albano,0.004932344672245689,0.502,0.9948800000000001,0.5562246367325565,0.18795127014755236,0,medium
Diadi,0.006576459562994252,0.5,0.59428,0.5454466116856481,0.15458163778665088,0,medium
Diffun,0.05891411691849017,0.5095200000000001,0.9272800000000001,0.547279312300912,0.10758394946156442,0,medium
Digos,0.5077574820928479,1.0,0.952,0.8181699175284722,0.04160887479382788,2,low
Dilasag,0.006028421266078065,0.5,0.96,0.5598027665052144,0.135986346471034,0,medium
Dimasalang,0.0,0.0,0.13848000000000002,0.0,0.4043444204573677,1,high
Dimataling,0.011782823383698035,0.503,0.9897600000000001,0.5454466116856481,0.43771405281826925,0,medium
Dimiao,0.006302440414536158,0.502,0.9371600000000001,0.5454466116856481,0.2548178998783664,0,medium
Dinagat,0.01068674678986566,0.5492400000000001,0.96924,0.5512065279050486,0.42204815670990703,0,medium
Dinalungan,0.006850478711452346,0.501,0.91284,0.549024741458306,0.15980360315610492,0,medium
Dinalupihan,0.05891411691849017,0.5044,0.9545600000000001,0.5527337784177684,0.052944360595813506,0,medium
Dinapigue,0.05233765735549592,0.51168,0.9384800000000001,0.8363660164943055,0.5427901852524055,0,medium
Dinas,0.007124497859910439,0.5,0.96924,0.5454466116856481,0.44089817804354614,0,medium
Dingalan,0.006576459562994252,0.503,0.99428,0.5598027665052144,0.134203236344879,0,medium
Dingle,0.006850478711452346,0.52392,0.97144,0.43657546799319275,0.19470161562513932,0,medium
Dingras,0.05891411691849017,0.50584,0.96364,0.5527337784177684,0.0489960453164702,0,medium
Dipaculao,0.00575440211761997,0.5189199999999999,0.9025600000000001,0.5598027665052144,0.11662686510135069,0,medium
Diplahan,0.0,0.0,0.0,0.0,0.3400250909067752,1,high
Dipolog,0.511319731022803,1.0,0.99092,0.548413841253218,0.20043304103063764,2,low
Ditsaan-Ramain,0.006576459562994252,0.503,1.0,0.5813151808700964,0.9015774156366021,0,medium
Divilacan,0.05425579139470258,0.51244,0.93332,0.547279312300912,0.5780702927484731,0,medium
Dolores (AA),0.010412727641407566,0.52272,0.97692,0.5454466116856481,0.171903279012157,0,medium
Dolores (ES),0.006850478711452346,0.5,0.8857200000000001,0.0,0.6769055397410669,0,medium
Dolores (QN),0.006302440414536158,0.5069600000000001,0.9314399999999999,0.5598027665052144,0.05281699558680243,0,medium
Don Carlos,0.04850138927708261,0.50148,0.9,0.5454466116856481,0.3167172942577485,0,medium
Don Marcelino,0.006576459562994252,0.501,0.9846,0.5454466116856481,0.4546535990167421,0,medium
Don Victoriano Chiongbian,0.006302440414536158,0.501,0.95428,0.5598027665052144,0.42727012207936116,0,medium
Dona Remedios Trinidad,0.05891411691849017,0.5022000000000001,0.9545600000000001,0.43984814766330665,0.44459176330486727,0,medium
Donsol,0.0,0.501,0.95428,0.4381027185059126,0.11764578517343928,0,medium
Duenas,0.006850478711452346,0.502,0.95428,0.5741589213247807,0.24717599933770196,0,medium
Duero,0.007124497859910439,0.501,0.96,0.0,0.23342057836450592,0,medium
Dulag,0.006850478711452346,0.53488,0.9885600000000001,0.007156259545315705,0.2857675970680575,0,medium
Dumaguete,0.6781973924337822,1.0,0.9818,0.8181699175284722,0.012824382757325076,2,low
Dumalag,0.005480382969161876,0.501,0.90284,0.5526028712309639,0.024796693604366062,0,medium
Dumalinao,0.017537225501318005,0.503,0.97716,0.5454466116856481,0.38995217443911634,0,medium
Dumalneg,0.01068674678986566,0.53788,0.9513600000000001,0.5530828642492472,0.06351565634373267,0,medium
Dumangas,0.04904942757399879,0.50512,0.9794800000000001,0.5545228433040973,0.15216170261544046,0,medium
Dumanjug,0.005206363820703783,0.505,0.8857200000000001,0.5598027665052144,0.25609154996847716,0,medium
Dumaran,0.006850478711452346,0.41740000000000005,0.7946,0.45381158092245927,0.16973807385896872,0,medium
Dumarao,0.05233765735549592,0.50292,0.90908,0.547279312300912,0.07637952225385118,0,medium
Dumingag,0.05891411691849017,0.5022000000000001,0.9182000000000001,0.5454466116856481,0.47847085570181297,0,medium
Dupax Del Norte,0.006850478711452346,0.503,0.95384,0.5598027665052144,0.15318062268752908,0,medium
Dupax Del Sur,0.027401914845809384,0.5044,0.95384,0.5636427106514814,0.17559686427347815,0,medium
E. B. Magalona,0.06357244244227776,0.5022000000000001,0.89744,0.5909150412357638,0.16298772838138179,0,medium
Echague,0.047679331831708326,0.50148,0.9272800000000001,0.9818039010341667,0.1799272745798547,0,medium
El Nido,0.0008220574453742815,0.5022000000000001,0.96924,0.5454466116856481,0.14184513688554343,0,medium
El Salvador,0.4044522631241465,1.0,0.984,0.9999999999999999,0.10210725407408823,2,low
Enrile,0.006850478711452346,0.40080000000000005,0.97144,0.43657546799319275,0.2470486343286909,0,medium
Enrique Villanueva,0.01068674678986566,0.51136,0.9892000000000002,0.5722389492516472,0.1554731928497284,0,medium
Escalante,0.5146079608043002,1.0,0.9454400000000001,0.9999999999999999,0.2944284176808105,2,low
Esperanza (AS),0.05891411691849017,0.5,0.90908,0.5454466116856481,0.37555992842086494,0,medium
Esperanza (MS),0.009590670196033284,0.4606,0.0,0.48509839856874803,0.5537435760273579,1,high
Esperanza (SK),0.056995982879283515,0.5022000000000001,0.80908,0.547279312300912,0.32232135465423584,0,medium
Estancia,0.05946215521540636,0.50072,0.96364,0.547279312300912,0.26233243541001977,0,medium
Famy,0.008220574453742815,0.5038,0.79444,0.5530828642492472,0.00747505237885995,0,medium
Ferrol,0.14879239761274496,0.0,0.77776,0.009294410263123444,0.2299817231212069,0,medium
Flora,0.006850478711452346,0.40476,0.9948800000000001,0.5454466116856481,0.1986499309044826,0,medium
Floridablanca,0.0,0.50584,0.97272,0.5454466116856481,0.009258162505014992,0,medium
Gabaldon,0.006576459562994252,0.5109600000000001,0.9589600000000001,0.549024741458306,0.0628788312986773,0,medium
Gainza,0.0046583255237875945,0.0,0.96152,0.5530828642492472,0.30423552337466325,0,medium
Galimuyod,0.010138708492949473,0.5069600000000001,0.9846,0.549024741458306,0.060076801100433674,0,medium
Gamay,0.006850478711452346,0.501,0.9885600000000001,0.0,0.3981035350158251,0,medium
Gamu,0.006850478711452346,0.504,0.99428,0.43657546799319275,0.1662992186156697,0,medium
Ganassi,0.0,0.51992,0.99428,0.5598027665052144,0.9171159467359532,0,medium
Gandara,0.05425579139470258,0.51464,0.96364,0.5454466116856481,0.3711021531054773,0,medium
Gapan,0.6042122223500969,1.0,0.99992,0.9999999999999999,0.040207859694706055,2,low
Garchitorena,0.0,0.0,0.07692,0.0,0.4963019569633634,1,high
Garcia-Hernandez,0.005206363820703783,0.50996,0.9589600000000001,0.549024741458306,0.1962299957332722,0,medium
Gasan,0.006850478711452346,0.502,0.9485600000000001,0.5598027665052144,0.1713938189761127,0,medium
Gattaran,0.05891411691849017,0.5044,0.84544,0.547279312300912,0.18451241490425335,0,medium
Gen S.K Pendatun,0.006850478711452346,0.502,1.0,0.549024741458306,0.13840628164224444,0,medium
Gen. Emilio Aguinaldo,0.01068674678986566,0.5038,0.89232,0.5454466116856481,0.4900610715218208,0,medium
Gen. Mariano Alvarez,0.053433733949328294,0.53508,0.9818,0.003621765501592704,0.20590973641811383,0,medium
General Luna  (SN),0.015345072313653254,0.4212,0.39444,0.44333900597809484,0.7101478070929573,1,high
General Luna (QN),0.018907321243608475,0.503,0.9897600000000001,0.5598027665052144,0.05740213591120111,0,medium
General Macarthur,0.0,0.0,0.0,0.000872714578697037,0.20883913162536855,1,high
General Mamerto Natividad,0.007124497859910439,0.40476,0.97144,0.3272679670113889,0.2344394984365945,0,medium
General Nakar,0.23730058256470926,0.50148,0.95384,0.5454466116856481,0.037023734469429206,0,medium
General Santos,0.45706393962810055,1.0,0.9846,0.8181699175284722,0.019829458252934164,2,low
General Tinio,0.05425579139470258,0.50292,0.96364,0.5454466116856481,0.05307172560482458,0,medium
General Trias,0.7020370583496364,1.0,0.9545600000000001,0.9999999999999999,0.9120213463755101,2,low
Gerona,0.05891411691849017,0.57308,0.8,0.5545228433040973,0.050142330397569865,0,medium
Getafe,0.005480382969161876,0.503,0.9948800000000001,0.5454466116856481,0.40383496042132344,0,medium
Gigaquit,0.006850478711452346,0.51692,0.7892000000000001,0.549024741458306,0.47172051022422606,0,medium
Gigmoto,0.0046583255237875945,1.0,0.7230800000000001,0.9999999999999999,0.31760884932082606,2,low
Ginatilan,0.010412727641407566,0.5151600000000001,0.9230800000000001,0.5473665837587817,0.2242502977157086,0,medium
Gingoog,0.7020370583496364,1.0,0.99912,0.9999999999999999,0.26156824535595335,2,low
Giporlos,0.010138708492949473,0.60984,0.5892000000000001,0.4675131998080027,0.6286342013258697,0,medium
Gitagum,0.00794655530528472,0.50756,0.8461600000000001,0.5530828642492472,0.1738137541473231,0,medium
Glan,0.061380289254613016,0.50148,0.7818,0.5527337784177684,0.47261206528730354,0,medium
Gloria,0.006850478711452346,0.5,0.99428,0.4675131998080027,0.15432690776862873,0,medium
Goa,0.16139727844181728,0.5038,0.9025600000000001,0.5492865558319151,0.3358220456094097,0,medium
Godod,0.007124497859910439,0.501,0.9589600000000001,0.5598027665052144,0.7273420833094523,0,medium
Gonzaga,0.05562588713699304,0.50512,0.96924,0.547279312300912,0.12732552585828094,0,medium
Governor Generoso,0.04603521694095976,0.5044,0.9794800000000001,0.5527337784177684,0.41848193645759696,0,medium
Gregorio Del Pilar,0.01068674678986566,0.52652,0.9230800000000001,0.5492865558319151,0.09599373364155665,0,medium
Guagua,0.06001019351232255,0.5321600000000001,0.9545600000000001,0.5490683771872409,0.017791618108756974,0,medium
Gubat,0.04466512119866929,0.40048000000000006,0.79392,0.4381027185059126,0.3080564736449955,0,medium
Guiguinto (BU),0.09207043388191952,0.5036400000000001,0.9743600000000001,0.547279312300912,0.041863604811850044,0,medium
Guihulngan,0.4044522631241465,1.0,0.8,0.9999999999999999,0.37581465843888706,2,low
Guimba,0.050419523316289266,0.50292,0.9818,0.5527337784177684,0.02683453374854326,0,medium
Guimbal,0.006850478711452346,0.5109600000000001,0.94284,0.5526028712309639,0.11802788020047252,0,medium
Guinayangan,0.005480382969161876,0.51992,0.99428,0.5454466116856481,0.18909755522865201,0,medium
Guindulman,0.005480382969161876,0.505,0.94284,0.5598027665052144,0.26755440077947384,0,medium
Guindulungan,0.01068674678986566,0.53032,0.9846,0.5530828642492472,0.8713919085009775,0,medium
Guinobatan,0.05589990628545115,0.5,0.82728,0.5454466116856481,0.29824936795114276,0,medium
Guinsiliban,0.012330861680614221,0.6818,0.97692,0.5512065279050486,0.3587477472314031,0,medium
Guipos,0.0,0.40080000000000005,0.77296,0.43657546799319275,0.37492310337580953,0,medium
Guiuan,0.07590330412289199,0.5044,0.96364,0.44072086224200374,0.5241948939367886,0,medium
Gumaca,0.05891411691849017,0.50584,0.9025600000000001,0.9818039010341667,0.07013863681230854,0,medium
Gutalac,0.04274698715946264,0.50072,0.9818,0.5454466116856481,0.731927223633851,0,medium
Hadji Mohammad Ajul,0.0,0.0,0.0,0.0,1.0,1,high
Hadji Muhtamad,0.0010960765938323753,0.4,0.6000000000000001,0.43635728934851853,0.9295977176190385,1,high
Hadji Panglima Tahil,0.0,0.0,0.0,0.0,0.9712460755656598,1,high
Hagonoy (BU),0.054529810543160674,0.5022000000000001,0.90908,0.5454466116856481,0.034221704271185566,0,medium
Hagonoy (DS),0.006028421266078065,0.5149600000000001,0.9846,0.5669590260505301,0.1520343376064294,0,medium
Hamtic,0.0,0.5,0.7946,0.0,0.2070560214992135,0,medium
Hermosa,0.053433733949328294,0.5022000000000001,0.96364,0.43984814766330665,0.08656872297473714,0,medium
Hernani,0.01068674678986566,0.5,0.6102400000000001,0.0,0.6045622146227766,1,high
Hilongos,0.06028421266078065,0.5022000000000001,0.97272,0.0,0.3038534283476301,0,medium
Himamaylan,0.4208934120316321,1.0,0.9279999999999999,0.9999999999999999,0.2772341414643155,2,low
Hinabangan,0.006850478711452346,0.0,0.6000000000000001,0.5454466116856481,0.33276528539314393,1,high
Hinatuan,0.05891411691849017,0.5036400000000001,0.96364,0.5509010778025046,0.3702105980423998,0,medium
Hindang,0.049597465870914986,0.6515200000000001,0.9513600000000001,0.5913950342540472,0.272903731157939,0,medium
