,id,DOCTOR,NURSE,MIDWIFE,DENTIST,NUTRITIONI,PHARMACIST,OCCUPATION,MEDICAL TE,PHYSICAL T,RADIOLOGY,X-RAY TECH,year
415,Dagohoy,0,0,0,0,0,0,0,0,0,0,0,2017
416,Daguioman,10,10,2,0,0,0,0,0,0,0,0,2017
417,Dagupan,3200,5950,51,12,7,86,0,73,12,11,4,2017
418,Dalaguete,20,110,25,0,0,0,0,0,0,0,0,2017
419,Damulog,0,10,8,1,0,0,0,1,0,0,0,2017
420,Danao (BL),0,0,0,0,0,0,0,0,0,0,0,2017
421,Danao (CU),140,750,22,3,1,3,0,6,0,1,0,2017
422,Dangcagan,10,0,13,1,0,1,0,1,0,0,0,2017
423,Danglas,0,10,2,0,0,0,0,0,0,0,0,2017
424,Dao,50,150,13,0,1,1,1,2,0,0,0,2017
425,Dapa,10,0,11,0,0,0,0,0,0,0,0,2017
426,Dapitan,210,460,28,2,2,5,0,11,0,3,0,2017
427,Daraga,80,260,17,2,1,2,0,7,0,0,1,2017
428,Daram,0,0,0,0,0,0,0,0,0,0,0,2017
429,Dasmarinas,2420,4860,55,1,8,21,0,39,12,44,2,2017
430,Dasol,70,220,15,0,1,8,0,4,0,0,0,2017
431,Datu Abdullah Sangki,0,0,0,0,0,0,0,0,0,0,0,2017
432,Datu Anggal Midtimbang,10,30,6,0,0,0,0,0,0,0,0,2017
433,Datu Blah Sinsuat,0,0,0,0,0,0,0,0,0,0,0,2017
434,Datu Hoffer Ampatuan,0,0,0,0,0,0,0,0,0,0,0,2017
435,Datu Odin Sinsuat,60,140,7,4,2,2,0,4,1,1,1,2017
436,Datu Paglas,0,0,0,0,0,0,0,0,0,0,0,2017
437,Datu Piang,0,0,0,0,0,0,0,0,0,0,0,2017
438,Datu Salibo,0,0,0,0,0,0,0,0,0,0,0,2017
439,Datu Saudi-Ampatuan,0,0,0,0,0,0,0,0,0,0,0,2017
440,Datu Unsay,0,0,0,0,0,0,0,0,0,0,0,2017
441,Dauin,10,20,13,0,0,0,0,0,0,0,0,2017
442,Dauis,0,0,0,0,0,0,0,0,0,0,0,2017
443,Davao,6830,1353,113,27,25,89,0,190,2,84,3,2017
444,Del Carmen,10,40,2,1,0,0,0,0,0,0,0,2017
445,Delfin Albano,50,110,9,0,0,1,0,3,0,0,0,2017
446,Del Gallego,10,0,5,0,0,0,0,1,0,0,0,2017
447,Diadi,10,10,3,1,0,0,0,0,0,0,0,2017
448,Diffun,30,240,19,2,1,2,0,3,0,1,0,2017
449,Digos,1510,2490,47,12,4,56,0,35,1,10,4,2017
450,Dilasag,0,10,7,1,0,0,0,1,0,0,0,2017
451,Dimasalang,50,90,1,0,0,1,0,1,0,0,0,2017
452,Dimataling,10,10,6,0,0,1,0,0,0,0,0,2017
453,Dimiao,0,0,0,0,0,0,0,0,0,0,0,2017
454,Dinagat,50,40,7,0,0,0,0,0,0,0,0,2017
455,Dinalungan,0,0,0,0,0,0,0,0,0,0,0,2017
456,Dinalupihan,180,470,14,1,1,4,0,8,1,1,1,2017
457,Dinapigue,10,10,4,0,0,0,0,0,0,0,0,2017
458,Dinas,0,0,0,0,0,0,0,0,0,0,0,2017
459,Dingalan,20,80,1,0,0,1,0,0,0,0,0,2017
460,Dingle,10,20,8,0,0,0,1,0,0,0,0,2017
461,Dingras,60,130,18,1,1,15,0,2,0,0,0,2017
462,Dipaculao,10,10,8,1,0,0,0,0,0,0,0,2017
463,Diplahan,0,10,4,1,0,1,0,1,0,0,0,2017
464,Dipolog,950,970,11,2,5,7,0,22,2,3,1,2017
465,Ditsaan-Ramain,0,0,0,0,0,0,0,0,0,0,0,2017
466,Divilacan,0,0,0,0,0,0,0,0,0,0,0,2017
467,Dolores (AA),50,100,6,0,0,0,0,2,0,0,0,2017
468,Dolores (ES),40,100,14,2,0,2,0,6,0,0,0,2017
469,Dolores (QN),0,0,0,0,0,0,0,0,0,0,0,2017
470,Don Carlos,10,0,0,0,0,0,0,0,0,0,0,2017
471,Don Marcelino,20,30,15,1,0,1,0,0,0,0,0,2017
472,Donsol,40,190,7,2,1,1,0,2,0,0,1,2017
473,Don Victoriano Chiongbian,10,10,4,0,0,0,0,0,0,0,0,2017
474,Dona Remedios Trinidad,10,10,5,0,1,0,0,1,0,0,0,2017
475,Duero,50,140,5,0,0,0,0,1,0,0,0,2017
476,Duenas,10,60,11,0,0,0,0,1,0,0,0,2017
477,Dulag,10,20,5,1,0,6,0,1,0,0,0,2017
478,Dumaguete,1340,4130,40,7,12,22,0,77,6,11,0,2017
479,Dumalag,10,100,13,0,0,0,0,1,0,0,0,2017
480,Dumalinao,10,10,5,0,0,1,0,0,0,0,0,2017
481,Dumalneg,10,10,1,0,0,0,0,0,0,0,0,2017
482,Dumangas,100,340,10,1,1,3,0,7,0,2,0,2017
483,Dumanjug,0,0,0,0,0,0,0,0,0,0,0,2017
484,Dumaran,0,0,9,0,0,0,0,0,0,0,0,2017
485,Dumarao,10,90,16,0,0,0,0,1,0,0,0,2017
486,Dumingag,30,40,6,0,0,0,0,1,0,0,0,2017
487,Dupax Del Norte,40,320,16,2,1,2,0,4,0,0,1,2017
488,Dupax Del Sur,10,60,11,1,0,0,0,1,0,0,0,2017
489,Echague,140,880,42,2,3,9,0,8,2,4,0,2017
490,El Nido,10,10,10,0,0,0,0,1,0,0,0,2017
491,El Salvador,30,20,6,0,0,0,0,0,0,0,0,2017
492,Enrile,10,20,8,1,0,0,0,0,0,0,0,2017
493,E. B. Magalona,10,160,16,1,0,0,0,1,0,0,0,2017
494,Enrique Villanueva,0,0,0,0,0,0,0,0,0,0,0,2017
495,Escalante,130,360,20,2,1,4,2,2,2,0,0,2017
496,Esperanza (AS),20,50,19,2,0,1,0,3,0,0,0,2017
497,Esperanza (MS),0,10,5,0,0,0,0,1,0,0,0,2017
498,Esperanza (SK),430,260,27,2,2,5,0,4,0,2,0,2017
499,Estancia,20,100,9,0,0,0,0,1,0,0,0,2017
500,Famy,10,10,2,0,0,0,0,0,0,0,0,2017
501,Ferrol,0,0,0,0,0,0,0,0,0,0,0,2017
502,Flora,40,110,11,2,1,1,0,2,0,0,0,2017
503,Floridablanca,170,360,20,3,1,1,0,14,0,1,0,2017
504,Gabaldon,30,60,4,0,0,0,0,1,0,0,0,2017
505,Gainza,10,0,3,0,0,0,0,1,0,0,0,2017
506,Galimuyod,10,10,3,0,0,0,0,0,0,0,0,2017
507,Gamay,20,60,9,1,1,1,0,2,0,0,0,2017
508,Gamu,10,10,8,0,0,0,0,0,0,0,0,2017
509,Ganassi,0,0,0,0,0,0,0,0,0,0,0,2017
510,Gandara,0,0,0,0,0,0,0,1,0,0,0,2017
511,Gapan,420,630,3,2,1,4,0,8,1,2,4,2017
512,Garchitorena,20,60,5,0,0,0,0,3,0,0,0,2017
513,Garcia-Hernandez,20,20,0,0,0,0,0,1,0,0,0,2017
514,Gasan,10,20,6,0,0,6,0,0,1,0,0,2017
515,Gattaran,40,80,11,2,0,0,0,2,0,0,0,2017
516,Gen. Emilio Aguinaldo,0,0,0,0,0,0,0,0,0,0,0,2017
517,General Luna (QN),0,0,0,0,0,0,0,0,0,0,0,2017
518,General Luna  (SN),0,0,6,0,0,0,0,0,0,0,0,2017
519,General Macarthur,20,40,8,1,0,0,0,4,0,0,0,2017
520,General Mamerto Natividad,0,50,1,1,0,1,0,0,0,0,0,2017
521,General Nakar,0,0,0,0,0,0,0,0,0,0,0,2017
522,General Santos,1890,7520,116,7,16,23,0,54,11,22,7,2017
523,General Tinio,20,70,7,1,0,0,0,1,0,0,0,2017
524,General Trias,670,1480,4,2,3,5,0,16,0,9,0,2017
525,Gen. Mariano Alvarez,50,150,8,0,1,2,0,2,0,0,0,2017
526,Gen S.K Pendatun,0,0,0,0,0,0,0,0,0,0,0,2017
527,Gerona,50,100,15,0,1,1,0,3,0,0,0,2017
528,Getafe,10,90,8,0,0,0,0,0,0,0,0,2017
529,Gigaquit,20,50,4,1,1,2,0,0,0,0,0,2017
530,Gigmoto,20,40,3,1,1,1,0,1,0,0,0,2017
531,Ginatilan,0,0,0,0,0,1,0,0,0,0,0,2017
532,Gingoog,380,870,65,3,1,4,0,9,0,3,0,2017
533,Giporlos,0,0,3,0,0,0,0,1,0,0,0,2017
534,Gitagum,0,0,4,0,0,0,0,0,0,0,0,2017
535,Glan,30,190,4,0,0,1,0,2,0,1,0,2017
536,Gloria,40,170,18,0,0,5,0,1,0,0,0,2017
537,Goa,180,360,19,5,1,2,0,10,0,0,1,2017
538,Godod,10,20,6,0,0,0,0,0,0,0,0,2017
539,Gonzaga,90,350,16,2,1,1,0,4,0,1,0,2017
540,Governor Generoso,70,200,18,0,3,5,0,5,0,0,1,2017
541,Gregorio Del Pilar,20,20,5,0,0,0,0,0,0,0,0,2017
542,Guagua,270,800,62,9,5,8,0,25,0,0,0,2017
543,Gubat,110,150,25,8,1,1,0,6,0,1,0,2017
544,Guiguinto (BU),390,300,11,1,0,1,0,12,0,1,0,2017
545,Guihulngan,90,300,33,1,1,1,0,5,0,0,1,2017
546,Guimba,160,380,15,2,0,4,0,7,0,0,3,2017
547,Guimbal,100,290,1,1,0,2,0,6,0,2,0,2017
548,Guinayangan,40,110,0,0,0,1,0,2,0,1,0,2017
549,Guindulman,60,20,0,0,0,1,0,1,0,0,0,2017
550,Guindulungan,0,0,0,0,0,0,0,0,0,0,0,2017
551,Guinobatan,130,200,18,1,0,0,0,3,0,0,0,2017
552,Guinsiliban,10,40,2,0,0,0,0,0,0,0,0,2017
553,Guipos,0,0,0,0,0,0,0,0,0,0,0,2017
554,Guiuan,110,90,10,0,0,1,0,8,0,0,0,2017
555,Gumaca,160,590,8,0,1,1,0,5,0,0,2,2017
556,Gutalac,10,50,5,0,0,1,0,1,0,0,0,2017
557,Hadji Mohammad Ajul,0,0,0,0,0,0,0,0,0,0,0,2017
558,Hadji Muhtamad,0,0,0,0,0,0,0,0,0,0,0,2017
559,Hadji Panglima Tahil,0,0,0,0,0,0,0,0,0,0,0,2017
560,Hagonoy (BU),280,440,31,2,1,4,0,5,1,2,0,2017
561,Hagonoy (DS),80,200,13,1,0,1,0,1,0,0,0,2017
562,Hamtic,20,10,12,0,0,0,0,1,0,0,0,2017
563,Hermosa,10,50,16,1,0,0,0,1,0,0,0,2017
564,Hernani,10,10,5,0,0,0,0,0,0,0,0,2017
565,Hilongos,80,120,19,3,1,1,0,7,0,0,0,2017
566,Himamaylan,100,420,37,2,1,2,0,3,1,0,1,2017
567,Hinabangan,0,0,0,0,0,0,0,0,0,0,0,2017
568,Hinatuan,70,140,20,2,1,2,0,3,0,1,0,2017
569,Hindang,10,0,7,0,0,0,0,1,0,0,0,2017
570,Hingyon,10,10,4,0,0,0,0,0,0,0,0,2017
571,Hinigaran,0,0,0,0,0,0,0,0,0,0,0,2017
572,Hinobaan,30,200,22,0,1,1,0,2,0,1,0,2017
573,Hinunangan,60,110,11,1,0,5,0,2,0,0,0,2017
574,Hinundayan,10,30,6,0,0,0,0,3,0,0,0,2017
575,Hungduan,30,80,11,0,1,1,0,2,0,0,0,2017
576,Iba,360,1320,17,3,4,5,0,11,1,4,0,2017
577,Ibaan,80,160,2,0,1,3,0,3,0,1,2,2017
578,Ibajay,20,150,13,1,0,0,0,1,0,0,0,2017
579,Igbaras,0,0,0,0,0,0,0,0,0,0,0,2017
580,Iguig,10,50,10,2,0,0,0,1,0,0,0,2017
581,Ilagan,730,1970,115,6,9,18,0,30,0,9,3,2017
582,Iligan,1450,3240,81,4,8,14,0,24,5,2,4,2017
583,Ilog,10,120,22,1,0,0,0,1,0,0,0,2017
584,Iloilo,1132,1386,180,27,38,86,1,227,37,86,16,2017
585,Imelda,30,40,3,2,0,6,0,1,0,0,0,2017
586,Impasug-Ong,10,20,16,1,0,0,0,1,0,0,0,2017
587,Imus,950,2480,9,0,6,7,2,17,16,29,1,2017
588,Inabanga,40,150,0,0,0,1,0,3,0,0,1,2017
589,Indanan,0,0,0,0,0,0,0,0,0,0,0,2017
590,Indang,0,0,0,0,0,0,0,0,0,0,0,2017
591,Infanta (PS),0,10,7,0,0,4,0,1,0,0,0,2017
592,Infanta (QN),60,250,5,1,1,1,0,3,0,1,0,2017
593,Initao,100,190,14,1,1,2,0,3,0,0,0,2017
594,Inopacan,10,10,5,0,0,0,0,1,0,0,0,2017
595,Ipil,450,1420,18,3,3,29,0,18,0,6,3,2017
596,Iriga,650,1810,35,7,4,6,0,16,0,4,4,2017
597,Irosin,140,360,21,2,1,1,0,3,0,2,0,2017
598,Isabel,110,100,3,3,1,1,0,4,0,0,0,2017
599,Isabela (BAS),320,1090,40,3,4,21,0,21,0,6,3,2017
600,Isabela (NO),0,0,0,0,0,0,0,0,0,0,0,2017
601,Igacos,230,480,8,3,2,4,0,8,0,4,0,2017
602,Isulan,380,630,32,8,4,17,0,14,1,4,0,2017
603,Itbayat,0,40,6,1,0,0,0,0,0,0,0,2017
604,Itogon,20,70,20,2,1,1,0,1,0,0,0,2017
605,Ivana,10,20,2,0,0,0,0,0,0,0,0,2017
606,Ivisan,10,10,8,0,0,0,0,1,0,0,0,2017
607,Jabonga,20,40,12,1,0,1,0,1,0,0,0,2017
608,Jaen,10,20,9,1,0,0,0,0,0,0,0,2017
609,Jagna,90,660,10,0,1,2,0,5,0,1,0,2017
610,Jalajala,10,10,2,0,0,0,0,0,0,0,0,2017
611,Jamindan,30,120,17,0,0,1,2,1,0,0,0,2017
612,Janiuay,60,130,0,1,1,1,0,4,0,0,0,2017
613,Jaro,10,20,13,0,0,0,0,1,0,0,0,2017
614,Jasaan,40,30,17,0,0,0,0,1,0,0,0,2017
615,Javier,0,0,0,0,0,0,0,0,0,0,0,2017
616,Jiabong,0,0,0,0,0,0,0,0,0,0,0,2017
617,Jimalalud,0,0,0,0,0,0,0,0,0,0,0,2017
618,Jimenez,10,50,9,0,0,0,0,2,0,0,0,2017
619,Jipapad,0,0,0,0,0,0,0,0,0,0,0,2017
620,Jolo,190,310,4,2,1,1,0,4,0,0,1,2017
621,Jomalig,20,70,2,0,0,0,0,0,0,0,0,2017
622,Jones,40,60,22,0,1,1,0,0,0,0,0,2017
623,Jordan,20,380,21,4,3,4,0,17,2,0,0,2017
624,Jose Abad Santos,40,20,2,1,0,1,0,0,0,0,0,2017
625,Jose Dalman,10,20,5,0,0,0,0,0,0,0,0,2017
626,Josefina,10,10,1,0,0,0,0,0,0,0,0,2017
627,Jose Panganiban,100,230,12,1,0,1,0,3,0,0,1,2017
628,Jovellar,10,10,6,1,0,0,0,1,0,0,0,2017
629,Juban,10,0,6,0,0,0,0,1,0,0,0,2017
630,Julita,10,0,3,0,0,0,0,0,0,0,0,2017
631,Kabacan,360,770,31,2,3,14,0,12,0,3,4,2017
632,Kabankalan,30,240,8,2,0,0,0,0,0,0,0,2017
633,Kabasalan,60,170,1,0,1,10,0,2,0,1,0,2017
634,Kabayan,10,0,9,0,0,0,0,0,0,0,0,2017
635,Kabugao,20,60,10,1,1,1,0,2,0,1,0,2017
636,Kabuntalan,10,30,8,0,0,0,0,0,0,0,0,2017
637,Kadingilan,20,10,7,0,0,0,0,2,0,0,0,2017
638,Kalamansig,20,40,3,0,1,6,0,1,0,0,0,2017
639,Kalawit,10,10,10,0,0,0,0,0,0,0,0,2017
640,Kalayaan (LA),20,10,5,0,0,0,0,0,0,0,0,2017
641,Kalayaan (PN),0,0,0,0,0,0,0,0,0,0,0,2017
642,Kalibo,1150,1260,6,5,6,12,3,14,3,4,6,2017
643,Kalilangan,30,170,6,0,1,1,0,2,0,1,0,2017
644,Kalingalan Caluang,0,0,0,0,0,0,0,0,0,0,0,2017
645,Kananga,20,60,8,0,0,0,0,2,0,0,0,2017
646,Kapai,0,0,0,0,0,0,0,0,0,0,0,2017
647,Kapalong,120,170,8,0,0,2,0,3,0,1,0,2017
648,Kapangan,40,80,11,0,0,1,0,3,0,1,0,2017
649,Kapatagan (LN),50,120,7,2,1,1,0,3,0,0,0,2017
650,Kapatagan (LS),0,0,0,0,0,0,0,0,0,0,0,2017
651,Kasibu,40,310,19,2,1,2,0,3,0,0,0,2017
652,Katipunan,10,20,14,0,0,1,0,1,0,0,0,2017
653,Kauswagan,0,0,0,0,0,0,0,0,0,0,0,2017
654,Kawayan,10,0,6,0,0,0,0,1,0,0,0,2017
655,Kawit,0,0,0,0,0,0,0,0,0,0,0,2017
656,Kayapa,50,80,13,1,1,2,0,2,0,1,0,2017
657,Kiamba,40,90,11,2,1,1,0,2,0,0,0,2017
658,Kiangan,10,10,7,1,0,0,0,2,0,0,0,2017
659,Kibawe,230,50,9,0,0,0,0,1,0,0,0,2017
660,Kiblawan,50,70,6,2,1,3,0,1,0,0,0,2017
661,Kibungan,0,0,8,0,0,0,0,1,0,0,0,2017
662,Kidapawan,1560,5430,144,5,15,51,1,70,3,14,5,2017
663,Kinoguitan,0,0,0,0,0,0,0,0,0,0,0,2017
664,Kitaotao,10,30,19,1,0,1,0,1,0,0,0,2017
665,Kitcharao,50,90,8,1,0,1,0,2,0,0,1,2017
666,Kolambugan,10,10,6,0,0,0,0,1,0,0,0,2017
667,Koronadal,860,2220,65,3,4,40,0,36,3,13,1,2017
668,Kumalarang,20,80,9,0,0,0,0,1,0,0,0,2017
669,Laak,160,190,0,0,0,1,0,3,0,0,0,2017
670,Labangan,20,20,5,0,0,0,0,0,0,0,0,2017
671,Labason,100,70,12,0,1,5,0,2,0,0,0,2017
672,Labo,160,530,32,1,1,2,0,13,0,2,0,2017
673,Labrador,60,120,9,0,0,5,0,2,0,0,0,2017
674,La Carlota,90,540,27,3,2,5,1,5,0,4,0,2017
675,La Castellana,0,0,0,0,0,0,0,0,0,0,0,2017
676,Lacub,10,60,6,0,0,0,0,0,0,0,0,2017
677,Lagangilang,0,10,3,0,0,0,0,0,0,0,0,2017
678,Lagawe,210,410,10,0,2,1,0,3,0,1,0,2017
679,Lagayan,0,10,1,0,0,0,0,0,0,0,0,2017
680,Lagonglong,0,0,0,0,0,0,0,0,0,0,0,2017
681,Lagonoy,0,0,0,0,0,0,0,0,0,0,0,2017
682,Laguindingan,0,0,0,0,0,0,0,0,0,0,0,2017
683,Lake Sebu,30,40,4,0,1,1,0,1,0,0,0,2017
684,Lakewood,10,10,0,0,0,0,0,0,0,0,0,2017
685,Lala,70,370,10,0,1,1,0,8,0,1,0,2017
686,La Libertad (NR),20,20,2,0,0,0,0,0,0,0,0,2017
687,La Libertad (ZN),20,110,8,0,0,0,0,0,0,0,0,2017
688,Lallo,30,20,8,1,0,0,0,0,0,0,0,2017
689,Lambayong,70,130,21,0,1,5,0,5,0,0,0,2017
690,Lambunao,100,240,0,1,0,3,0,5,0,2,1,2017
691,Lamitan,90,260,5,2,1,2,0,3,0,2,0,2017
692,Lamut,50,60,8,1,1,1,0,2,0,0,0,2017
693,Langiden,0,10,2,0,0,0,0,0,0,0,0,2017
694,Languyan,10,40,3,0,0,1,0,1,0,1,0,2017
695,Lantapan,20,40,11,1,0,3,0,2,0,0,0,2017
696,Lantawan,0,0,0,0,0,0,0,0,0,0,0,2017
697,Lanuza,10,10,6,1,0,0,0,1,0,0,0,2017
698,Laoac,0,0,0,0,0,1,0,0,0,0,0,2017
699,Laoag,1090,2690,69,9,3,53,0,26,4,9,1,2017
700,Laoang,10,10,13,1,0,0,0,3,0,0,0,2017
701,La Paz (AA),20,140,8,0,1,1,0,1,0,0,0,2017
702,La Paz (AS),30,50,6,1,0,1,0,2,0,0,0,2017
703,La Paz (LE),10,10,5,0,0,1,0,0,0,0,0,2017
704,La Paz (TC),50,110,15,1,0,1,0,5,0,0,0,2017
705,Lapinig,0,0,0,0,0,0,0,0,0,0,0,2017
706,Lapu Lapu,280,2260,43,2,6,16,1,33,8,8,2,2017
707,Lapuyan,10,30,6,0,0,0,0,0,0,0,0,2017
708,Larena,0,0,0,0,0,0,0,0,0,0,0,2017
709,Lasam,60,180,9,1,0,3,0,3,0,3,0,2017
710,Las Navas,10,10,8,0,0,2,0,1,0,0,0,2017
711,Las Nieves,10,40,7,1,0,1,0,2,0,0,0,2017
712,Las Pinas,4860,4910,111,30,10,29,1,66,24,26,13,2017
713,La Trinidad,620,950,17,4,2,7,0,8,0,3,0,2017
714,Laua-An,10,20,8,0,0,0,0,1,0,0,0,2017
715,Laur,10,100,6,1,0,0,0,1,0,0,0,2017
716,Laurel,0,0,0,0,0,0,0,0,0,0,0,2017
717,Lavezares,10,20,6,0,0,0,0,1,0,0,0,2017
718,Lawaan,10,40,7,0,0,0,0,1,0,0,0,2017
719,Lazi,20,30,5,0,0,0,0,1,0,0,0,2017
720,Lebak,50,50,19,0,0,5,0,0,0,0,0,2017
721,Leganes,10,20,5,0,0,0,1,0,0,0,0,2017
722,Legazpi,2520,6140,58,6,12,19,2,53,6,10,8,2017
723,Lemery (BS),1120,1790,15,2,3,11,0,16,3,14,3,2017
724,Lemery (IO),0,0,0,0,0,0,0,0,0,0,0,2017
725,Leon,10,100,13,1,0,0,0,1,0,0,0,2017
726,Leyte,10,10,7,0,0,0,0,0,0,0,0,2017
727,Lezo,0,60,4,0,0,0,0,0,0,0,0,2017
728,Lian,130,60,3,0,1,2,0,1,0,0,0,2017
729,Lianga,50,60,9,2,1,1,0,3,0,0,0,2017
730,Libacao,20,30,0,1,0,0,0,1,0,0,0,2017
731,Libagon,10,10,4,0,0,0,0,0,0,0,0,2017
732,Libertad (AE),10,10,9,0,0,0,0,0,0,0,0,2017
733,Libertad (MO),10,10,2,0,0,0,0,0,0,0,0,2017
734,Libjo,30,60,7,0,1,1,0,2,0,0,0,2017
735,Libmanan,60,370,39,2,1,1,0,9,0,1,2,2017
736,Libon,60,120,14,1,0,1,0,3,0,0,0,2017
737,Libona,10,0,1,0,0,0,0,1,0,0,0,2017
738,Libungan,10,80,15,1,0,1,0,1,0,0,0,2017
739,Licab,10,30,4,1,0,0,0,0,0,0,0,2017
740,Licuan-Baay,10,20,2,0,0,0,0,0,0,0,0,2017
741,Lidlidda,10,50,3,0,0,0,0,0,0,0,0,2017
742,Ligao,160,680,20,2,1,3,0,10,0,2,1,2017
743,Lila,10,50,4,0,0,0,0,0,0,0,0,2017
744,Liliw,10,20,8,0,0,0,0,0,0,0,0,2017
745,Liloan (CU),10,60,16,1,0,4,0,0,0,0,0,2017
746,Liloan (SL),20,20,9,1,0,0,0,0,0,0,0,2017
747,Liloy,50,170,15,2,1,8,0,3,0,1,0,2017
748,Limasawa,20,40,6,1,0,0,0,1,0,0,0,2017
749,Limay,30,40,2,1,1,1,0,2,0,0,0,2017
750,Linamon,10,20,6,1,0,0,0,1,0,0,0,2017
751,Linapacan,10,60,9,1,0,0,0,0,0,0,0,2017
752,Lingayen,310,700,28,18,6,30,0,20,1,1,2,2017
753,Lingig,40,120,15,1,0,0,0,2,0,0,0,2017
754,Lipa,1590,5390,30,1,8,20,0,58,7,22,11,2017
755,Llanera,20,130,14,0,0,0,0,1,0,0,1,2017
756,Llorente,20,20,8,1,0,3,0,2,0,0,0,2017
757,Loay,0,60,6,2,0,0,0,0,0,0,0,2017
758,Lobo,40,150,7,1,1,2,0,2,0,0,1,2017
759,Loboc,10,10,5,1,0,0,0,0,0,0,0,2017
760,Looc (OM),0,20,2,1,0,0,0,0,0,0,0,2017
761,Looc (RN),60,130,13,0,1,1,0,1,0,0,0,2017
762,Loon,20,90,15,0,0,0,0,0,0,0,0,2017
763,Lope De Vega,0,10,6,0,0,0,0,0,0,0,0,2017
764,Lopez,0,0,0,0,0,0,0,0,0,0,0,2017
765,Lopez Jaena,20,50,5,0,0,0,0,1,0,0,0,2017
766,Loreto (AS),20,50,10,0,0,1,0,0,0,0,0,2017
767,Loreto (DI),30,40,7,0,0,0,0,1,0,0,0,2017
768,Los Banos,520,1630,8,2,5,6,0,14,4,16,1,2017
769,Luba,10,10,6,0,0,0,0,0,0,0,0,2017
770,Lubang,90,170,18,2,1,4,0,1,2,0,0,2017
771,Lubao,680,550,24,2,1,2,0,9,0,1,0,2017
772,Lubuagan,40,150,7,1,1,0,0,2,0,1,0,2017
773,Lucban,120,70,4,0,1,2,0,3,0,0,1,2017
774,Lucena,2880,5350,60,27,14,17,1,40,8,21,1,2017
775,Lugait,10,10,6,1,0,0,0,1,0,0,0,2017
776,Lugus,0,0,0,0,0,0,0,0,0,0,0,2017
777,Luisiana,70,180,6,3,1,2,0,3,0,0,0,2017
778,Lumba-Bayabao,0,0,0,0,0,0,0,0,0,0,0,2017
779,Lumbaca-Unayan,0,0,0,0,0,0,0,0,0,0,0,2017
780,Lumban,10,40,9,0,0,0,0,0,0,0,0,2017
781,Lumbatan,0,0,0,0,0,0,0,0,0,0,0,2017
782,Lumbayanague,0,0,0,0,0,0,0,0,0,0,0,2017
783,Luna (AO),380,850,25,1,1,6,0,11,0,7,0,2017
784,Luna (IA),10,60,6,0,0,0,0,1,0,0,0,2017
785,Luna (LU),10,10,12,1,0,0,0,0,0,0,0,2017
786,Lupao,10,10,4,1,0,0,0,1,0,0,0,2017
787,Lupi,10,10,8,0,0,0,0,1,0,0,0,2017
788,Lupon,50,130,32,1,1,5,0,3,0,1,0,2017
789,Lutayan,10,20,7,0,0,0,0,0,0,0,0,2017
790,Luuk,70,80,15,1,0,1,0,2,0,0,0,2017
791,Maasim,40,50,9,1,1,1,0,1,0,0,0,2017
792,Maasin (IO),0,0,0,0,0,0,0,0,0,0,0,2017
793,Maasin (SL),340,1030,25,8,2,21,0,19,3,2,0,2017
794,Ma-Ayon,10,70,12,0,0,0,0,0,0,0,0,2017
795,Mabalacat,1080,2240,30,3,1,4,0,9,1,1,4,2017
796,Mabinay,50,120,30,0,1,0,0,3,0,0,0,2017
797,Mabini (BS),0,0,0,0,0,0,0,0,0,0,0,2017
798,Mabini (BL),10,10,2,0,0,0,0,0,0,0,0,2017
799,Mabini (CV),0,0,0,0,0,0,0,0,0,0,0,2017
800,Mabini (PS),20,10,3,3,0,1,0,0,0,0,0,2017
801,Mabitac,20,10,4,0,0,0,0,1,0,0,0,2017
802,Mabuhay,10,20,6,0,0,2,0,0,0,0,0,2017
803,Macabebe,280,260,16,2,1,2,0,5,0,0,0,2017
804,Macalelon,0,0,0,0,0,0,0,0,0,0,0,2017
805,Macarthur,10,10,1,0,0,0,0,1,0,0,0,2017
806,Maco,20,50,0,0,0,0,0,1,0,0,0,2017
807,Maconacon,10,70,6,0,0,0,0,1,0,0,0,2017
808,Macrohon,30,10,4,0,0,0,0,0,0,0,0,2017
809,Madalag,20,110,8,1,0,1,1,1,0,0,0,2017
810,Madalum,10,70,2,0,0,0,0,0,0,0,0,2017
811,Madamba,0,0,0,0,0,0,0,0,0,0,0,2017
812,Maddela,50,170,30,2,1,6,0,4,0,1,0,2017
813,Madrid,80,300,8,2,1,1,0,3,0,1,0,2017
814,Madridejos,0,0,0,0,0,0,0,0,0,0,0,2017
815,Magalang,70,130,13,0,0,0,0,1,0,0,0,2017
816,Magallanes (AN),50,110,6,1,0,0,0,2,0,0,0,2017
817,Magallanes (CE),0,0,0,0,0,0,0,0,0,0,0,2017
818,Magallanes (SO),20,80,3,0,0,0,0,1,0,0,0,2017
819,Magarao,10,40,1,0,0,0,0,1,0,0,0,2017
820,Magdalena,10,20,3,0,0,0,0,0,0,0,0,2017
821,Magdiwang,10,20,5,1,0,0,0,0,0,0,0,2017
822,Magpet,0,0,0,0,0,0,0,0,0,0,0,2017
823,Magsaysay (DS),10,20,10,1,0,2,0,1,0,0,0,2017
824,Magsaysay (LN),10,70,4,0,0,0,0,1,0,0,0,2017
825,Magsaysay (MO),30,50,4,1,0,1,0,2,0,0,0,2017
826,Magsaysay (OM),0,0,0,0,0,0,0,0,0,0,0,2017
827,Magsaysay (PN),10,0,0,0,0,0,0,0,0,0,0,2017
