,name,city,Own use faucet community water system_count,Shared faucet community water system_count,Own use tubed/piped deep well_count,Shared tubed/piped deep well_count,Tubed/piped shallow well_count,Dug well_count,Protected spring_count,Unprotected spring_count,"Lake, river, rain and others_count",Peddler_count,Bottled water_count,Others_count,Not Reported_count,year
837,Maimbung,MAIMBUNG,414.0,2111.0,81.0,969.0,537.0,494.0,119.0,4.0,657.0,1086.0,4.0,4.0,,2015.0
838,Mainit,MAINIT,2846.0,1311.0,22.0,69.0,2.0,4.0,364.0,11.0,2.0,1.0,1339.0,4.0,,2015.0
839,Maitum,MAITUM,718.0,3048.0,877.0,3703.0,314.0,522.0,356.0,608.0,122.0,8.0,355.0,,,2015.0
840,Majayjay,MAJAYJAY,3436.0,1452.0,7.0,5.0,,21.0,367.0,4.0,2.0,61.0,1266.0,3.0,,2015.0
841,Makati,CITY OF MAKATI,66212.0,9879.0,121.0,355.0,17.0,18.0,227.0,6.0,1.0,1332.0,74204.0,1723.0,,2015.0
842,Makato,MAKATO,351.0,647.0,783.0,2709.0,253.0,80.0,517.0,35.0,,,1206.0,,,2015.0
843,Makilala,MAKILALA,8294.0,4952.0,571.0,1783.0,80.0,816.0,2381.0,157.0,14.0,214.0,93.0,1.0,,2015.0
844,Malabang,MALABANG,519.0,409.0,520.0,2263.0,6.0,636.0,1301.0,158.0,371.0,86.0,430.0,14.0,,2015.0
845,Malabon,CITY OF MALABON,30322.0,11656.0,363.0,276.0,9.0,21.0,1.0,,,3377.0,40000.0,166.0,,2015.0
846,Malabuyoc,MALABUYOC,1375.0,685.0,180.0,287.0,68.0,125.0,241.0,403.0,11.0,82.0,360.0,,,2015.0
847,Malalag,MALALAG,2172.0,2922.0,599.0,2163.0,508.0,447.0,838.0,368.0,30.0,6.0,314.0,,,2015.0
848,Malangas,MALANGAS,767.0,2458.0,257.0,1317.0,194.0,1476.0,409.0,124.0,18.0,339.0,706.0,2.0,,2015.0
849,Malapatan,MALAPATAN,1348.0,4197.0,965.0,4361.0,123.0,567.0,1807.0,936.0,1136.0,46.0,468.0,4.0,,2015.0
850,Malasiqui,MALASIQUI,932.0,214.0,5184.0,9651.0,1000.0,8.0,213.0,,,2.0,11755.0,88.0,,2015.0
851,Malay,MALAY,5229.0,3220.0,349.0,960.0,61.0,207.0,627.0,59.0,,,1952.0,,,2015.0
852,Malaybalay,CITY OF MALAYBALAY (Capital),14048.0,10096.0,736.0,2649.0,44.0,207.0,3620.0,498.0,390.0,617.0,6066.0,,,2015.0
853,Malibcong,MALIBCONG,,,,,,,714.0,32.0,,,,,,2015.0
854,Malilipot,,,,,,,,,,,,,,,
855,Malimono,MALIMONO,2669.0,641.0,3.0,14.0,2.0,59.0,23.0,,,34.0,550.0,,,2015.0
856,Malinao (AK),MALINAO,660.0,741.0,889.0,1369.0,137.0,558.0,425.0,134.0,,,506.0,,,2015.0
857,Malinao (AY),,,,,,,,,,,,,,,
858,Malita,MALITA,4424.0,4599.0,649.0,4888.0,660.0,2276.0,7491.0,2327.0,69.0,270.0,962.0,12.0,,2015.0
859,Malitbog (BK),MALITBOG,1271.0,2601.0,30.0,87.0,7.0,146.0,596.0,164.0,24.0,8.0,65.0,,,2015.0
860,Malitbog (SL),MALITBOG,1219.0,1190.0,121.0,436.0,5.0,1.0,287.0,97.0,,7.0,966.0,,,2015.0
861,Mallig,MALLIG,292.0,2059.0,2296.0,2518.0,200.0,70.0,,1.0,,3.0,152.0,,,2015.0
862,Malolos,CITY OF MALOLOS (Capital),5873.0,787.0,653.0,907.0,311.0,25.0,48.0,,4.0,157.0,48754.0,22.0,,2015.0
863,Malungon,MALUNGON,4027.0,7167.0,886.0,3115.0,226.0,4361.0,2486.0,1903.0,125.0,25.0,260.0,,,2015.0
864,Maluso,MALUSO,2704.0,2211.0,264.0,347.0,4.0,137.0,175.0,188.0,187.0,36.0,39.0,2.0,,2015.0
865,Malvar,MALVAR,10028.0,2055.0,29.0,148.0,2.0,,5.0,,3.0,7.0,1454.0,30.0,,2015.0
866,Mamasapano,MAMASAPANO,309.0,47.0,326.0,536.0,262.0,2414.0,25.0,4.0,,5.0,5.0,,,2015.0
867,Mambajao,MAMBAJAO (Capital),7192.0,670.0,5.0,82.0,,,180.0,16.0,,2.0,400.0,,,2015.0
868,Mamburao,MAMBURAO (Capital),881.0,669.0,2314.0,3273.0,102.0,22.0,303.0,128.0,105.0,138.0,2090.0,,,2015.0
869,Mambusao,MAMBUSAO,264.0,553.0,1270.0,2569.0,503.0,1905.0,148.0,8.0,38.0,227.0,2213.0,4.0,,2015.0
870,Manabo,MANABO,5.0,4.0,84.0,59.0,718.0,1.0,1064.0,53.0,4.0,,483.0,,,2015.0
871,Manaoag,MANAOAG,2958.0,729.0,2710.0,3575.0,403.0,1.0,26.0,3.0,,8.0,4489.0,37.0,,2015.0
872,Manapla,MANAPLA,891.0,540.0,648.0,7313.0,62.0,1194.0,707.0,4.0,12.0,3.0,1661.0,3.0,,2015.0
873,Manay,MANAY,1855.0,1441.0,298.0,708.0,102.0,963.0,2632.0,240.0,713.0,9.0,702.0,3.0,,2015.0
874,Mandaluyong,CITY OF MANDALUYONG,56381.0,6412.0,48.0,216.0,48.0,2.0,233.0,1.0,4.0,2720.0,33300.0,991.0,,2015.0
875,Mandaon,,,,,,,,,,,,,,,
876,Mandaue,MANDAUE CITY,4023.0,4805.0,417.0,1054.0,26.0,9.0,162.0,,,792.0,83244.0,15.0,,2015.0
877,Mangaldan,MANGALDAN,5726.0,848.0,2105.0,7494.0,84.0,165.0,61.0,,2.0,1.0,6924.0,27.0,,2015.0
878,Mangatarem,MANGATAREM,975.0,615.0,5469.0,5912.0,32.0,12.0,27.0,24.0,4.0,,3475.0,9.0,,2015.0
879,Mangudadatu,MANGUDADATU,92.0,64.0,719.0,1064.0,478.0,1341.0,3.0,59.0,,1.0,15.0,,,2015.0
880,Manila,CITY OF MANILA,188513.0,52760.0,883.0,834.0,91.0,50.0,622.0,6.0,29.0,11449.0,179153.0,764.0,,2015.0
881,Manito,,,,,,,,,,,,,,,
882,Manjuyod,MANJUYOD,2250.0,1566.0,511.0,897.0,164.0,262.0,2651.0,23.0,1.0,268.0,1349.0,1.0,,2015.0
883,Mankayan,MANKAYAN,417.0,184.0,4.0,9.0,43.0,20.0,1419.0,4482.0,,18.0,1492.0,,,2015.0
884,Manolo Fortich,MANOLO FORTICH,8592.0,7118.0,38.0,267.0,28.0,512.0,1408.0,539.0,35.0,52.0,2659.0,,,2015.0
885,Mansalay,MANSALAY,555.0,1521.0,826.0,2785.0,634.0,726.0,758.0,516.0,185.0,2298.0,136.0,346.0,,2015.0
886,Manticao,MANTICAO,1076.0,744.0,356.0,1609.0,108.0,436.0,759.0,232.0,28.0,24.0,1088.0,,,2015.0
887,Manukan,MANUKAN,715.0,763.0,432.0,1949.0,121.0,1550.0,487.0,800.0,145.0,28.0,831.0,2.0,,2015.0
888,Mapanas,MAPANAS,21.0,324.0,687.0,1137.0,,1.0,590.0,14.0,2.0,,9.0,,,2015.0
889,Mapandan,MAPANDAN,2315.0,241.0,934.0,1197.0,112.0,132.0,6.0,,,1.0,3727.0,2.0,,2015.0
890,Mapun,MAPUN (CAGAYAN DE TAWI-TAWI),226.0,241.0,78.0,618.0,86.0,1724.0,2.0,3.0,1337.0,37.0,74.0,,,2015.0
891,Marabut,MARABUT,206.0,3216.0,18.0,133.0,,114.0,2.0,,90.0,154.0,47.0,,,2015.0
892,Maragondon,MARAGONDON,2266.0,482.0,115.0,657.0,211.0,56.0,39.0,5.0,1.0,75.0,4418.0,14.0,,2015.0
893,Maragusan,MARAGUSAN (SAN MARIANO),8292.0,4601.0,179.0,826.0,40.0,114.0,93.0,6.0,31.0,11.0,156.0,,,2015.0
894,Maramag,MARAMAG,11156.0,6081.0,417.0,845.0,27.0,468.0,1866.0,548.0,5.0,332.0,1249.0,10.0,,2015.0
895,Marantao,MARANTAO,273.0,138.0,839.0,2066.0,9.0,57.0,274.0,9.0,1340.0,,78.0,,,2015.0
896,Marawi,MARAWI CITY,11004.0,6641.0,2575.0,4461.0,609.0,615.0,1114.0,418.0,1518.0,37.0,689.0,51.0,,2015.0
897,Marcos,MARCOS,220.0,56.0,517.0,226.0,53.0,2377.0,333.0,3.0,6.0,1.0,771.0,,,2015.0
898,Margosatubig,MARGOSATUBIG,2833.0,2145.0,191.0,946.0,30.0,933.0,839.0,169.0,13.0,559.0,165.0,,,2015.0
899,Maria,MARIA,617.0,860.0,19.0,630.0,51.0,82.0,48.0,29.0,2.0,3.0,823.0,,,2015.0
900,Maria Aurora,MARIA AURORA,1169.0,837.0,2610.0,1650.0,295.0,67.0,1509.0,35.0,36.0,26.0,1170.0,1.0,,2015.0
901,Maribojoc,MARIBOJOC,1716.0,509.0,6.0,28.0,2.0,43.0,180.0,3.0,13.0,2.0,2246.0,,,2015.0
902,Marihatag,MARIHATAG,28.0,2295.0,147.0,453.0,134.0,,116.0,44.0,19.0,,463.0,,,2015.0
903,Marikina,CITY OF MARIKINA,68434.0,6373.0,229.0,397.0,24.0,15.0,318.0,,2.0,1380.0,20907.0,159.0,,2015.0
904,Marilao,MARILAO,4847.0,1569.0,1738.0,2098.0,15.0,22.0,168.0,2.0,2.0,1440.0,40835.0,90.0,,2015.0
905,Maripipi,MARIPIPI,186.0,287.0,131.0,574.0,167.0,30.0,284.0,4.0,,1.0,4.0,,,2015.0
906,Mariveles,MARIVELES,14571.0,2139.0,210.0,1432.0,296.0,272.0,1467.0,123.0,181.0,85.0,10002.0,69.0,,2015.0
907,Marogong,MAROGONG,608.0,1069.0,3.0,1.0,4.0,120.0,428.0,25.0,772.0,,,,,2015.0
908,Masbate,,,,,,,,,,,,,,,
909,Masinloc,MASINLOC,1712.0,1302.0,1352.0,2420.0,51.0,202.0,281.0,71.0,15.0,319.0,3166.0,3.0,,2015.0
910,Masiu,MASIU,28.0,3.0,53.0,468.0,1142.0,337.0,171.0,35.0,2056.0,,23.0,,,2015.0
911,Maslog,MASLOG,10.0,902.0,,1.0,11.0,,140.0,5.0,,,8.0,,,2015.0
912,Masantol,MASANTOL,1553.0,306.0,2030.0,4126.0,19.0,29.0,41.0,,2.0,36.0,3790.0,14.0,,2015.0
913,Mataasnakahoy,MATAASNAKAHOY,5360.0,1054.0,92.0,64.0,1.0,,2.0,,,,327.0,1.0,,2015.0
914,Matag-Ob,MATAG-OB,1239.0,1926.0,10.0,157.0,14.0,177.0,351.0,148.0,2.0,36.0,510.0,,,2015.0
915,Matalam,MATALAM,3762.0,2577.0,2341.0,5986.0,244.0,1125.0,1829.0,717.0,3.0,3.0,224.0,5.0,,2015.0
916,Matalom,MATALOM,1615.0,2408.0,105.0,1164.0,65.0,972.0,616.0,132.0,4.0,117.0,336.0,3.0,,2015.0
917,Matanao,MATANAO,4637.0,3110.0,1575.0,3139.0,399.0,403.0,191.0,167.0,,115.0,125.0,,,2015.0
918,Matanog,MATANOG,416.0,712.0,74.0,1295.0,34.0,267.0,750.0,685.0,578.0,2.0,2.0,2.0,,2015.0
919,Mati,CITY OF MATI (Capital),7467.0,7264.0,767.0,4506.0,900.0,968.0,3385.0,255.0,182.0,386.0,6404.0,8.0,,2015.0
920,Matnog,,,,,,,,,,,,,,,
921,Matuguinao,MATUGUINAO,180.0,1001.0,,,,,162.0,142.0,38.0,,,,,2015.0
922,Matungao,MATUNGAO,240.0,460.0,34.0,644.0,103.0,10.0,679.0,1.0,9.0,1.0,25.0,,,2015.0
923,Mauban,MAUBAN,1183.0,3466.0,812.0,4254.0,503.0,808.0,1115.0,306.0,59.0,174.0,2694.0,7.0,,2015.0
924,Mawab,MAWAB,1100.0,1712.0,479.0,2009.0,469.0,385.0,900.0,4.0,67.0,870.0,339.0,,,2015.0
925,Mayantoc,MAYANTOC,867.0,202.0,2467.0,2546.0,11.0,5.0,48.0,47.0,33.0,251.0,1089.0,5.0,,2015.0
926,Maydolong,MAYDOLONG,145.0,1038.0,19.0,344.0,2.0,8.0,244.0,87.0,22.0,22.0,1315.0,1.0,,2015.0
927,Mayorga,MAYORGA,53.0,447.0,436.0,2593.0,99.0,500.0,2.0,1.0,1.0,4.0,100.0,,,2015.0
928,Mayoyao,MAYOYAO,525.0,72.0,3.0,3.0,21.0,2.0,3435.0,14.0,,1.0,3.0,,,2015.0
929,Medellin,MEDELLIN,1338.0,2057.0,70.0,382.0,46.0,284.0,69.0,38.0,4.0,488.0,8060.0,,,2015.0
930,Medina,MEDINA,2968.0,1679.0,102.0,627.0,4.0,264.0,516.0,220.0,2.0,188.0,575.0,,,2015.0
931,Mendez,MENDEZ (MENDEZ-NUÑEZ),4010.0,672.0,5.0,6.0,1.0,1.0,7.0,,15.0,271.0,2190.0,1.0,,2015.0
932,Mercedes,,,,,,,,,,,,,,,
933,Mercedes (ES),MERCEDES,6.0,255.0,25.0,130.0,2.0,9.0,1.0,,2.0,408.0,692.0,,,2015.0
934,Merida,MERIDA,3280.0,2161.0,69.0,793.0,172.0,524.0,128.0,76.0,14.0,92.0,613.0,1.0,,2015.0
935,Mexico,MEXICO,11020.0,1109.0,4506.0,3284.0,166.0,20.0,60.0,3.0,,14.0,12276.0,60.0,,2015.0
936,Meycauayan,CITY OF MEYCAUAYAN,8984.0,3379.0,335.0,1215.0,24.0,158.0,,,2.0,1516.0,36896.0,34.0,,2015.0
937,Miag-ao,MIAGAO,1257.0,2145.0,2948.0,4115.0,84.0,403.0,727.0,89.0,17.0,7.0,2332.0,,,2015.0
938,Midsalip,MIDSALIP,1607.0,1852.0,246.0,488.0,50.0,341.0,1011.0,1097.0,1.0,4.0,85.0,,,2015.0
939,Midsayap,MIDSAYAP,1649.0,1924.0,2881.0,7622.0,1625.0,6776.0,366.0,79.0,24.0,8060.0,3190.0,2.0,,2015.0
940,Milagros,,,,,,,,,,,,,,,
941,Milaor,,,,,,,,,,,,,,,
942,Mina,MINA,273.0,331.0,1526.0,1733.0,25.0,20.0,3.0,,,3.0,1077.0,1.0,,2015.0
943,Minalabac,,,,,,,,,,,,,,,
944,Minalin,MINALIN,5683.0,721.0,649.0,407.0,6.0,1.0,7.0,,1.0,6.0,2449.0,1.0,,2015.0
945,Minglanilla,MINGLANILLA,3855.0,2132.0,954.0,1798.0,202.0,271.0,1845.0,1.0,3.0,404.0,19134.0,,,2015.0
946,Mlang,M'LANG,7471.0,1908.0,4168.0,6222.0,1432.0,250.0,501.0,23.0,42.0,20.0,1229.0,379.0,,2015.0
947,Moalboal,MOALBOAL,1820.0,1008.0,31.0,160.0,180.0,15.0,1211.0,299.0,8.0,197.0,2355.0,,,2015.0
948,Mobo,,,,,,,,,,,,,,,
949,Mogpog,MOGPOG,723.0,1329.0,134.0,1347.0,68.0,624.0,773.0,188.0,7.0,23.0,3025.0,,,2015.0
950,Moises Padilla,MOISES PADILLA (MAGALLON),1425.0,2240.0,481.0,1557.0,243.0,1165.0,483.0,1167.0,19.0,23.0,63.0,4.0,,2015.0
951,Molave,MOLAVE,5812.0,3388.0,78.0,414.0,217.0,441.0,398.0,518.0,17.0,48.0,182.0,2.0,,2015.0
952,Moncada,MONCADA,4082.0,1288.0,1982.0,4970.0,106.0,1.0,12.0,1.0,,367.0,981.0,3.0,,2015.0
953,Mondragon,MONDRAGON,483.0,428.0,1744.0,1874.0,777.0,1036.0,407.0,29.0,54.0,256.0,505.0,,,2015.0
954,Monkayo,MONKAYO,4099.0,4537.0,421.0,2830.0,1225.0,1488.0,3301.0,1259.0,395.0,1367.0,529.0,,,2015.0
955,Monreal,,,,,,,,,,,,,,,
956,Montevista,MONTEVISTA,1029.0,2705.0,278.0,1276.0,58.0,1792.0,836.0,415.0,112.0,56.0,1509.0,1.0,,2015.0
957,Morong (BN),MORONG,685.0,795.0,1431.0,1228.0,10.0,14.0,1180.0,49.0,28.0,29.0,1384.0,14.0,,2015.0
958,Morong (RL),MORONG,9425.0,1354.0,69.0,805.0,33.0,89.0,114.0,3.0,1.0,18.0,1266.0,3.0,,2015.0
959,Motiong,MOTIONG,392.0,1952.0,21.0,475.0,11.0,28.0,118.0,43.0,1.0,1.0,1.0,,,2015.0
960,Mulanay,MULANAY,507.0,1533.0,724.0,2331.0,605.0,2224.0,421.0,200.0,98.0,12.0,3061.0,2.0,,2015.0
961,Mulondo,MULONDO,233.0,339.0,1111.0,484.0,3.0,2.0,,,39.0,2.0,33.0,,,2015.0
962,Munai,MUNAI,710.0,2505.0,26.0,168.0,140.0,241.0,268.0,1590.0,371.0,,,1.0,,2015.0
963,Muntinlupa,CITY OF MUNTINLUPA,12134.0,1874.0,2270.0,3947.0,43.0,203.0,402.0,2.0,8.0,1847.0,99315.0,241.0,,2015.0
964,Murcia,MURCIA,4075.0,1461.0,902.0,2676.0,336.0,1521.0,4880.0,798.0,7.0,682.0,1169.0,10.0,,2015.0
965,Mutia,MUTIA,806.0,1095.0,32.0,163.0,20.0,27.0,299.0,142.0,68.0,,34.0,,,2015.0
966,Naawan,NAAWAN,1709.0,792.0,115.0,810.0,10.0,84.0,143.0,161.0,8.0,52.0,842.0,,,2015.0
967,Nabas,NABAS,315.0,916.0,1786.0,1831.0,110.0,540.0,811.0,447.0,,,1162.0,,,2015.0
968,Nabua,,,,,,,,,,,,,,,
969,Nabunturan,NABUNTURAN (Capital),3730.0,1908.0,464.0,3669.0,72.0,650.0,2137.0,681.0,363.0,2256.0,2964.0,,,2015.0
970,Naga (CS),,,,,,,,,,,,,,,
971,Naga (CU),CITY OF NAGA,2008.0,1837.0,725.0,3188.0,748.0,2369.0,3130.0,144.0,178.0,32.0,11814.0,4.0,,2015.0
972,Naga (ZS),NAGA,667.0,2858.0,137.0,449.0,169.0,1138.0,990.0,13.0,102.0,1392.0,646.0,1.0,,2015.0
973,Nagbukel,NAGBUKEL,43.0,3.0,216.0,350.0,376.0,2.0,62.0,1.0,,,129.0,,,2015.0
974,Nagcarlan,NAGCARLAN,11616.0,1891.0,41.0,123.0,8.0,11.0,195.0,134.0,38.0,8.0,1616.0,11.0,,2015.0
975,Nagtipunan,NAGTIPUNAN,300.0,731.0,419.0,1259.0,53.0,72.0,1722.0,242.0,13.0,4.0,83.0,,,2015.0
976,Naguilian (IA),NAGUILIAN,413.0,112.0,1040.0,4196.0,14.0,47.0,10.0,3.0,,,1577.0,1.0,,2015.0
977,Naguilian (LU),NAGUILIAN,1473.0,230.0,1702.0,1855.0,404.0,314.0,2057.0,11.0,1.0,3.0,4108.0,3.0,,2015.0
978,Naic,NAIC,1238.0,453.0,1048.0,3491.0,40.0,50.0,164.0,3.0,,536.0,19072.0,36.0,,2015.0
979,Nampicuan,NAMPICUAN,1131.0,390.0,221.0,787.0,10.0,,,,1.0,,541.0,5.0,,2015.0
980,Narra,NARRA,2164.0,1869.0,4644.0,5515.0,1014.0,554.0,152.0,83.0,59.0,11.0,857.0,,,2015.0
981,Narvacan,NARVACAN,561.0,126.0,1436.0,932.0,3684.0,62.0,234.0,3.0,1.0,19.0,2797.0,1.0,,2015.0
982,Nasipit,,,,,,,,,,,,,,,
983,Nasugbu,NASUGBU,9103.0,1839.0,3186.0,5143.0,106.0,1822.0,824.0,132.0,321.0,87.0,8001.0,187.0,,2015.0
984,Natividad,NATIVIDAD,665.0,302.0,1884.0,1483.0,223.0,1.0,501.0,5.0,,77.0,625.0,28.0,,2015.0
985,Natonin,NATONIN,,,1.0,4.0,5.0,1.0,1663.0,515.0,,,,,,2015.0
986,Naujan,NAUJAN,2892.0,3558.0,4768.0,8921.0,1264.0,40.0,556.0,382.0,69.0,199.0,687.0,12.0,,2015.0
987,Naval,NAVAL (Capital),6874.0,4076.0,14.0,67.0,9.0,64.0,305.0,82.0,7.0,31.0,485.0,10.0,,2015.0
988,Navotas,CITY OF NAVOTAS,19461.0,7915.0,50.0,321.0,18.0,4.0,268.0,,2.0,2788.0,29983.0,94.0,,2015.0
989,New Bataan,NEW BATAAN,5399.0,2801.0,387.0,660.0,544.0,20.0,1704.0,50.0,2.0,14.0,56.0,,,2015.0
990,New Corella,NEW CORELLA,2124.0,2844.0,139.0,2376.0,504.0,229.0,1026.0,44.0,175.0,2167.0,771.0,4.0,,2015.0
991,New Lucena,NEW LUCENA,237.0,269.0,803.0,1258.0,41.0,164.0,105.0,25.0,,350.0,1754.0,,,2015.0
992,New Washington,NEW WASHINGTON,4084.0,3375.0,510.0,722.0,67.0,343.0,56.0,,,,1696.0,,,2015.0
993,Norala,NORALA,1419.0,295.0,3372.0,3556.0,367.0,138.0,403.0,41.0,1.0,233.0,776.0,,,2015.0
994,Northern Kabuntalan,NORTHERN KABUNTALAN,20.0,157.0,970.0,1305.0,9.0,1274.0,1.0,3.0,396.0,61.0,26.0,,,2015.0
995,Norzagaray,NORZAGARAY,6560.0,1142.0,500.0,2601.0,232.0,610.0,787.0,10.0,161.0,627.0,11578.0,14.0,,2015.0
996,Noveleta,NOVELETA,1921.0,126.0,285.0,274.0,19.0,8.0,6.0,,2.0,224.0,8782.0,1.0,,2015.0
997,Nueva Era,NUEVA ERA,140.0,258.0,256.0,518.0,7.0,622.0,442.0,,31.0,25.0,154.0,,,2015.0
998,Nueva Valencia,NUEVA VALENCIA,648.0,406.0,420.0,2311.0,86.0,2547.0,371.0,37.0,3.0,31.0,2299.0,14.0,,2015.0
999,Numancia,NUMANCIA,807.0,303.0,1113.0,1044.0,226.0,68.0,19.0,,,,3853.0,,,2015.0
1000,Nunungan,NUNUNGAN,18.0,311.0,14.0,359.0,,83.0,409.0,431.0,1882.0,1.0,,,,2015.0
1001,Oas,,,,,,,,,,,,,,,
1002,Obando,OBANDO,2374.0,734.0,12.0,241.0,1.0,1.0,,,1.0,11.0,10433.0,13.0,,2015.0
1003,Ocampo,,,,,,,,,,,,,,,
1004,Odiongan,ODIONGAN,1844.0,625.0,1429.0,3324.0,245.0,153.0,332.0,179.0,59.0,8.0,3261.0,1.0,,2015.0
1005,Old Panamao,OLD PANAMAO,152.0,902.0,391.0,1146.0,45.0,3177.0,118.0,11.0,566.0,22.0,5.0,,,2015.0
1006,Olongapo,OLONGAPO CITY,28849.0,3203.0,633.0,397.0,46.0,278.0,3009.0,655.0,53.0,27.0,19275.0,57.0,,2015.0
1007,Olutanga,OLUTANGA,2191.0,1614.0,42.0,1747.0,21.0,1047.0,82.0,1.0,6.0,9.0,4.0,1.0,,2015.0
1008,Omar,OMAR,5.0,30.0,22.0,57.0,20.0,3458.0,,2.0,840.0,5.0,2.0,,,2015.0
1009,Opol,OPOL,2538.0,2896.0,161.0,910.0,11.0,70.0,594.0,897.0,27.0,1494.0,4499.0,,,2015.0
1010,Orani,ORANI,10212.0,1093.0,1237.0,2686.0,70.0,5.0,312.0,1.0,6.0,6.0,154.0,8.0,,2015.0
1011,Oras,ORAS,621.0,1219.0,367.0,3721.0,1520.0,68.0,546.0,51.0,17.0,,488.0,,,2015.0
1012,Orion,ORION,2830.0,658.0,383.0,5100.0,301.0,32.0,109.0,7.0,4.0,14.0,2659.0,39.0,,2015.0
1013,Ormoc,ORMOC CITY,16903.0,16274.0,507.0,4499.0,832.0,1155.0,2054.0,364.0,46.0,2010.0,5224.0,38.0,,2015.0
1014,Oroquieta,OROQUIETA CITY (Capital),8263.0,4055.0,196.0,1653.0,57.0,55.0,545.0,493.0,2.0,29.0,1150.0,,,2015.0
1015,Oslob,OSLOB,3012.0,1792.0,65.0,216.0,2.0,20.0,379.0,93.0,18.0,3.0,398.0,,,2015.0
1016,Oton,OTON,417.0,180.0,2878.0,2412.0,579.0,1623.0,192.0,18.0,5.0,453.0,11702.0,1.0,,2015.0
1017,Ozamiz,OZAMIS CITY,11479.0,5566.0,958.0,5113.0,278.0,635.0,2303.0,282.0,346.0,951.0,2393.0,,,2015.0
1018,Padada,PADADA,1480.0,905.0,516.0,696.0,33.0,16.0,,,,3.0,3266.0,,,2015.0
1019,Padre Burgos (QN),PADRE BURGOS,164.0,899.0,299.0,1730.0,20.0,225.0,83.0,,25.0,1543.0,189.0,5.0,,2015.0
1020,Padre Burgos (SL),PADRE BURGOS,398.0,691.0,19.0,448.0,,1.0,137.0,30.0,2.0,,661.0,,,2015.0
1021,Padre Garcia,PADRE GARCIA,8385.0,767.0,492.0,521.0,5.0,1.0,12.0,,,36.0,862.0,28.0,,2015.0
1022,Paete,PAETE,1425.0,151.0,26.0,266.0,5.0,2.0,3209.0,,5.0,8.0,504.0,1.0,,2015.0
1023,Pagadian,PAGADIAN CITY (Capital),17292.0,11674.0,386.0,2585.0,244.0,1233.0,2381.0,58.0,115.0,1060.0,3801.0,43.0,,2015.0
1024,Pagagawan,PAGAGAWAN,68.0,11.0,1009.0,1143.0,539.0,2600.0,7.0,1.0,299.0,6.0,10.0,,,2015.0
1025,Pagalungan,PAGALUNGAN,52.0,181.0,989.0,3340.0,150.0,1573.0,4.0,11.0,431.0,4.0,1.0,74.0,,2015.0
1026,Pagayawan,PAGAYAWAN (TATARIKAN),16.0,168.0,36.0,110.0,15.0,5.0,235.0,1170.0,78.0,,,,,2015.0
1027,Pagbilao,PAGBILAO,6929.0,4881.0,70.0,452.0,6.0,589.0,239.0,188.0,28.0,2451.0,1428.0,23.0,,2015.0
1028,Paglat,PAGLAT,184.0,394.0,491.0,1412.0,3.0,5.0,9.0,4.0,1.0,1.0,,,,2015.0
1029,Pagsanghan,PAGSANGHAN,34.0,1366.0,7.0,242.0,51.0,5.0,39.0,,,5.0,75.0,,,2015.0
1030,Pagsanjan,PAGSANJAN,3495.0,443.0,157.0,767.0,25.0,96.0,193.0,190.0,1.0,81.0,4241.0,58.0,,2015.0
1031,Pagudpud,PAGUDPUD,2662.0,917.0,308.0,432.0,240.0,306.0,157.0,113.0,28.0,,639.0,5.0,,2015.0
1032,Pakil,PAKIL,1264.0,691.0,356.0,983.0,132.0,38.0,780.0,,6.0,,347.0,,,2015.0
1033,Palanan,PALANAN,236.0,31.0,356.0,733.0,58.0,2079.0,271.0,26.0,30.0,1.0,5.0,,,2015.0
1034,Palanas,,,,,,,,,,,,,,,
1035,Palapag,PALAPAG,274.0,1294.0,233.0,204.0,3512.0,310.0,610.0,193.0,66.0,5.0,248.0,8.0,,2015.0
1036,Palauig,PALAUIG,575.0,329.0,1989.0,1898.0,607.0,900.0,252.0,3.0,7.0,3.0,1296.0,2.0,,2015.0
1037,Palayan,PALAYAN CITY (Capital),4280.0,1528.0,699.0,1291.0,24.0,92.0,319.0,27.0,129.0,38.0,987.0,33.0,,2015.0
1038,Palimbang,PALIMBANG,254.0,1916.0,2087.0,4928.0,2298.0,2108.0,2064.0,1389.0,2046.0,13.0,6.0,12.0,,2015.0
1039,Palo,PALO,3980.0,8751.0,69.0,94.0,,317.0,80.0,,,565.0,1790.0,84.0,,2015.0
1040,Palompon,PALOMPON,1669.0,2714.0,278.0,2210.0,627.0,645.0,1660.0,149.0,12.0,170.0,4372.0,8.0,,2015.0
1041,Paluan,PALUAN,22.0,744.0,541.0,561.0,745.0,3.0,561.0,325.0,94.0,3.0,1.0,3.0,,2015.0
1042,Pambujan,PAMBUJAN,73.0,603.0,91.0,862.0,2989.0,190.0,111.0,617.0,26.0,,551.0,2.0,,2015.0
1043,Pamplona (CG),PAMPLONA,36.0,11.0,879.0,945.0,214.0,1159.0,32.0,4.0,6.0,,1962.0,,,2015.0
1044,Pamplona (CS),,,,,,,,,,,,,,,
1045,Pamplona (NR),PAMPLONA,3232.0,1275.0,120.0,802.0,2.0,1479.0,1023.0,125.0,,73.0,583.0,,,2015.0
1046,Panabo,CITY OF PANABO,2414.0,1119.0,2097.0,3320.0,109.0,446.0,716.0,19.0,496.0,21250.0,10503.0,,,2015.0
1047,Panaon,PANAON,1348.0,554.0,2.0,22.0,3.0,46.0,264.0,142.0,1.0,,38.0,,,2015.0
