,id,water-seal,closed-pit,open-pit,none,year
1230,Sanchez-Mira,4608,6330,450,0,2010
1231,San Clemente,2564,1800,140,1140,2010
1232,San Dionisio,5185,9210,5070,5600,2010
1233,San Emilio,135,550,340,160,2010
1234,San Enrique (IO),4305,1831,2570,300,2010
1235,San Enrique (NO),4302,600,600,4110,2010
1236,San Esteban,1327,4700,350,0,2010
1237,San Fabian,156,1578,2230,1230,2010
1238,San Felipe,497,1490,250,690,2010
1239,San Fernando (BK),5976,2093,1206,9900,2010
1240,San Fernando (CS),566,4300,1340,2430,2010
1241,San Fernando (CU),8093,6580,3500,3135,2010
1242,San Fernando (LU),25168,2740,5780,150,2010
1243,San Fernando (MS),236,1390,2630,1555,2010
1244,San Fernando (PA),5898,4970,740,1320,2010
1245,San Fernando (RN),2834,4420,3260,7250,2010
1246,San Francisco (AS),12671,9200,4970,6820,2010
1247,San Francisco (CU),6881,2990,1773,1207,2010
1248,San Francisco (QN),3843,1972,2823,2686,2010
1249,San Francisco (SL),2476,2300,300,1660,2010
1250,San Francisco (SN),26,280,910,1800,2010
1251,San Gabriel,2749,4610,2780,250,2010
1252,San Guillermo,2472,9100,6890,450,2010
1253,San Ildefonso (BU),19335,6790,1310,3840,2010
1254,San Ildefonso (IS),1457,490,60,420,2010
1255,San Isidro (AA),5450,2190,2460,250,2010
1256,San Isidro (BL),1955,1160,430,660,2010
1257,San Isidro (DN),4265,1077,3980,850,2010
1258,San Isidro (DO),6296,6450,800,2400,2010
1259,San Isidro (IA),4817,900,880,1620,2010
1260,San Isidro (LE),2812,4530,2650,3144,2010
1261,San Isidro (NS),317,2320,2460,1261,2010
1262,San Isidro (NE),10185,2780,700,410,2010
1263,San Isidro (SN),8370,2500,0,2850,2010
1264,San Jacinto (MS),3269,2670,4420,2337,2010
1265,San Jacinto (PS),7314,5730,1450,340,2010
1266,San Joaquin,8922,8730,3600,4320,2010
1267,San Jorge,1756,3230,580,9990,2010
1268,San Jose (AE),11893,3650,1020,1590,2010
1269,San Jose (BS),14269,3220,780,1000,2010
1270,San Jose (CS),6339,6630,1160,5130,2010
1271,San Jose (DI),6228,2830,410,670,2010
1272,San Jose (NR),3407,1880,440,2660,2010
1273,San Jose (NS),1776,3170,5360,8590,2010
1274,San Jose (NE),27985,1335,2960,5310,2010
1275,San Jose (OM),2367,1069,7380,3231,2010
1276,San Jose (RN),1183,1600,1140,4150,2010
1277,San Jose (TC),5642,6350,5610,4800,2010
1278,San Jose De Buan,5020,290,90,6190,2010
1279,San Jose Del Monte,100482,7810,3530,2330,2010
1280,San Juan (AA),1847,1670,2600,0,2010
1281,San Juan (BS),18215,9240,3080,1238,2010
1282,San Juan (IS),5615,2590,150,730,2010
1283,San Juan (LU),7495,1860,390,150,2010
1284,San Juan (MM),28622,160,0,110,2010
1285,San Juan (SR),2751,290,230,4100,2010
1286,San Juan (SL),305,700,630,650,2010
1287,San Julian,2222,320,1100,6980,2010
1288,San Leonardo,12407,2440,200,650,2010
1289,San Lorenzo,3393,9240,1810,7130,2010
1290,San Lorenzo Ruiz,2408,960,350,1920,2010
1291,San Luis (AS),3769,1301,2080,1151,2010
1292,San Luis (AU),4247,8300,1720,1270,2010
1293,San Luis (BS),6598,400,50,1150,2010
1294,San Luis (PA),9185,500,460,2590,2010
1295,San Manuel (IA),6384,5740,1150,440,2010
1296,San Manuel (PS),9525,8010,2620,1340,2010
1297,San Manuel (TC),4958,2050,100,1420,2010
1298,San Marcelino,7033,3610,3130,1300,2010
1299,San Mariano,5707,2092,1829,111,2010
1300,San Mateo (IA),13519,2170,390,1200,2010
1301,San Mateo (RL),44587,3840,2580,1840,2010
1302,San Miguel (BL),4573,660,410,1290,2010
1303,San Miguel (BU),28363,1685,2330,3600,2010
1304,San Miguel (CT),1871,3210,550,4640,2010
1305,San Miguel (IO),5068,2300,640,450,2010
1306,San Miguel (LE),2486,5860,630,4810,2010
1307,San Miguel (SS),5013,1195,2110,5700,2010
1308,San Miguel (ZR),2475,8220,2130,1560,2010
1309,San Narciso (QN),4251,8090,5850,378,2010
1310,San Narciso (ZA),6392,1550,0,260,2010
1311,San Nicolas (BS),377,1100,290,1310,2010
1312,San Nicolas (IN),7838,90,50,160,2010
1313,San Nicolas (PS),7451,4540,670,350,2010
1314,San Pablo (IA),3373,4870,2610,3160,2010
1315,San Pablo (LA),52994,1354,5290,4440,2010
1316,San Pablo (ZR),4023,9100,4390,4050,2010
1317,San Pascual (BS),12915,2550,700,400,2010
1318,San Pascual (MS),2496,4520,7970,4601,2010
1319,San Pedro,65337,8810,3070,1830,2010
1320,San Policarpo,2174,1270,820,5150,2010
1321,San Quintin (AA),1054,350,250,390,2010
1322,San Quintin (PS),6486,1380,250,290,2010
1323,San Rafael (BU),17429,1186,1160,1690,2010
1324,San Rafael (IO),1813,9160,2820,250,2010
1325,San Remigio (AE),3358,7850,5930,1154,2010
1326,San Remigio (CU),6634,9640,1032,2285,2010
1327,San Ricardo,1967,1200,210,620,2010
1328,San Roque,3295,4030,2860,7670,2010
1329,San Sebastian,9800,690,640,3450,2010
1330,San Simon,9016,1450,270,1700,2010
1331,San Teodoro,2516,790,2540,3910,2010
1332,Santiago (AN),2813,5880,1140,2060,2010
1333,Santiago (IS),3943,1180,0,440,2010
1334,Santiago (IA),29469,7440,2640,1330,2010
1335,San Vicente (CN),2113,240,0,830,2010
1336,San Vicente (IS),2556,200,150,300,2010
1337,San Vicente (NS),7170,0,0,7050,2010
1338,San Vicente (PN),356,1636,6760,4240,2010
1339,Sapad,2327,5170,7120,4640,2010
1340,Sapang Dalaga,2793,6880,4260,4580,2010
1341,Sapa-Sapa,840,5510,4148,960,2010
1342,Sapi-An,3179,1584,6300,100,2010
1343,Sara,7523,1867,1146,1850,2010
1344,Sarangani,1682,3230,4600,2511,2010
1345,Sariaya,27113,1949,7530,1244,2010
1346,Sarrat,5567,200,50,140,2010
1347,Sasmuan,4456,910,2050,3910,2010
1348,Science City of Munoz,16816,8260,1330,920,2010
1349,Sebaste,2759,4070,290,2710,2010
1350,Senator Ninoy Aquino,3712,3052,2845,3740,2010
1351,Sergio Osmena,3311,1603,4150,9280,2010
1352,Sevilla,1796,3550,330,280,2010
1353,Shariff Aguak,2404,1673,7010,1560,2010
1354,Shariff Saydona Mustapha,4060,1103,1219,510,2010
1355,Siasi,1491,4016,522,8020,2010
1356,Siaton,954,9240,7160,4922,2010
1357,Siay,4832,1809,8380,4550,2010
1358,Siayan,1951,2693,1475,6700,2010
1359,Sibagat,4861,6000,2910,3520,2010
1360,Sibalom,9799,9440,4970,5910,2010
1361,Sibonga,5676,1437,6320,1664,2010
1362,Sibuco,1766,5390,9680,3262,2010
1363,Sibulan,1082,4280,800,6080,2010
1364,Sibunag,3116,4750,2050,4680,2010
1365,Sibutad,3118,1720,1510,3900,2010
1366,Sibutu,8710,1536,1962,150,2010
1367,Sierra Bullones,4524,3600,690,1060,2010
1368,Sigay,4340,250,60,10,2010
1369,Sigma,4186,1523,9330,200,2010
1370,Sikatuna,1279,750,90,330,2010
1371,Silago,2615,1530,410,380,2010
1372,Silang,44656,4230,1420,1290,2010
1373,Silay,19912,1285,1225,3535,2010
1374,Silvino Lobos,5320,5870,3870,8900,2010
1375,Simunul,1878,1235,1978,2340,2010
1376,Sinacaban,2915,7570,1160,1610,2010
1377,Sinait,5227,3920,480,350,2010
1378,Sindangan,12851,3358,1089,2308,2010
1379,Siniloan,7481,1740,1370,1830,2010
1380,Siocon,4214,9410,6920,2216,2010
1381,Sipalay,72,1845,8590,3735,2010
1382,Sipocot,9154,247,5000,9170,2010
1383,Siquijor,5013,1220,790,4140,2010
1384,Sirawai,1973,1122,9850,1862,2010
1385,Siruma,2226,450,250,1055,2010
1386,Sison (PS),9106,4810,1240,1140,2010
1387,Sison (SN),2153,1320,160,970,2010
1388,Sitangkai,8290,9660,3162,2650,2010
1389,Socorro (OR),6649,112,5240,5040,2010
1390,Socorro (SN),3124,1160,1920,4250,2010
1391,Sofronio Espanola,2726,9110,5390,2367,2010
1392,Sogod (CU),4105,4820,7930,1607,2010
1393,Sogod (SL),76,5520,490,5630,2010
1394,Solana,14109,2379,490,650,2010
1395,Solano,1209,9160,5120,290,2010
1396,Solsona,4782,2990,200,100,2010
1397,Sominot,1601,1028,6420,2520,2010
1398,Sorsogon,29763,8660,4310,1417,2010
1399,South Ubian,710,3091,1947,120,2010
1400,South Upi,1525,3162,1737,2410,2010
1401,Santa,3164,90,100,1020,2010
1402,Santa Ana (CG),6469,1550,1230,210,2010
1403,Santa Ana (PA),9309,380,140,1050,2010
1404,Santa Barbara (IO),10999,8610,1610,330,2010
1405,Santa Barbara (PS),15421,5340,500,250,2010
1406,Santa Catalina (IS),2776,100,50,400,2010
1407,Santa Catalina (NR),9369,6610,7420,4903,2010
1408,Santa Cruz (DS),14508,1158,1005,1895,2010
1409,Santa Cruz (IS),7851,2040,540,540,2010
1410,Santa Cruz (LA),24334,3420,690,640,2010
1411,Santa Cruz (ME),1099,5780,1830,1282,2010
1412,Santa Cruz (OM),5316,2240,1770,1779,2010
1413,Santa Cruz (ZA),10212,9460,1550,4010,2010
1414,Santa Elena,6548,6280,4660,9610,2010
1415,Santa Fe (CU),239,840,210,2871,2010
1416,Santa Fe (LE),2404,6530,1160,4640,2010
1417,Santa Fe (NV),218,3800,3800,110,2010
1418,Santa Fe (RN),2405,2160,500,6410,2010
1419,Santa Ignacia,9537,5750,540,250,2010
1420,Santa Josefa,4832,1690,1090,750,2010
1421,Santa Lucia,5222,1730,200,410,2010
1422,Santa Magdalena,2632,2110,590,4690,2010
1423,Santa Marcela,2384,3220,50,340,2010
1424,Santa Margarita,2936,3730,1000,1475,2010
1425,Santa Maria (BU),47885,1880,490,2080,2010
1426,Santa Maria (DS),7205,2462,9810,5650,2010
1427,Santa Maria (IS),6159,1030,150,450,2010
1428,Santa Maria (IA),3789,2760,1070,480,2010
1429,Santa Maria (LA),5425,3740,850,410,2010
1430,Santa Maria (PS),7332,1030,150,100,2010
1431,Santa Maria (Imelda),9810,3520,300,1890,2010
1432,Santa Monica,1596,60,210,3060,2010
1433,Santander,3045,510,2140,4290,2010
1434,Santa Praxedes,7900,60,80,80,2010
1435,Santa Rita (PA),7458,4550,760,240,2010
1436,Santa Rita (WS),3399,4310,4840,3135,2010
1437,Santa Rosa (LA),69092,9470,1410,1100,2010
1438,Santa Rosa (NE),13701,2390,950,1640,2010
1439,Santa Teresita (BS),374,1150,150,420,2010
1440,Santa Teresita (CG),3481,1700,1520,350,2010
1441,Santo Domingo (AY),6037,3540,890,3620,2010
1442,Santo Domingo (IS),5817,1680,50,410,2010
1443,Santo Domingo (NE),10601,6170,1080,1910,2010
1444,Santol,1779,3580,4970,490,2010
1445,Santo Nino (CG),5437,3100,1680,2010,2010
1446,Santo Nino (WS),1588,150,190,1083,2010
1447,Santo Nino (SC),7868,1125,610,990,2010
1448,Santo Tomas (BS),28946,3750,400,440,2010
1449,Santo Tomas (DN),22774,8310,3570,2450,2010
1450,Santo Tomas (IA),3593,7760,1790,350,2010
1451,Santo Tomas (LU),7225,3910,410,1600,2010
1452,Santo Tomas (PA),7807,400,860,50,2010
1453,Santo Tomas (PS),3199,1070,0,0,2010
1454,Sual,5532,5730,4340,3150,2010
1455,Subic,17399,6640,2410,8930,2010
1456,Sudipen,3303,850,1560,260,2010
1457,Sugbongcogon,1541,1130,310,250,2010
1458,Sugpon,5690,2500,110,110,2010
1459,Sulat,3028,1390,710,3150,2010
1460,Sulop,4694,161,6690,5310,2010
1461,Sultan Dumalondong,7030,4960,1290,0,2010
1462,Sultan Kudarat,5918,3401,3135,7830,2010
1463,Sultan Mastura,1572,1695,3060,1070,2010
1464,Sultan Naga Dimaporo,451,2037,1974,1675,2010
1465,Sultan Sa Barongis,6790,1049,5500,1007,2010
1466,Sumilao,3079,1244,6870,440,2010
1467,Sumisip,1429,1753,147,1664,2010
1468,Surallah,14354,1727,7210,4250,2010
1469,Surigao,27136,5570,6590,1406,2010
1470,Suyo,1863,2490,610,560,2010
1471,Taal,10099,2230,190,2690,2010
1472,Tabaco,21362,1566,5740,1512,2010
1473,Tabango,3101,2440,6480,315,2010
1474,Tabina,4193,2940,1390,5040,2010
1475,Tabogon,2954,4900,5200,3209,2010
1476,Tabontabon,1769,3120,380,430,2010
1477,Tabuan-Lasa,1650,1800,1507,7280,2010
1478,Tabuelan,2627,2980,3700,1911,2010
1479,Tabuk,13563,2331,2154,2154,2010
1480,Tacloban,39381,208,1026,1998,2010
1481,Tacurong,190,1519,1360,640,2010
1482,Tadian,3571,3890,500,340,2010
1483,Taft,3017,1510,1080,4210,2010
1484,Tagana-An,2345,4320,720,5220,2010
1485,Tagapul-An,7630,400,1240,7650,2010
1486,Tagaytay,13003,960,1050,400,2010
1487,Tagbilaran,19569,2330,300,950,2010
1488,Tagbina,5286,1181,1580,3540,2010
1489,Tagkawayan,7221,208,104,3960,2010
1490,Tago,5137,1345,1970,4600,2010
1491,Tagoloan (LN),7050,940,9330,5570,2010
1492,Tagoloan (MO),12402,6790,1870,4760,2010
1493,Tagoloan Ii,660,810,1079,40,2010
1494,Tagudin,7784,1060,150,1460,2010
1495,Taguig,148117,7110,5790,1410,2010
1496,Tagum,51857,7010,2340,5000,2010
1497,Talacogon,5054,1035,3040,9480,2010
1498,Talaingod,162,6460,1903,1362,2010
1499,Talakag,461,4365,3227,6350,2010
1500,Talalora,6410,290,2020,6550,2010
1501,Talavera,22749,1195,1490,4530,2010
1502,Talayan,9640,6760,5430,3500,2010
1503,Talibon,7679,1184,8460,2644,2010
1504,Talipao,1774,368,3879,9760,2010
1505,Talisay (BS),7949,850,190,2290,2010
1506,Talisay (CN),4839,2970,390,350,2010
1507,Talisay  (CU),37046,7630,8680,3083,2010
1508,Talisay (NO),15876,9400,7240,2859,2010
1509,Talisayan,4111,1400,920,3410,2010
1510,Talitay,4290,4600,1088,2130,2010
1511,Talugtug,4392,5280,960,1180,2010
1512,Talusan,1213,1308,1471,1820,2010
1513,Tambulig,461,8160,148,5350,2010
1514,Tampakan,67,7180,1330,6650,2010
1515,Tamparan,1271,1643,3890,70,2010
1516,Tampilisan,3551,6240,3470,4530,2010
1517,Tanauan (BS),30013,7170,1450,1590,2010
1518,Tanauan (LE),8895,7650,4960,7830,2010
1519,Tanay,19349,8110,2700,4760,2010
1520,Tandag,814,7880,5530,1091,2010
1521,Tandubas,3110,1673,1883,1470,2010
1522,Tangalan,3362,7360,1260,390,2010
1523,Tangcal,4310,8220,4300,3310,2010
1524,Tangub,8144,1603,8200,1403,2010
1525,Tanjay,1363,7050,5510,2786,2010
1526,Tantangan,7029,1426,5070,4680,2010
1527,Tanudan,2110,1240,7000,3780,2010
1528,Tanza,41939,2330,1000,5820,2010
1529,Tapaz,4273,4119,1846,1200,2010
1530,Tapul,2680,6220,1999,160,2010
1531,Taraka,8120,1567,5910,810,2010
1532,Tarangnan,256,1380,1210,1944,2010
1533,Tarlac,66572,1142,1330,3410,2010
1534,Tarragona,2481,1792,5080,4750,2010
1535,Tayabas,18137,1346,8620,1960,2010
1536,Tayasan,402,1231,8930,2017,2010
1537,Taysan,6856,2710,1740,1180,2010
1538,Taytay (PN),6876,2781,1139,288,2010
1539,Taytay (RL),62347,1002,1220,2270,2010
1540,Tayug,931,790,640,260,2010
1541,Tayum,2008,8290,360,310,2010
1542,T'Boli,6471,2807,3811,3691,2010
1543,Teresa,10396,990,50,870,2010
1544,Ternate,3814,1990,400,200,2010
1545,Tiaong,17208,1925,7560,2560,2010
1546,Tibiao,4215,4250,660,3980,2010
1547,Tigaon,6588,9880,1031,1092,2010
1548,Tigbao,2404,8960,3920,2240,2010
1549,Tigbauan,10735,7780,2930,950,2010
1550,Tinambac,7878,139,4080,2272,2010
1551,Tineg,1370,3950,2580,640,2010
1552,Tinglayan,7670,1180,6570,7630,2010
1553,Tingloy,2864,350,1960,4990,2010
1554,Tinoc,1557,4360,7740,450,2010
1555,Tipo-Tipo,9600,4000,6060,6670,2010
1556,Titay,5647,2282,1068,1016,2010
1557,Tiwi,7739,4950,4420,137,2010
1558,Tobias Fornier,4564,1269,4800,1950,2010
1559,Toboso,3396,5160,1062,3268,2010
1560,Toledo,20521,2202,1886,7326,2010
1561,Tolosa,3089,3700,930,3640,2010
1562,Tomas Oppus,3357,1150,350,250,2010
1563,Tongkil,1390,2870,2646,1050,2010
1564,Torrijos,5234,1740,1770,9300,2010
1565,Trece Martires,23488,610,510,1030,2010
1566,Trento,9382,3930,550,790,2010
1567,Trinidad,5033,4690,3080,2690,2010
1568,Tuao,11881,1013,240,850,2010
1569,Tuba,8061,7460,7980,400,2010
1570,Tubajon,1231,150,200,4400,2010
1571,Tubao,5513,2320,1180,210,2010
1572,Tubaran,130,1100,3310,6980,2010
1573,Tubay,3669,1790,150,3250,2010
1574,Tubigon,7893,5640,3660,4580,2010
1575,Tublay,1825,9440,6340,50,2010
1576,Tubo,8480,860,0,150,2010
1577,Tubod (LN),6948,1599,9770,7260,2010
1578,Tubod (SN),2576,540,50,970,2010
1579,Tubungan,3951,2350,2520,1760,2010
1580,Tuburan (BA),1083,9150,5520,3680,2010
1581,Tuburan (CU),6227,1044,1526,3306,2010
1582,Tudela (CU),2152,150,900,3150,2010
1583,Tudela (MC),3998,9890,5640,3760,2010
1584,Tugaya,7690,1818,2330,60,2010
1585,Tuguegarao,2878,8030,250,310,2010
1586,Tukuran,5364,8130,7750,1208,2010
1587,Tulunan,8748,2076,6070,4360,2010
1588,Tumauini,10939,1037,1300,3560,2010
1589,Tunga,1197,700,50,470,2010
1590,Tungawan,45,1091,8470,209,2010
1591,Tupi,10822,1285,9080,9850,2010
1592,Turtle Islands,0,430,2440,3660,2010
1593,Tuy,8087,3490,710,5380,2010
1594,Ubay,10764,1171,5490,1867,2010
1595,Umingan,14038,1255,1170,1800,2010
1596,Ungkaya Pukan,7030,5130,7810,5030,2010
1597,Unisan,3817,7680,2180,8210,2010
1598,Upi,2112,4876,1777,6040,2010
1599,Urbiztondo,891,6020,1020,300,2010
1600,Urdaneta,26706,1084,1230,1790,2010
1601,Uson,4894,3130,4170,5075,2010
1602,Uyugan,3380,0,0,0,2010
1603,Valderrama,2106,1001,2840,4020,2010
1604,Valencia (BL),4821,2710,370,770,2010
1605,Valencia (BK),32683,2957,1934,1394,2010
1606,Valencia (NR),6172,2710,550,2980,2010
1607,Valenzuela,136095,4030,2710,1590,2010
1608,Valladolid,605,1106,2580,6570,2010
1609,Vallehermoso,2305,2870,5420,448,2010
1610,Veruela,6066,1508,4650,1730,2010
1611,Victoria (LA),7435,5580,140,500,2010
1612,Victoria (NS),224,140,860,5530,2010
1613,Victoria (OR),8817,7820,3600,4860,2010
1614,Victoria (TC),13032,4440,440,590,2010
1615,Victorias,12343,1853,1692,2127,2010
1616,Viga,2934,3810,1890,3960,2010
1617,Vigan,10232,300,410,1160,2010
1618,Villaba,52,2890,3430,2971,2010
1619,Villanueva,57,4490,1210,3200,2010
1620,Villareal,2349,1760,2610,2224,2010
1621,Villasis,12601,6380,290,300,2010
1622,Villaverde,3362,6890,940,150,2010
1623,Villaviciosa,9060,1660,510,50,2010
1624,Vincenzo A Sagun,3626,6740,840,1050,2010
1625,Vintar,6958,2460,700,250,2010
1626,Vinzons,6156,5670,3120,1727,2010
1627,Virac,12318,2470,1280,1201,2010
1628,Wao,5023,1931,8980,1140,2010
1629,Zamboanga,12434,24132,17413,6039,2010
1630,Zamboanguita,362,4540,3500,108,2010
1631,Zaragoza,8765,5960,500,2150,2010
1632,Zarraga,4642,2980,1020,110,2010
1633,Zumarraga,1168,200,2120,1676,2010
