,name,Ambulatory Surgical Clinic,Animal Bite Treatment Center,Barangay Health Station,Birthing Home,City Health Office,DepEd Clinic,Drug Abuse Treatment and Rehabilitation Centers,General Clinic Laboratory,Hospital,Infirmary,Municipal Health Office,Provincial Health Office,Psychiatric Care Facility,Rural Health Unit,Social hygiene Clinic,year
333,Candelaria (ZA),0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,2019
334,Candijay,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,2019
335,Candon,0,0,41,0,0,0,0,0,4,0,0,0,0,1,0,2019
336,Candoni,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
337,Canlaon,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
338,Cantilan,0,0,5,0,0,0,0,0,2,0,0,0,0,1,0,2019
339,Caoayan,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
340,Capalonga,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0,2019
341,Capas,0,0,12,2,0,0,0,0,2,1,0,0,0,3,0,2019
342,Capoocan,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
343,Capul,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0,2019
344,Caraga,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,2019
345,Caramoan,0,0,10,0,0,0,0,0,0,1,0,0,0,2,0,2019
346,Caramoran,0,0,10,1,0,0,0,0,0,1,0,0,0,1,0,2019
347,Carasi,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
348,Carcar,0,0,21,0,0,0,0,0,2,1,0,0,0,2,0,2019
349,Cardona,0,0,18,1,0,0,0,0,2,0,0,0,0,2,0,2019
350,Carigara,0,0,8,1,0,0,0,0,1,1,0,0,0,1,0,2019
351,Carles,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
352,Carmen (AN),0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
353,Carmen (BL),0,0,25,0,0,0,0,0,0,1,0,0,0,1,0,2019
354,Carmen (CU),0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
355,Carmen (NC),0,0,25,1,0,0,0,0,1,1,0,0,0,1,0,2019
356,Carmen (DN),0,0,20,2,0,0,0,0,2,1,0,0,0,1,0,2019
357,Carmen (SS),0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
358,Carmona,0,0,16,2,0,0,0,0,3,1,0,0,0,1,0,2019
359,Carranglan,0,0,6,0,0,0,0,0,0,1,0,0,0,2,0,2019
360,Carrascal,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,2019
361,Casiguran (AU),0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,2019
362,Casiguran (SO),0,0,10,1,0,0,0,0,0,1,0,0,0,1,0,2019
363,Castilla,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0,2019
364,Castillejos,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,2019
365,Cataingan,0,0,17,0,0,0,0,0,1,0,0,0,0,1,0,2019
366,Catanauan,0,0,45,1,0,0,0,0,1,0,0,0,0,1,0,2019
367,Catarman (CM),0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
368,Catarman (NS),0,0,22,0,0,1,0,0,2,2,0,0,0,2,0,2019
369,Catbalogan,0,0,12,1,0,1,0,0,2,1,0,0,0,1,0,2019
370,Cateel,0,0,17,0,0,0,0,0,0,1,0,0,0,1,0,2019
371,Catigbian,0,0,13,0,0,0,0,0,1,0,0,0,0,1,0,2019
372,Catmon,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,2019
373,Catubig,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
374,Cauayan (IA),0,0,55,2,0,0,0,0,5,3,0,0,0,2,0,2019
375,Cauayan (NO),0,0,24,1,0,0,0,0,0,1,0,0,0,1,0,2019
376,Cavinti,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
377,Cavite,0,0,0,1,0,0,0,0,5,1,0,0,0,7,0,2019
378,Cawayan,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
379,Cebu,0,0,77,0,1,0,1,0,15,2,0,0,0,6,1,2019
380,Cervantes,0,0,13,0,0,0,0,0,1,0,0,0,0,1,0,2019
381,Clarin (BL),0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,2019
382,Clarin (MC),0,0,9,1,0,0,0,0,1,1,0,0,0,1,0,2019
383,Claver,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
384,Claveria (CG),0,0,17,1,0,0,0,0,0,1,0,0,0,1,0,2019
385,Claveria (MS),0,0,22,1,0,0,0,0,0,1,0,0,0,1,0,2019
386,Claveria (MO),0,0,24,0,0,0,0,0,0,1,0,0,0,1,0,2019
387,Columbio,0,0,17,2,0,0,0,0,0,0,0,0,0,1,0,2019
388,Compostela (CU),0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
389,Compostela (DDO),0,0,17,1,0,0,0,0,0,2,0,0,0,1,0,2019
390,Concepcion (IO),0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
391,Concepcion,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
392,Concepcion (RN),0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
393,Concepcion (TC),0,0,15,2,0,0,0,0,4,0,0,0,0,3,0,2019
394,Conner,0,0,22,1,0,0,0,0,1,0,0,0,0,1,0,2019
395,Consolacion,0,0,21,0,0,0,0,0,1,0,0,0,0,1,0,2019
396,Corcuera,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,2019
397,Cordon,0,0,25,2,0,0,0,0,1,0,0,0,0,1,0,2019
398,Cordova,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
399,Corella,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
400,Coron,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0,2019
401,Cortes (BL),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
402,Cortes (SS),0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
403,Cotabato,0,0,39,9,0,0,0,0,4,0,0,0,0,1,0,2019
404,Cuartero,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,2019
405,Cuenca,0,0,13,1,0,0,0,0,2,0,0,0,0,1,0,2019
406,Culaba,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
407,Culasi,0,0,16,1,0,0,0,0,1,0,0,0,0,1,0,2019
408,Culion,0,0,10,0,0,0,0,0,1,0,0,0,0,1,0,2019
409,Currimao,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
410,Cuyapo,0,0,11,1,0,0,0,0,0,0,0,0,0,2,0,2019
411,Cuyo,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,2019
412,Daan Bantayan,0,0,19,0,0,0,0,0,0,1,0,0,0,2,0,2019
413,Daet,0,0,14,3,0,0,0,0,5,0,0,0,0,3,0,2019
414,Dagami,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
415,Dagohoy,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
416,Daguioman,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
417,Dagupan,0,0,14,5,0,0,1,0,11,1,0,0,0,1,0,2019
418,Dalaguete,0,0,33,0,0,0,0,0,2,0,0,0,0,2,0,2019
419,Damulog,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,2019
420,Danao (BL),0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
421,Danao (CU),0,0,34,0,0,0,0,0,2,0,0,0,0,1,1,2019
422,Dangcagan,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
423,Danglas,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
424,Dao,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
425,Dapa,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
426,Dapitan,0,0,21,1,0,0,0,0,1,0,0,0,0,3,0,2019
427,Daraga,0,0,20,4,0,0,0,0,1,0,0,0,0,1,0,2019
428,Daram,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,2019
429,Dasmarinas,0,0,83,28,0,0,0,0,7,2,0,0,0,2,1,2019
430,Dasol,0,0,16,0,0,0,0,0,1,0,0,0,0,1,0,2019
431,Datu Abdullah Sangki,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2019
432,Datu Anggal Midtimbang,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,2019
433,Datu Blah Sinsuat,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
434,Datu Hoffer Ampatuan,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2019
435,Datu Odin Sinsuat,0,0,20,6,0,0,0,0,2,0,0,0,0,1,0,2019
436,Datu Paglas,0,0,8,3,0,0,0,0,0,1,0,0,0,1,0,2019
437,Datu Piang,0,0,5,2,0,0,0,0,0,1,0,0,0,1,0,2019
438,Datu Salibo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
439,Datu Saudi-Ampatuan,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,2019
440,Datu Unsay,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
441,Dauin,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,2019
442,Dauis,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
443,Davao,0,0,170,49,0,0,3,0,19,13,0,0,0,18,1,2019
444,Del Carmen,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
445,Delfin Albano,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,2019
446,Del Gallego,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2019
447,Diadi,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2019
448,Diffun,0,0,33,5,0,0,0,0,0,1,0,0,0,1,0,2019
449,Digos,0,0,31,8,0,0,0,0,9,2,0,0,0,1,0,2019
450,Dilasag,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
451,Dimasalang,0,0,11,0,0,0,0,0,1,2,0,0,0,1,0,2019
452,Dimataling,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
453,Dimiao,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,2019
454,Dinagat,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2019
455,Dinalungan,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
456,Dinalupihan,0,0,33,1,0,0,0,0,2,1,0,0,0,3,0,2019
457,Dinapigue,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
458,Dinas,0,0,8,1,0,0,0,0,0,1,0,0,0,1,0,2019
459,Dingalan,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
460,Dingle,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
461,Dingras,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,2019
462,Dipaculao,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,2019
463,Diplahan,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2019
464,Dipolog,0,0,25,1,0,0,0,0,5,0,0,0,0,2,0,2019
465,Ditsaan-Ramain,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
466,Divilacan,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
467,Dolores (AA),0,0,13,0,0,0,0,0,0,2,0,0,0,1,0,2019
468,Dolores (ES),0,0,8,0,0,0,0,0,1,1,0,0,0,1,0,2019
469,Dolores (QN),0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,2019
470,Don Carlos,0,0,29,3,0,0,0,0,2,0,0,0,0,1,0,2019
471,Don Marcelino,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
472,Donsol,0,0,10,1,0,0,0,0,1,0,0,0,0,1,0,2019
473,Don Victoriano Chiongbian,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2019
474,Dona Remedios Trinidad,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
475,Duero,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,2019
476,Duenas,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
477,Dulag,0,0,8,0,0,0,1,0,1,0,0,0,0,1,0,2019
478,Dumaguete,0,0,27,0,0,0,0,0,3,0,0,0,0,1,0,2019
479,Dumalag,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
480,Dumalinao,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
481,Dumalneg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
482,Dumangas,0,0,12,0,0,0,0,0,1,0,0,0,0,1,0,2019
483,Dumanjug,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,2019
484,Dumaran,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,2019
485,Dumarao,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,2019
486,Dumingag,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,2019
487,Dupax Del Norte,0,0,14,1,0,0,0,0,1,0,0,0,0,1,0,2019
488,Dupax Del Sur,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
489,Echague,0,0,58,3,0,0,0,0,2,0,0,0,0,1,0,2019
490,El Nido,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
491,El Salvador,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,2019
492,Enrile,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,2019
493,E. B. Magalona,0,0,23,0,0,0,0,0,0,0,0,0,0,1,0,2019
494,Enrique Villanueva,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
495,Escalante,0,0,24,0,0,0,0,0,1,0,0,0,0,1,0,2019
496,Esperanza (AS),0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,2019
497,Esperanza (MS),0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
498,Esperanza (SK),0,0,19,1,0,0,0,0,1,3,0,0,0,1,0,2019
499,Estancia,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
500,Famy,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2019
501,Ferrol,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
502,Flora,0,0,15,1,0,0,0,0,0,1,0,0,0,1,0,2019
503,Floridablanca,0,0,16,0,0,0,0,0,3,0,0,0,0,2,0,2019
504,Gabaldon,0,0,13,1,0,0,0,0,0,1,0,0,0,1,0,2019
505,Gainza,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2019
506,Galimuyod,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
507,Gamay,0,0,5,1,0,0,0,0,0,1,0,0,0,1,0,2019
508,Gamu,0,0,12,1,0,0,0,0,1,0,0,0,0,1,0,2019
509,Ganassi,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
510,Gandara,0,0,12,1,0,0,0,0,0,1,0,0,0,1,0,2019
511,Gapan,0,0,20,2,0,0,0,0,2,0,0,0,0,5,0,2019
512,Garchitorena,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2019
513,Garcia-Hernandez,0,0,30,0,0,0,0,0,0,0,0,0,0,1,0,2019
514,Gasan,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
515,Gattaran,0,0,11,2,0,0,0,0,0,2,0,0,0,1,0,2019
516,Gen. Emilio Aguinaldo,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
517,General Luna (QN),0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,2019
518,General Luna  (SN),0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
519,General Macarthur,0,0,6,0,0,0,0,0,1,1,0,0,0,1,0,2019
520,General Mamerto Natividad,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,2019
521,General Nakar,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,2019
522,General Santos,0,0,23,40,0,0,0,0,7,2,0,0,0,13,0,2019
523,General Tinio,0,0,8,1,0,0,0,0,1,1,0,0,0,2,0,2019
524,General Trias,0,0,25,6,0,0,0,0,6,1,0,0,0,1,0,2019
525,Gen. Mariano Alvarez,0,0,27,7,0,0,0,0,1,1,0,0,0,2,0,2019
526,Gen S.K Pendatun,0,0,7,6,0,0,0,0,0,0,0,0,0,1,0,2019
527,Gerona,0,0,12,4,0,0,0,0,1,0,0,0,0,3,0,2019
528,Getafe,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,2019
529,Gigaquit,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,2019
530,Gigmoto,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2019
531,Ginatilan,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
532,Gingoog,0,0,79,2,0,0,0,0,3,0,0,0,0,1,0,2019
533,Giporlos,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
534,Gitagum,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
535,Glan,0,0,31,2,0,0,0,0,0,1,0,0,0,1,0,2019
536,Gloria,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,2019
537,Goa,0,0,20,3,0,0,0,0,1,1,0,0,0,2,0,2019
538,Godod,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,2019
539,Gonzaga,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,2019
540,Governor Generoso,0,0,20,0,0,0,0,0,0,1,0,0,0,1,0,2019
541,Gregorio Del Pilar,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
542,Guagua,0,0,27,0,0,0,0,0,3,0,0,0,0,3,0,2019
543,Gubat,0,0,12,2,0,0,0,0,1,0,0,0,0,1,0,2019
544,Guiguinto (BU),0,0,13,4,0,0,0,0,2,1,0,0,0,2,0,2019
545,Guihulngan,0,0,33,0,0,0,0,0,2,0,0,0,0,2,0,2019
546,Guimba,0,0,13,2,0,0,0,0,2,1,0,0,0,3,0,2019
547,Guimbal,0,0,9,0,0,0,0,0,1,0,0,0,0,1,0,2019
548,Guinayangan,0,0,9,1,0,0,0,0,1,0,0,0,0,1,0,2019
549,Guindulman,0,0,18,0,0,0,0,0,1,0,0,0,0,1,0,2019
550,Guindulungan,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,2019
551,Guinobatan,0,0,15,3,0,0,0,0,1,1,0,0,0,1,0,2019
552,Guinsiliban,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
553,Guipos,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
554,Guiuan,0,0,11,0,0,0,0,0,3,0,0,0,0,2,0,2019
555,Gumaca,0,0,10,0,0,0,0,0,3,0,0,0,0,1,0,2019
556,Gutalac,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
557,Hadji Mohammad Ajul,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
558,Hadji Muhtamad,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2019
559,Hadji Panglima Tahil,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
560,Hagonoy (BU),0,0,23,8,0,0,0,0,3,0,0,0,0,4,0,2019
561,Hagonoy (DS),0,0,22,0,0,0,0,0,1,3,0,0,0,1,0,2019
562,Hamtic,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
563,Hermosa,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,2019
564,Hernani,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
565,Hilongos,0,0,14,0,0,0,0,0,2,1,0,0,0,2,0,2019
566,Himamaylan,0,0,22,0,0,0,0,0,1,0,0,0,0,1,0,2019
567,Hinabangan,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
568,Hinatuan,0,0,20,0,0,0,0,0,1,0,0,0,0,1,0,2019
569,Hindang,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
570,Hingyon,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2019
571,Hinigaran,0,0,24,0,0,0,0,0,0,1,0,0,0,1,0,2019
572,Hinobaan,0,0,16,0,0,0,0,0,0,1,0,0,0,1,0,2019
573,Hinunangan,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,2019
574,Hinundayan,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,2019
575,Hungduan,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
576,Iba,0,0,11,0,0,0,0,0,2,0,0,0,0,1,0,2019
577,Ibaan,0,0,26,0,0,0,0,0,2,0,0,0,0,1,0,2019
578,Ibajay,0,0,11,0,0,0,0,0,0,1,0,0,0,2,0,2019
579,Igbaras,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2019
580,Iguig,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
581,Ilagan,0,0,92,2,0,0,1,0,3,1,0,0,0,2,0,2019
582,Iligan,0,0,47,2,0,0,0,0,7,1,0,0,0,1,0,2019
583,Ilog,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
584,Iloilo,0,0,70,5,0,0,0,0,10,0,0,0,0,9,1,2019
585,Imelda,0,0,5,1,0,0,0,0,0,2,0,0,0,1,0,2019
586,Impasug-Ong,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
587,Imus,0,0,94,16,0,0,0,0,4,0,0,0,0,3,1,2019
588,Inabanga,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,2019
589,Indanan,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
590,Indang,0,0,32,1,0,0,1,0,0,0,0,0,0,1,0,2019
591,Infanta (PS),0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,2019
592,Infanta (QN),0,0,10,1,0,0,0,0,1,0,0,0,0,1,0,2019
593,Initao,0,0,15,1,0,0,0,0,1,0,0,0,0,1,0,2019
594,Inopacan,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
595,Ipil,0,0,14,2,0,0,0,0,4,0,0,0,0,1,0,2019
596,Iriga,0,0,14,3,1,0,0,0,3,0,0,0,0,0,0,2019
597,Irosin,0,0,9,1,0,0,0,0,1,1,0,0,0,1,0,2019
598,Isabel,0,0,6,4,0,0,0,0,1,1,0,0,0,1,0,2019
599,Isabela (BAS),0,0,25,2,0,0,0,0,4,0,0,0,0,3,0,2019
600,Isabela (NO),0,0,30,0,0,0,0,0,0,1,0,0,0,1,0,2019
601,Igacos,0,0,46,4,0,0,0,0,1,1,0,0,0,3,0,2019
602,Isulan,0,0,21,5,0,0,0,0,3,2,0,0,0,1,0,2019
603,Itbayat,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2019
604,Itogon,0,0,14,0,0,0,0,0,0,1,0,0,0,1,0,2019
605,Ivana,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2019
606,Ivisan,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,2019
607,Jabonga,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,2019
608,Jaen,0,0,4,2,0,0,0,0,0,0,0,0,0,2,0,2019
609,Jagna,0,0,32,0,0,0,0,0,2,0,0,0,0,2,0,2019
610,Jalajala,0,0,11,0,0,0,0,0,1,0,0,0,0,1,0,2019
611,Jamindan,0,0,25,0,0,0,0,0,0,1,0,0,0,1,0,2019
612,Janiuay,0,0,16,1,0,0,0,0,1,0,0,0,0,1,0,2019
613,Jaro,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,2019
614,Jasaan,0,0,15,1,0,0,0,0,0,1,0,0,0,1,0,2019
615,Javier,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,2019
616,Jiabong,0,0,5,1,0,0,0,0,0,0,0,0,0,1,0,2019
617,Jimalalud,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
618,Jimenez,0,0,5,1,0,0,0,0,1,1,0,0,0,1,0,2019
619,Jipapad,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2019
620,Jolo,0,0,6,2,0,0,0,0,1,2,0,0,0,1,0,2019
621,Jomalig,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
622,Jones,0,0,42,1,0,0,0,0,1,0,0,0,0,1,0,2019
623,Jordan,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,2019
624,Jose Abad Santos,0,0,26,0,0,0,0,0,0,1,0,0,0,1,0,2019
625,Jose Dalman,0,0,13,2,0,0,0,0,0,0,0,0,0,1,0,2019
626,Josefina,0,0,7,1,0,0,0,0,0,0,0,0,0,1,0,2019
627,Jose Panganiban,0,0,6,1,0,0,0,0,0,2,0,0,0,2,0,2019
628,Jovellar,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2019
629,Juban,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,2019
630,Julita,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,2019
631,Kabacan,0,0,24,1,0,0,0,0,5,0,0,0,0,1,0,2019
632,Kabankalan,0,0,32,0,0,0,0,0,2,2,0,0,0,1,0,2019
633,Kabasalan,0,0,7,0,0,0,0,0,1,2,0,0,0,1,0,2019
634,Kabayan,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,2019
635,Kabugao,0,0,21,2,0,0,0,0,0,1,0,0,0,1,0,2019
636,Kabuntalan,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,2019
637,Kadingilan,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,2019
638,Kalamansig,0,0,14,1,0,0,0,0,0,1,0,0,0,1,0,2019
639,Kalawit,0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
640,Kalayaan (LA),0,0,6,1,0,0,0,0,0,0,0,0,0,1,0,2019
641,Kalayaan (PN),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
642,Kalibo,0,0,17,0,0,0,0,0,5,0,0,0,0,2,0,2019
643,Kalilangan,0,0,14,0,0,0,0,0,1,1,0,0,0,1,0,2019
644,Kalingalan Caluang,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2019
645,Kananga,0,0,9,1,0,0,0,0,0,1,0,0,0,1,0,2019
646,Kapai,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,2019
647,Kapalong,0,0,14,1,0,0,0,0,2,1,0,0,0,1,0,2019
648,Kapangan,0,0,15,0,0,0,0,0,0,1,0,0,0,1,0,2019
649,Kapatagan (LN),0,0,20,1,0,0,0,0,2,1,0,0,0,1,0,2019
650,Kapatagan (LS),0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,2019
651,Kasibu,0,0,29,0,0,0,0,0,0,1,0,0,0,1,0,2019
652,Katipunan,0,0,13,1,0,0,0,0,0,0,0,0,0,1,0,2019
653,Kauswagan,0,0,12,1,0,0,0,0,0,1,0,0,0,1,0,2019
654,Kawayan,0,0,6,3,0,0,0,0,0,0,0,0,0,1,0,2019
655,Kawit,0,0,21,3,0,0,0,0,3,0,0,0,0,2,0,2019
656,Kayapa,0,0,28,2,0,0,0,0,1,0,0,0,0,1,0,2019
657,Kiamba,0,0,20,2,0,0,0,0,2,0,0,0,0,1,0,2019
658,Kiangan,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,2019
659,Kibawe,0,0,17,1,0,0,0,0,1,1,0,0,0,1,0,2019
660,Kiblawan,0,0,30,1,0,0,0,0,0,1,0,0,0,1,0,2019
661,Kibungan,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,2019
662,Kidapawan,0,0,40,4,0,0,0,0,7,3,0,0,0,1,0,2019
663,Kinoguitan,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,2019
664,Kitaotao,0,0,25,1,0,0,0,0,0,0,0,0,0,1,0,2019
