city_municipality,Presence of Investment Promotion Unit,Active Establishments in the Locality,Productivity,Cost of Doing Business,Poverty Incidents,Cluster_Id,Budget for DRRMP,Early Warning System,Land Use Plan,Annual Disaster Drill,Availability of Basic Utilities,Utilities,Transportation Vehicles,Sanitary System,Social Protection,Hospital,Health,Cost of Living,Population,Financial Deepening,Employed Population
Bani,0.78976,0.11788741084347076,0.018927142978965906,0.8768380824612476,0.106819759407498,0,0.05014550416783117,0.51464,0.9743600000000001,0.5509010778025046,0.78324,0.7265147793393099,0.024118221433371584,0.7586590483895435,0.14243692977593309,0.0,0.15523198557844767,0.5627276002840521,0.08458903612554455,0.10989454156836638,0.047719811781804
Banisilan,0.75,0.08524295075862866,0.011751467893533775,0.8888850554754624,0.519737118621401,0,0.047679331831708326,0.50072,0.96364,0.547279312300912,0.86084,0.8531096388724025,0.003044047365376996,0.9482226829144966,0.22598650695898923,0.0,0.07650321869905574,0.6561989484473332,0.06905586030040077,0.11768523050357164,0.01548015341983454
Banna,1.0,0.23160033830013307,0.0967156207166939,0.8634337040369804,0.05014233039756988,0,0.007398517008368534,0.50596,0.8820399999999999,0.5598027665052144,0.6948400000000001,0.7822869426688285,0.015922709295818134,0.948121555342064,0.07981069765334968,0.0,0.05202218871535791,0.47527312034086255,0.026874743470279808,0.050960271152636946,0.14802097113015342
Bansalan,0.78976,0.12256283223669626,0.018199175941313372,0.7159289828112885,0.19228168045392888,0,0.0487754084255407,0.5109600000000001,0.9846,0.5927041061220928,0.96588,0.8583915239942409,0.057134427473229776,0.9482226829144966,0.212972330134434,0.4444444444444444,0.5223083385726442,0.6280036241136489,0.11562928452270894,0.2816563187986571,0.3991576749577171
Bansud,0.0,0.09492775221602427,0.028806695632821733,0.7042779197083389,0.17839889447172178,1,0.0010960765938323753,0.401,0.9454400000000001,0.556355543919361,0.5,0.8572556347207273,0.009366299585775372,0.7585579208171108,0.0005752122353394572,0.0,0.041868125142574146,0.8222924967554388,0.06438337799135854,0.1720367427221215,0.007036433372652064
Bantay,1.0,0.6540580570451487,1.0,0.605413559009524,0.012569652739302935,2,0.006850478711452346,0.50896,0.79488,0.549024741458306,0.49752,0.850894654789051,0.07071556187260407,0.5286443848915408,0.19025144683852546,0.2222222222222222,0.9427978478949087,0.7020250959375645,0.055228097012635556,0.14454019353904402,0.06550279794177921
Bantayan Island,1.0,0.15470635431512134,0.06957284974136368,0.8210147849728435,0.2713753510498061,0,0.05836607862157398,0.40048000000000006,0.99092,0.0,0.8274400000000001,0.8629350810882954,0.02880137122625927,0.9481721191282804,0.20959295825181468,0.0,0.21629546377642125,0.6048456778246922,0.13067171918913767,0.29201335232428294,0.005501211545891614
Banton,0.0,0.13692305508731734,0.0756045766247704,0.5231208560250985,0.1848945099312866,1,0.0,0.0,0.78888,0.445651699611642,0.25,0.709930795946011,0.006322252220398377,0.505688425949335,0.0,0.0,0.06467999399101985,0.41048684159894777,0.002682248475752728,0.0,0.0
Baras (CT),1.0,0.0,0.0038478257704491125,0.2485290532832527,0.05358118564086889,0,0.0046583255237875945,1.0,0.8,0.5492865558319151,0.93752,0.8637302035797548,0.006790567199687145,1.0,0.0849876077714048,0.0,0.05661238183730125,0.632971038574422,0.015406714264846529,0.031529376396595525,0.018934402530045556
Baras (RL),1.0,0.6222484936376683,0.4445798694235123,0.7997487668820229,0.29901355800520923,2,0.006850478711452346,0.502,0.9897600000000001,0.5598027665052144,0.86,0.8548702672463487,0.054090380107852776,0.7584567932446782,0.5512690260434523,0.0,0.10891276407520117,0.6048456778246922,0.14555579411995268,0.2537931489598052,0.21198854724517216
Barbaza,0.0,0.12356470824953027,0.024438893406906526,0.5694423156431359,0.22526921778779713,1,0.006850478711452346,0.5109600000000001,0.96412,0.5633808962778722,0.785,0.8517465717441862,0.0056197797514652235,0.5056378621631188,0.00841247894183956,0.0,0.04645831826451749,0.9854475745374534,0.032558291783625036,0.10109564582978156,0.013433190984153942
Barcelona,0.75,0.37754027750295666,0.16368858818072712,0.5295685317228472,0.33314738042017716,0,0.009042631899117096,0.5038,0.8,0.5473665837587817,0.9395600000000001,0.7085677288177947,0.00866382711684222,0.6354351013803914,0.11935653883293736,0.0,0.1610740495518301,0.3457005628570329,0.03258961568737281,0.0689246832855809,0.025714965598237542
Barili,1.0,0.17633017825878916,0.025790832191118374,0.7998053254407749,0.2713753510498061,0,0.04548717864404358,0.50072,0.7727200000000001,0.5454466116856481,0.94988,0.8519737495988889,0.010771244523641678,0.7605804722657633,0.20930535213414497,0.0,0.22533675325903693,0.6048456778246922,0.13351001291206055,0.14206550411256702,0.018550597073355442
Barira,1.0,0.19085738044488257,0.012063453766813432,0.7487895054463065,0.8083462290404956,0,0.006850478711452346,0.5119600000000001,0.98284,0.0,0.6625200000000001,0.7128841080571465,0.041914190646344794,0.9480709915558477,0.05025916906278507,0.0,0.01293599879820397,0.23480828228906858,0.0559450663650845,0.0,0.004477730328051314
Barlig,1.0,0.1496969742509512,0.0674929439194993,0.5272496308140078,0.15585528787676162,0,0.010412727641407566,0.53032,0.9892,0.4409826766156128,0.98752,0.7216304554632013,0.003044047365376996,0.7584567932446782,0.04580127423890428,0.0,0.2780544257807499,0.6696319565666071,0.001434512976466588,0.011915171312666912,0.09019428232217645
Barobo,1.0,0.32719600785804676,0.2274377016208705,0.7989003885007402,0.39453731476351506,0,0.007398517008368534,0.52392,0.8971600000000001,0.5454466116856481,0.75,0.8537911724365108,0.06158341977647308,0.948121555342064,0.666527177699596,0.0,0.15912669489403597,0.9995802184962728,0.08553397388860225,0.29943742060371387,0.0446493681282831
Barotac Nuevo,1.0,0.13316602003918973,0.022774968749415016,0.8287067489631401,0.17152118398512378,0,0.05891411691849017,0.40644,0.90768,0.0,0.99996,0.7217440443905526,0.07141803434153722,0.5109470597158315,0.15832716777718558,0.1111111111111111,0.19223172407653644,0.8032624019198009,0.09428726476922887,0.18211881075591657,0.0007676109133802251
Barotac Viejo,0.53336,0.18576451071297626,0.1296821279932444,0.7495247667100848,0.22042934744537632,0,0.006850478711452346,0.5119600000000001,0.9846,0.5526028712309639,0.5783200000000001,0.7182227876426605,0.02552316637123789,0.5305152449815442,0.10921842318507943,0.1111111111111111,0.19390088521178855,0.9854475745374534,0.07764731101166392,0.22968784084264063,0.03006476077405882
Baroy,0.75,0.11287803077930061,0.11959458475720215,0.7843082803426769,0.18998911029172955,0,0.006850478711452346,0.5119600000000001,0.98284,0.436793646637867,0.6200000000000001,0.5340951364061031,0.01358113439937429,0.7561814228649442,7.190152941743215e-05,0.1111111111111111,0.14187869649643065,0.5846262020618269,0.03237730922863793,0.10219550779710468,0.012025904309623529
Barugo,1.0,0.1608011000598617,0.08974793621344822,0.8468054877638385,0.30933012373510627,0,0.006850478711452346,0.53784,0.9846,0.5598027665052144,0.83752,0.8505538880069969,0.06977893191402652,0.6320473277038985,0.1127415981265336,0.0,0.10599173208850997,0.6501820802272418,0.05003180942425563,0.08945544000894544,0.02226071648802653
Basay,1.0,0.18092210998427846,0.04794182919397408,0.7689809109208356,0.3426997560960078,0,0.02712789569735129,0.502,0.9846,0.5454466116856481,0.8250000000000001,0.5723178104598363,0.0037465198343101494,0.6320978914901147,0.11173497671468956,0.0,0.03240954537614544,0.8032624019198009,0.03927900935439641,0.2700161129778209,0.1673391791168891
Basco,0.5,0.712918272799148,0.4597631819231223,0.1408415574190972,0.06135045119054443,2,0.03617052759646838,0.5038,0.77776,0.4409826766156128,0.925,0.8461239198402938,0.26085144346384415,0.7602770895484654,0.129278949892543,0.1111111111111111,0.35747867646649684,0.22669250655034057,0.0079777284260006,0.2377534952696767,0.0
Basey,0.78976,0.055520629044552454,0.005823736301220278,0.8839644608640225,0.31429735908653816,0,0.06631263392685871,0.40199999999999997,0.9897600000000001,0.547279312300912,0.63788,0.8556653897378081,0.029035528715903654,0.9481721191282804,0.14955518118825883,0.1111111111111111,0.1438260511542248,0.31330742348607543,0.08959564007456298,0.033637445167298136,0.017655051007745177
Basilisa,0.5,0.2906275333896047,0.12053054237704112,0.6977171268930857,0.39517413980857036,1,0.007124497859910439,0.5109600000000001,0.9846,0.5064799057468254,0.5408000000000001,0.7114074520015787,0.006322252220398377,0.5056378621631188,0.05097818435695939,0.0,0.05243947899917094,0.6048456778246922,0.057227606201868154,0.051143581480524135,0.16068655120092712
Basista,0.0,0.3637644823264888,0.18240774057750658,0.8699379382934813,0.156492112921817,1,0.008220574453742815,0.5069600000000001,0.9948800000000001,0.5598027665052144,0.72584,0.852144132989916,0.018966756661195128,0.7584567932446782,0.1422931267170982,0.0,0.20127301355915211,0.5627276002840521,0.05861803948489414,0.0821230268934581,0.25305573111101426
Basud (CN),1.0,0.14376920784168318,0.04191010231056736,0.7977692173256963,0.2569831050315547,0,0.006850478711452346,0.502,0.9314399999999999,0.5598027665052144,0.7359600000000001,0.5682286090751872,0.04729981290816563,0.5056378621631188,0.22584270390015435,0.0,0.0,0.30036416045448344,0.06442688341323044,0.06718323517065267,0.013433190984153942
Batac,1.0,0.257231666295137,0.06884488270371114,0.7620242081943172,0.02479669360436607,0,0.4044522631241465,1.0,0.9994000000000001,0.548413841253218,0.8132,0.9715260956361972,0.1418994387244969,0.9513070738736916,0.1429402404818551,0.2222222222222222,0.39336564087441755,0.5515334268513239,0.08960260094206249,0.2353704610071433,0.07087607433544078
Batad,0.5332,0.1629718314210021,0.0788284306486602,0.7853263344002164,0.2748142062931051,0,0.01068674678986566,0.5189199999999999,0.9892,0.5530828642492472,0.98752,0.8595842077314302,0.03676272587416834,0.7585073570308944,0.1646545023659196,0.0,0.1413223094513466,0.81585584703162,0.03160639315306783,0.16012157140945457,0.22414238670702574
Batan,0.0,0.1813395583229593,0.04773383861178764,0.765417721719448,0.15878468308401633,1,0.006850478711452346,0.501,0.9846,0.5598027665052144,0.65332,0.8515193938894835,0.1341722415662322,0.7584567932446782,0.25755127837324193,0.0,0.07984154096956,0.6501820802272418,0.051317829694789034,0.04096985828278546,0.015608088572064579
Batangas,1.0,1.0,1.0,0.6735100637471516,0.08096466257824989,2,0.487754084255407,1.0,0.9996,0.9999999999999999,0.9569200000000001,0.9690271392344673,0.54956762819537,1.0,1.0,0.6666666666666666,0.8525240498300231,0.6002280812836919,0.5671007092393063,0.7498308962225232,0.16785091972580926
Bataraza,1.0,0.1299099229974791,0.13633782662321045,0.690986658401576,0.166808678651714,0,0.05727000202774161,0.50148,0.96924,0.7636252563599074,0.8160000000000001,0.7137360250122816,0.017795969212973207,0.9482226829144966,0.0023727504707752606,0.1111111111111111,0.1424350835415147,0.7376365601704313,0.12437909496958581,0.16534591575423932,0.008571655199412515
Bato (CS),0.0,0.0,0.0025998822773304815,0.3561599905886558,0.3433365811410631,1,0.0,0.53288,0.8,0.0035781297726578524,0.0,0.5679446367568088,0.011239559502930447,0.6320473277038985,0.002085144353105532,0.0,0.12713443980170355,0.07445174786523617,0.0837780950618523,0.06434192508840132,0.0
Bato (CT),1.0,0.2673339160912135,0.12209047174343941,0.8048955957284714,0.3649886326729458,0,0.013426938274446597,0.60984,0.9897600000000001,0.5473665837587817,0.97176,0.8642413537528361,0.03910430077061218,0.9489811397077413,0.21175000413433764,0.0,0.6121648463537169,0.6501820802272418,0.03007848273692664,0.681181178428773,0.42768721390501546
Bato (LE),1.0,0.3716125110936887,0.21558223843624352,0.6941539376916983,0.15738366798489453,2,0.0,0.501,0.9885600000000001,0.549024741458306,0.6125200000000001,0.8503267101522942,0.03723104085345711,0.948121555342064,0.20189949460414944,0.0,0.1427132770640567,0.6501820802272418,0.05979616630918524,0.33224996929551964,0.015608088572064579
Batuan (BL),1.0,0.22116412983311198,0.09796356420981255,0.7998053254407749,0.2688280508695846,0,0.01150880423523994,0.50756,0.9230800000000001,0.5473665837587817,0.92252,0.8397629399086175,0.018030126702617593,0.6329574758557921,0.1697595109545573,0.0,0.11823224708035888,0.7476413526759322,0.015265756697981567,0.1063199901745663,0.07727283194694268
Batuan (MS),0.0,0.07088272790800758,0.02464688398909296,0.0,0.3449923262582071,1,0.1378316316744212,1.0,0.9948800000000001,0.5454466116856481,0.925,0.7073750450806054,0.021308331557638973,0.2528189310815594,0.036885484591142687,0.0,0.03143586804724836,0.30036416045448344,0.019301319630819165,0.09174681910753522,0.0
Bauan,1.0,0.4470036810594494,0.1409136194313121,0.7917174515392129,0.0688649867221978,2,0.05891411691849017,0.5022000000000001,0.9545600000000001,0.5490683771872409,0.995,0.8563469233019164,0.10185850799530717,0.9482226829144966,0.5110760710991077,0.2222222222222222,0.38140331940511063,0.5169014527938209,0.15109316421580832,0.45378471668472214,0.05680320759013666
Bauang,1.0,0.3506566044919102,0.1695123244819474,0.867336244590881,0.011550732667214344,2,0.05891411691849017,0.58116,0.9897600000000001,0.5527337784177684,0.79212,0.8649796817806198,0.07844275903086875,0.9485260656317945,0.25618514931431074,0.0,0.1356193422392352,0.7376365601704313,0.12956668147359138,0.3015454893744165,0.2457634274339021
Bauko,1.0,0.3156744337104554,0.13852172773616805,0.7101600098185659,0.24908647447286808,0,0.006850478711452346,0.505,0.96,0.5633808962778722,0.48752000000000006,0.8533936111907809,0.0072588821789759134,0.5056378621631188,0.41954542415071655,0.1111111111111111,0.4590193121943345,0.6939093201988364,0.04877189240684535,0.13839929755482336,0.35834636139633513
Baungon,0.0,0.08933394447770093,0.000415981164372877,0.8585131094255405,0.413387336097154,1,0.05836607862157398,0.5022000000000001,0.96412,0.0,0.72648,0.8562901288382407,0.002341574896443843,0.948121555342064,0.058671648004624634,0.0,0.07831147659557888,0.6048456778246922,0.057629596299964524,0.028321445658569814,0.004733600632511389
Bautista,1.0,0.40258717782380743,0.1274982268802868,0.8629246770082106,0.16044042820116028,0,0.006850478711452346,0.5458000000000001,0.96924,0.5526028712309639,0.4,0.8562333343745651,0.015922709295818134,0.9480709915558477,0.41451231709149633,0.0,0.07580773489270069,0.5627276002840521,0.04926959443305991,0.042253030577995745,0.09403233688907758
Bay,0.75,0.08332268840069676,0.018095180650220147,0.8607188932168754,0.0,0,0.05836607862157398,0.50512,0.9272800000000001,0.5490683771872409,0.83596,0.8586754963126193,0.024352378923015967,0.948121555342064,0.33585204390882556,0.2222222222222222,0.11711947299019079,0.8688182800852156,0.10119070511186222,0.07103275205628351,0.010618617635093116
Bayabas,0.7993600000000001,0.14560598053187893,0.060525259416253606,0.5656528922067396,0.3681727578982226,0,0.01068674678986566,0.50756,0.10812,0.5473665837587817,1.0,0.5914575447185408,0.011005402013286064,0.6321484552763311,0.05687410976918883,0.0,0.026428384641491984,0.9611002473212693,0.008673815175951026,0.015947998526184944,0.03582184262441051
Bayambang,1.0,0.2140675080755376,0.11418682962035474,0.8472013976751038,0.1589120480930274,0,0.06412048073919396,0.5584800000000001,0.99092,0.5490683771872409,0.8489599999999999,0.8647525039259171,0.05151464772176455,0.9488800121353087,0.31485679731893534,0.2222222222222222,0.4060234461500795,0.5627276002840521,0.21755552710107506,0.38302693012026945,0.35258927954598346
Bayang,1.0,0.008015008102672234,0.00031198587327965776,0.6264533428653358,0.8685898783027338,0,0.01068674678986566,0.6136400000000001,0.97692,0.6870881878081773,0.41980000000000006,0.7126569302024437,0.012644504440796754,0.6320473277038985,0.08124872824169832,0.0,0.08484902437531637,0.7376365601704313,0.03475270526284376,0.0,0.022516586792486606
Bayawan,1.0,0.36802245538103345,0.05366157020410114,0.5607322975952999,0.34779435645645074,0,0.9105656303262457,1.0,0.9454400000000001,0.9999999999999999,0.6988800000000001,0.937392622967113,0.10068772054708525,0.9483238104869293,0.11015314306750604,0.1111111111111111,0.30949029382799825,0.7787051839517531,0.1982199774043271,0.11255254132273053,0.008059914590492365
Baybay,1.0,0.23076544162277138,0.07685252011788903,0.6690419376057293,0.2629692604550752,0,0.7688977305734114,1.0,0.99992,0.9090631408997686,0.9273199999999999,0.8274953357546705,0.20559027590776943,0.9486271932042272,0.15696103871825437,0.1111111111111111,0.22992694638098027,0.3859995872148547,0.18348382090787654,0.16800391550860347,0.0035821842624410506
Bayog,1.0,0.26466224672365607,0.15744887071513397,0.7361769468445696,0.4542715039897089,0,0.007398517008368534,0.502,0.96,0.5454466116856481,0.0364,0.7097036180913083,0.012878661930441137,0.6320978914901147,0.15070560565893779,0.0,0.01224051499184892,0.9993003641604545,0.05311895416028577,0.11466061009343312,0.2310508849274478
Bayombong,1.0,0.38012845720277794,0.093907747857177,0.8293288931094143,0.05893051601933402,0,0.11645813809468988,0.50584,0.95384,0.5454466116856481,0.9750000000000001,0.8629918755519711,0.07539871166549175,0.9482226829144966,0.15739244789475898,0.1111111111111111,0.6938146452198002,0.4058692450579474,0.10009262826381543,0.4129981687298239,0.013689061288614015
Bayugan,0.78732,0.1977870228669846,0.07269270847416026,0.6392921357020813,0.3732673582586656,0,0.5973617436386446,1.0,0.99092,0.9999999999999999,0.7932400000000001,0.8731012900862423,0.08148680639624574,0.9558072508469435,0.13632529977545133,0.1111111111111111,0.15676204995242876,0.8143866117685743,0.17264226977739866,0.3078696956865243,0.0014072866745304129
Belison,1.0,0.2781040832291793,0.08226027525473643,0.7947716137118306,0.1399346617503773,0,0.01068674678986566,0.5189199999999999,0.9846,0.5530828642492472,0.7556,0.8508378603253753,0.017795969212973207,0.5128684835920514,0.14711052918806616,0.0,0.03282683565995847,0.7763264220972983,0.016609204125385888,0.1062283350106227,0.007676109133802252
Benito Soliven,1.0,0.2756828828648304,0.073524670802906,0.7942060281243088,0.22348610766164212,0,0.006850478711452346,0.502,0.9885600000000001,0.5562246367325565,0.8500000000000001,0.8519737495988889,0.028567213736614888,0.948121555342064,0.3375776806148439,0.0,0.01224051499184892,0.511724147581184,0.04558555530894727,0.16232129534410078,0.016887440094364953
Besao,1.0,0.1691500668334786,0.050645706762397776,0.7284284242955208,0.18387558985919797,0,0.025209761658144633,0.5151600000000001,0.78332,0.4409826766156128,0.98752,0.848566081778348,0.004683149792887686,0.5056378621631188,0.1210102740095383,0.1111111111111111,0.30587377803495197,0.6696319565666071,0.005299534655566331,0.01704786049350804,0.12883069829564778
Bien Unido,0.79948,0.10411161566700287,0.0578213818478299,0.7776343704099193,0.3796356087092193,0,0.0019181340392066567,0.501,0.9589600000000001,0.5598027665052144,0.5750000000000001,0.712429752347741,0.006322252220398377,0.5060423724528492,0.6705536633469722,0.0,0.01822167572650237,0.9489965472971318,0.040234388418703367,0.08698075058246846,0.20200960537122928
Bilar,0.7996400000000001,0.1332495097069259,0.09234781849077871,0.802916046172145,0.22807124798604084,0,0.006302440414536158,0.40080000000000005,0.94284,0.43635728934851853,0.8559200000000001,0.8519737495988889,0.004917307282532071,0.7852555999393235,0.4427696181525471,0.0,0.05174399519281588,0.9489965472971318,0.023658822685508833,0.11915171312666913,0.00933926611279274
Biliran,0.0,0.009100373783242433,0.05594946660815196,0.35927071132002586,0.25761993007661005,1,0.009042631899117096,0.5568,0.87692,0.5454466116856481,0.86252,0.7283889966406073,0.009834614565064142,0.5146382161096223,0.02811349800221597,0.0,0.10348799038563176,1.0,0.023784118300499913,0.19110101682238856,0.015608088572064579
Binalbagan,1.0,0.19135831845129958,0.04243007876603346,0.83543721745465,0.18107355966095434,0,0.3477302993933211,0.5256000000000001,0.9363600000000001,0.43635728934851853,0.8419600000000002,0.8522009274535917,0.04214834813598917,0.5077615411842039,0.0639923611815146,0.0,0.16357779125470828,0.3659900022038529,0.11011279702935181,0.28541418052034434,0.012537644918543677
Binalonan,1.0,0.15554125099248303,0.06811691566605861,0.8519523166102871,0.06020416610944476,0,0.058640097770032075,0.557,0.96924,0.5490683771872409,0.8532400000000001,0.8614584250327276,0.05362206512856401,0.6320473277038985,0.17234796601358485,0.0,0.12393521429247031,0.5627276002840521,0.08798593946530263,0.22061397961222506,0.014840477658684353
Binan,1.0,0.6594848854479998,1.0,0.6023593968369061,0.02084837832502277,2,0.4839178161769937,1.0,0.99092,0.9999999999999999,1.0,0.8783831752080805,0.29293101954512474,1.0,0.9502506127807833,0.4444444444444444,0.5132670490900285,0.7129394150344746,0.5725893532626655,0.4921882303770871,0.05450037484999599
Binangonan,1.0,0.9088685229759369,0.36044767892909796,0.841941451711151,0.4535073139356424,2,0.05891411691849017,0.52996,0.96364,0.5690971767683379,0.99428,0.9218309399199764,0.46808082179912425,0.9482226829144966,0.03494414329687202,0.3333333333333333,0.5904657515954393,0.6048456778246922,0.5388343665406944,0.8429525427892122,1.0
Bindoy,1.0,0.15478984398285753,0.09817155479199897,0.8071013795198065,0.2572378350495768,0,0.006302440414536158,0.0,0.9179600000000001,0.5526028712309639,0.8,0.8508378603253753,0.011239559502930447,0.7584567932446782,0.1713413446017408,0.0,0.24272384841791322,0.8032624019198009,0.06234210359712892,0.08276461304106325,0.01445667220199424
Bingawan,1.0,0.3447288380826422,0.06614100513528745,0.863094352684467,0.8606932477440471,0,0.21209082090656461,0.5038,0.96756,0.5473665837587817,0.9500000000000001,0.8540183502912134,0.008195512137553452,0.7605299084795469,0.1279847223630292,0.0,0.05007483405756376,0.81585584703162,0.021177273421935563,0.16745398452494192,0.09019428232217645
Binidayan,0.0,0.050594738648118476,0.0002079905821864385,0.32612739589124695,0.05561902578504607,1,0.006850478711452346,0.5,0.2,0.5454466116856481,0.7166800000000001,0.5677742533657818,0.0238840639437272,0.6320473277038985,0.0,0.1111111111111111,0.019890836861754496,0.7376365601704313,0.031470656236827495,0.0,0.02226071648802653
Binmaley,1.0,0.17499434357501045,0.023190949913787895,0.8511604967877568,0.18998911029172955,0,0.05891411691849017,0.5394800000000001,0.97272,0.5527337784177684,0.85228,0.8583347295305652,0.059007687390384846,0.9436719421550286,0.25244626978460427,0.0,0.15759663052005485,0.5627276002840521,0.14424019016254638,0.19091770649450138,0.05373276393661577
Binuangan,0.75,0.07455627328839902,0.022047001711762482,0.8074407308723197,0.50419858752205,0,0.009590670196033284,0.57576,0.9897600000000001,0.5569228083955142,0.9775200000000001,0.8510082437164024,0.008429669627197836,0.9494362137836881,0.06658081624054217,0.0,0.0,0.5397095811630047,0.008708619513448548,0.0230054461498415,0.0405554432569219
Biri,0.0,0.04975984197075679,0.014975321917423573,0.03174009758613727,0.24717599933770196,1,0.01068674678986566,0.0,0.18976,0.0,0.46028,0.3586002436482491,0.0,0.6329574758557921,0.1299260636572999,0.0,0.22394578564632683,0.6501820802272418,0.0135255398231055,0.04289461672560089,0.0
Bislig,1.0,0.47697647177673413,0.06998883090573656,0.788380496572834,0.0,2,0.5718779628320418,1.0,0.9997199999999999,0.548413841253218,0.8813599999999999,0.8945695973556496,0.17233991237826685,0.9483743742731455,0.14732623377631845,0.2222222222222222,0.31241132581468944,1.0,0.16583454136288348,0.20237460198745033,0.02520322498931739
Boac,1.0,0.358421143591374,0.06842890153933827,0.69471952327922,0.14324615198466525,0,0.04466512119866929,0.5,0.9454400000000001,0.5490683771872409,0.9054800000000001,0.8571988402570516,0.12223020959436862,0.9482226829144966,0.1532221591885479,0.1111111111111111,0.29349416628183206,0.6557092033596512,0.08829047741840594,0.36570410413493065,0.026354641359387733
Bobon,0.0,0.05927766409268006,0.02350293578706755,0.7272406945617249,0.41275051105209865,1,0.006850478711452346,0.503,0.0,0.0,0.5,0.8518601606715376,0.0032782048550213804,0.5056378621631188,0.4495283619177857,0.0,0.01293599879820397,0.6501820802272418,0.04261152466978407,0.12355116099596153,0.017910921312205254
Bocaue,0.76924,0.3687738623906589,0.21308635145000626,0.7387786405471701,0.06784606665010921,2,0.07645134241980818,0.5036400000000001,0.96364,0.5527337784177684,0.9892799999999999,0.8588458797036463,0.0971753582024195,0.7585579208171108,0.301986423553215,0.4444444444444444,0.5017220179045347,0.9125455200568104,0.23913595656641315,0.39604196340025943,0.01803885646443529
Bogo,1.0,0.16088458972759787,0.06239717465593155,0.5591486579502386,0.1389157416782887,0,0.40774049290564357,1.0,0.99992,0.9999999999999999,0.96832,0.9518752112044115,0.5455869508714155,0.7592658138241392,0.19895153189803474,0.1111111111111111,0.2146263026411691,0.8026327296642097,0.14769626087605023,0.3496644504448021,0.0025587030446007505
Bokod,1.0,0.3386340923379019,0.27028376155127687,0.7043344782670911,0.09790420877672279,2,0.006028421266078065,0.5079600000000001,0.9794800000000001,0.5526028712309639,0.655,0.8540751447548891,0.0032782048550213804,0.5056378621631188,0.22828735590034704,0.1111111111111111,0.21504359292498212,1.0,0.018168438445274843,0.07158268303994507,0.04234653538814242
Bolinao,0.0,0.11145870642778576,0.05085369734458421,0.8395094336848072,0.1794178145438104,1,0.05891411691849017,0.5022000000000001,0.97272,0.5636427106514814,0.77352,0.8546998838553216,0.04074340319812287,0.9482226829144966,0.19665068295667693,0.1111111111111111,0.15008540541142026,0.5627276002840521,0.15400802748122575,0.25489301092712835,0.05168580150093516
Boliney,0.5,0.021957782614612474,0.008631609160737198,0.4075717204943896,0.3919900145832935,1,0.01068674678986566,0.5038,0.0,0.5454466116856481,0.97,0.8368664222611578,0.00023415748964438434,0.5056378621631188,0.07880407624150564,0.0,0.021142707713193588,0.889527500935763,0.0,0.0,0.0
Boljoon,1.0,0.46077947623591725,0.10545122516852433,0.7637209649568826,0.2688280508695846,0,0.013426938274446597,0.5530400000000001,0.35676,0.5473665837587817,0.9237600000000001,0.58055300769281,0.028567213736614888,0.7600242706173839,0.11044074918517575,0.0,0.06621005836500098,0.6501820802272418,0.02354570858864189,0.20292453297111188,0.06831737129084005
Bombon,0.0,0.0,0.03411045547857592,0.5079066037207614,0.27494157130211616,1,0.0,0.42424,0.79444,0.0,0.0,0.5655024748187546,0.00023415748964438434,0.5057389897355514,0.09275297294848747,0.0,0.027958449015473102,0.05947954089896207,0.021782868894392435,0.01704786049350804,0.025714965598237542
Bongabon,1.0,0.14961348458321502,0.03723031421137249,0.7953371992993528,0.04173623980283897,0,0.0578180403246578,0.54604,0.96364,0.547279312300912,0.98284,0.8556085952741325,0.046831497928876864,0.63230014663498,0.11525815165614373,0.1111111111111111,0.23243068808385847,0.9159037720866288,0.10936276355628023,0.34022396855861214,0.08610035745081526
Bongabong,0.78976,0.13583768940674715,0.025270855735652277,0.6979999196868465,0.18221984474205402,0,0.054529810543160674,0.50876,0.99092,0.5454466116856481,0.7410000000000001,0.853563994581808,0.010771244523641678,0.7584567932446782,0.15918998613019478,0.1111111111111111,0.12546527866645144,0.8222924967554388,0.11847105867938156,0.3207014186386271,0.008187849742722401
Bongao,0.0,0.07338741794009265,0.052309631419889285,0.7378737036071352,0.19228168045392888,1,0.06275038499690348,0.5022000000000001,0.99092,0.547279312300912,0.60548,0.5664679807012412,0.08780905861664412,0.0005562016483794307,0.0923934653014003,0.4444444444444444,0.2648402334600039,0.7376365601704313,0.19511891093329792,0.19394232690463992,0.008571655199412515
Bonifacio,0.25,0.11529923114364954,0.03931022003323688,0.7990135056182446,0.41733565137649736,1,0.006850478711452346,0.5069600000000001,0.97716,0.43701182528254134,0.8987600000000001,0.8530528444087269,0.024586536412660356,0.7638165545836072,0.03760449988531701,0.1111111111111111,0.05869883325636641,0.4097172421754478,0.0493357226743052,0.19989991256097334,0.013433190984153942
Bontoc (MP),1.0,0.19787051253472077,0.0475258480296012,0.814623667833847,0.35021429162766116,0,0.06439449988765206,0.50656,0.96364,0.5490683771872409,0.62768,0.8537343779728351,0.028567213736614888,0.7592152500379229,0.07254864318218904,0.1111111111111111,0.24800952534621162,0.6939093201988364,0.03593257230400973,0.1336332290297566,0.08801938473426582
Bontoc (SL),0.0,0.27326168250048144,0.02641480393767769,0.6231729464577092,0.09955995389386674,1,0.006850478711452346,0.503,0.77296,0.5454466116856481,0.25,0.7101011793370381,0.003044047365376996,0.5056378621631188,0.4780732690965063,0.0,0.0,0.9854475745374534,0.04490513051087073,0.07699033771261697,0.016759504942134917
